url,title,channel_name,comment,category
4S1tD8ulHLg,최근 전세계를 뒤흔든 공포게임 오분가..,김재원의 즐거운 세상,재원님을 지키기 위한 게렌님의 뜨거운 우정이 감명깊었습니다 ㅋㅋ 앞으로도 재원이 형님 잘 지켜주십쇼!! ||| 1:19 이게 그 전설의 회전 무빙?! ||| 2:20 오 오붕가가 아래도 잇네 ||| 공포게임X 병맛게임O ||| 재원님 어릴적 모습을 감히 보다니 세상 좋아졌네요 어릴때 눈이 참 컸네요 ㅎㅎ,게임
TGL5zqHC2-Q,올해 했던 공포게임중 가장 무서웠습니다.,혜안,오늘 영상은 무섭더라도 꼭 끝까지 즐겨주세요! 마지막 반전 미쳐서 그래..🤫 ||| 내가 혜안님의 공포게임을 좋아하는 이유 1.원래 공포게임을 좋아함 2.혜안님이 시청자들을 입담으로 긴장 풀어줌 3.전기세 아낄수 있음 4.혜안님이 언제 소리를 지를지 기대됨 5.낮에 올려주는 혜안님이 너무 스윗함 6.편집자님 자막도 웃겨서 덜 무서움 7.혜안님이 인스타 스토리로 자기도 tv로 보고있다고 해서 같이 보는 느낌 8.그냥 혜안 자체가 재밌음ㅋㅋㅋ ||| 보는 나도 무서운데 혼자 게임하시는 혜안님은 얼마나 무서우실까...대단하십니다 ||| 공포게임 time라인~~~~   1:04 소심한 깜놀  1:21 시작 1:56 소리 조심 2:47 미란다 갑툭튀 111 (무섭당..)  아 진짜 무서워요.. 그냥 갑툭튀만 적을게요 하하..  4:00 ??: 워우우어우 뭐야 4:34 흑백귀신 조심.. 4:49 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 5:39 미란다 갑툭튀ㅣ 6:39 미란다 갑툭튀222  7:14 똥싸는중인데 노크하는 매너없는 미란다씨.. 7:29 웃지마....... ㅍ..ㅣ? 웃지말라고 ;;; 9:05 미란다씨.. 갑툭튀333 10:05 갑툭튀.. 10:49 허기욱씨가 왜 거기서 나와요  11:36 미란다씨 갑툭튀 444 (놀람주의..) 11:52 충격  12:53 뭐냐고 왜 움직이냐고 (심장주의.) 13:09 아니 왤케 빠르냐고 ㅠㅠㅠㅠㅠㅠ ;; 14:10 끄읕..?  소름이네요 진짜 ㅠㅠ 다들 ㅎ..화이팅 ||| 공포게임 프로게이머 혜안님 제발 고전도 해주세요...ㅋㅋㅋ 혜안님이 하는 화이트데이도 너무 보고 싶고 아오오니도 보고싶고 그렇습니다ㅠㅠㅠ 제발 해주세요 ㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋ,게임
r2xR-KbfEYg,잼민이들과 공포게임을 하면 생기는일,김재원의 즐거운 세상,4:05세수 리액션 6:31 로션 리액션 6:51 얼굴이 더러웠는지 다시 세수 리액션 ||| 잼민이들이 형보다 더 용감해 ||| 아니 진짜 캐릭 표정들이 개웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 김재원 만큼 공포게임 재밌게 하는 사람 못 봄 ㅠㅠㅠㅠ 리액션이 항상 장난아님 ㅠㅠㅠ ||| 자신 만만하게 잼민겜하는 우리의 잼민 재원좌,게임
0ydqMhrN7nk,맑다하늘 감자튀김 8개만 모으면 되는... 공포게임,우주하마,이때진짜 무서웠는데ㅋㅋㅋㅋㅋ 광대 웃음소리도 진짜 소름끼쳤음ㄷㄷ 감자튀김모으는 게임이 이렇게 무섭다니 생각했는데 엔딩이 생각보다 너무 허무했어ㅋㅋㅋㅋㅋ ||| 웃으면서 쫒아오는거 소름끼쳐;; 공포스러운거 하나도 못봤는데 하마님때문에 무서워해도 이제 공겜 잘봅니다ㅋㅋㅋㅋㅋㅋ 공포심도 이겨낼수있는 하마 덕질ㅋㅋㅋㅋㅋ 하마 힘들고 짜증내고 무서워하는게 젤 재밌다! ||| 맑다하늘 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 유리창 닦는 소리내면서 쫒아오니까 무서운거 보다는 소름돋아 형 도망다닐땐 힐을 좀 벗고 뛰어 ㅋ위험해도 멋을 포기않는 우리형 ||| 덕분에 맥도날드 본토발음도 알고 감튀 공포증도 얻어갑니다 감사합니다...,게임
5LwtuuoMLc0,(소름주의)짧고 굵은 공포게임 #shorts,우주하마,https://youtu.be/jSAvvQX9ak4 ||| ㅋㅋㅋㅋㅋㄱㅋㅋ소리지르는거 봐ㅋㅋㅋㅋ 결말을 알면서도 하마랑 같이 놀라ㅜㅜ 같이 돼지 멱따는 소리지르잖어..ㅋㅋㅋㅋㅋㅋ ||| 존나 힘없이 넘어지는게 개웃기네ㅋㅋㅋㅋㅋㅋ ||| 진짜 허무한데 개웃김ㅋㅈㅋㅈㅋㅈㅋ ||| 아 전에 봐서 안놀랄 줄 알았는데 우잠뫄 소리지를 때 같이 깜짝놀래서 약간 어깨위로 올리면서 발작함ㅋㅋㅋㅋㅋㅋ,게임
mk8qY-EPQWY,비명을 많이 지를 수 밖에 없는 공포게임이라는데 ㅎ저는 비명을 지른적이 업ㅁㅆ아ㅏㅏㅏㅏㄱ;ㅂ,우주하마,9:11 아 거의 100번 돌려보고 100번 빡빡 웃고 있다 ㅋㅋㅋ ㅠㅠㅠㅠ 갑자기 일정한 음으로 소리지르는 것과 2초 간 멈춘 화면이 날 더욱 웃게 만듦.. ||| 와씨.. 깜짝이야.. 4:33 곰인형 오른쪽 보고 있었는데 4:35 불 꺼졌다 켜지니까 앞 보고있음ㄷㄷㄷㄷ ||| 진짜 가격에비해 퀄리티도좋고 갓겜이었다ㅋㅋㅋㅋㅋㅋ계속 안무섭다고 잘난척하면서도 계속 놀라는 하마형보면 너무웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 놀라기 전엔 덤벼 덤벼 덤벼 하다가  어김없이 놀래면 아무말이나 막하면서 혀 깨무는 형 보면 참 한결같다 생각함 ㅋㅋㅋㅋㅋ ||| 제목보니까 또 엄마랑 같이 자러갔겠네 ㅋㅋㅋㅋㅋㅋㅋㅋ,게임
3en6T8PHu3s,인형을 잔인하게 괴롭혀야만 깰수있는 미친 공포게임..,혜안,아동학대라고 하는 해석이랑 공장에서 발생하는 산업재해라고 하는 해석 두 개가 있는데 두 개의 관점에서 바라봐도 다 매끄럽게 연결이 되더라고요! 무서운 것도 그렇지만 다른 시각에서 봤을 때 되게 의미있던 게임이었는데 플레이 해주셔서 감사합니다 :) ||| 뭔가 공장 사고들 같네요.. 처음은 폐에 손상을 입히는 매연 두번째는 폐수 세번째는 손끼임사고 네번째는 절단사고 그리고 마지막에 혼자 오르골?을 돌리는 장면은 노동자가 죽어가도 사장이 본인 이익을 위해 계속 공장을 돌리는걸 표현하는거 같아요 ||| 편집자님 센스 지린다... 누가 보면 한글 자막 지원되는 겜인줄 ||| 구독자분들이 알려 주신 해석이 맞다면 어쨌든 사람들이 죽어가는 모습을 보여 주는 거니까 무섭기도 하지만 되게 슬프네유 엔딩도 오히려 가두는 느낌이라 찝찝하기도 하고 ㄷㄷ 공포게임도 어느 정도 스토리가 있고 계속 생각하게 만드는 게 더 재미있는 것 같아유 오늘도 혜안 님과 편집자님들의 센스 덕분에 편하게 잘 보고 갑니다~ ||| 공포게임 볼땐 한글자막도 띄워주시고  보기편해서 쉬워보이는거같은데 막상 저보고 직접 하라고 하면 전 못할거같아요.이렇게 공겜해주시는 혜안님 최고여,게임
0bxtaZvpoGs,누워서 아무것도 못하는 공포게임,양아지,"ㄹㅇ 무서워서 잘때도 생각났음🥲 ||| 이걸 보는 우린 두가지 공포를 느낀다 1. 게임 연출이 주는 공포 2. 그걸 보고 언제 터질지 모르는 양아지의 비명 ||| 저희를 위해 매주 공포게임을 한 번씩 해준다니 감동입니다 양아지 선생님 ||| 아지님이 더빙해서 재밌긴한데 내용이 소름끼치고 무섭다.. 3:07 으악 바퀴벌레 6:06 깜놀ㅠㅠ ||| 1. 움직이지 못하게 함으로써 고전 SF소설 '나는 입이 없다 그리고 나는 비명을 질러야만 한다.'와 비슷한 무력감에서 오는 절망감 2. 무력한 상태일 때 찾아오는 온갖 것들로부터 방어 할 수 없음을 보여줌으로써 공포 극대화 3. 게임내 타이머로 친절하게 이 상황을 얼마나 견뎌야 하는가 초단위로 보여줌(타이머를 이용한 연출도 있음) 4. 게임 초반부 믿음직스럽게 보이기만 하던 인물이 사실은 가장 무시무시한 인물임을 보여주는 반전 공포  여러가지 공포요소를 서로 잘 어울리게 만들어낸 훌륭한 게임, 연출이 화려하기 어려운 것이 알만툴 게임의 단점이나 그 단점을 담백하게 보여주는 공포연출로 멋들어지게 승화시켜냄",게임
AmsTPONW7Wk,공포게임 할 때마다 목이 아픈 이유....,소멸,소멸님 목소리 너무 귀여우셔 ㅎㅎ ||| 소멸님 여자 아니세요? 남자 목소리가아니고 목소리가 너무예쁨... ||| 알람소리 해놓으면 잘 일어날 것 같아요 ||| ㅋㅋㅋㅋ 오늘도 잘 보고갑니다 ||| 자기손보고 아아악!!!하는거 욀케웃기지,게임
2nuZdY6ppF0,나이별 로블록스 공포 게임,황유팬현준이,디스코드 참여해주세요!  https://discord.gg/fVyEKSsxfr ||| 주로하는 공겜이 doors랑 더 미믹인데...ㅋㅋ 공겜탐방도 자주 함 ||| 도어즈랑 치즈 빼고 다 노잼 맞다 그리고 영상에 나온 첫 번째 부분 게임은 nanny 입니다 ||| 짧고 오싹한 이야기도 재밌어요 ||| 진짜 정확하다 11살인데 치즈(?)게임이랑 모두 하는거 빼고 다른거 안함ㅋㅋ,게임
SbQXQnpzLhM,목욕탕 알바 공포게임 소름이 쫙 돋았다.,우주하마,분위기가 진짜 압도적이다... 특유의 옛날 목욕탕 느낌을 잘 살려내서 더 무서움... ||| 더빙 진짜 개고수네 ㅋㅋㅋ캐릭터하나하나 다 찰떡이야 ㅋㅋㅋㅋㅋㅋ ||| 14:48 더빙중에 젤 찰지네ㅋㅋㅋㅋㅋ 아니 대사가 칠라핀 세글자여서 뭐하는 놈인지 어떤 성격일지 1도모르는데 어떻게 바로 저렇게 캐릭터에 찰떡인 목소리를 낼수 있는거지 ||| 이 게임 제작자는 갈수록 발전하네 ㄷㄷ ||| 일단 목욕탕이라는 것부터 너무 무섭고 ㅠㅠㅠ 카페 알바보다 일은 쉬운 것도 같은데 난 못하겠어 ㅠㅠㅋㅋㅋㅋㅋㅋㅋ 진짜 나 발작했다고 ㅋㅋㅋㅋㅋ,게임
1OnwPteRHK4,그저 미끄럼틀을 타면 되는 공포게임... 안무섭다고 했잖아요,우주하마,"2:19 편집자님 번역 센스 진짜 미침... 게임에 몰입 할 수 있게 폰트 비슷하게 바꾸시는거 진짜 좋음... ||| 대장내시경 전 주의해야 할 음식 검사 1주일 전부터 씨 있는 과일, 검정쌀 등 소화되지 않는 잡곡, 3일 전부터는 단단한 섬유질의 채소 등은 피한다. 특히 포도, 참외, 수박 등의 경우 시야를 방해하고 내시경 기구를 막아 검사 진행이 불가능할 수 있다. ||| 진짜 놀이터라는공간에서 분위기때문에 더무서웠어..계속 갑툭튀나올까봐 사소한거에도 놀라고 근데 유산균 시점이라고 생각하면 좀웃기기도하고ㅋㅋㅋㅋㅋㅋ진짜 기괴하고 무서운 게임이었다.. ||| 8:42 이거 아직 살아있는 실종된 아이들 봉지 안에 담은거 아닌가???? 그래서 밑에 피가 고여있는거고… ||| 9:33 저거사람들 모아서 검정 포대 안에 넣어둔거 아님?? 피떨어지고 장치 하나씩 풀어질때마다 꿈틀꿈틀... 끝까지 내려가고 나서 비명들림 ㅠ",게임
n791M2syfT8,공포게임 안 무섭게 하는 방법 #shorts,수탉,"미천한것, 쓰레기같은 놈 하면서 의기양양하게 가는데 마지막의 비명때문에 너무웃겨요ㅠㅠㅠㅋㅋㅋㅋ 손바닥 뒤집기급의 태도변화ㅋㅋㅋㅋㅋ ||| 수탉 쇼츠보는 날도 있네ㅋㅋㅋㅋ ||| 뱃살 떨리는거 진짜ㅋㅋㅋㅋㅋㅋㅋㅋ ||| 수탉님이 쇼츠를 올리다니..  할아버지가 키오스크 쓰는거 같네요.. ||| 저 ""앍 아아아아앍 아아앍~ 사람이다앙~~"" 는 언제 들어도 웃긴듯 ㅋㅋㅋㅋㅋㅋ",게임
AEcBkPD0rQ8,100% 실화 공포게임하다가 무서워서 친구를 불렀는데...,우주하마,"게임 개발자가 악몽을 참 무섭게도 꾸셨네. 보는 내내 무서웠는데, 중간에 도네 때문에 공포게임인거 잠시 잊고 봤네 ㅋㅋㅋ ||| 9:06 도네랑 상황극하는게 너무 웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ지금 실시간으로 코리안프렌드타임 겪고 있어서 영상에 이입 너무 잘 돼^^ ||| 처음에 퀄리티보고 오오 재밌겠다했는데 갑자기 퀄리티 낮아지는거보고 단체로 당황했는데ㅋㅋㅋㅋㅋㅋㅋㅋ근데 진짜 형 완전 사플잘하더라..갑툭튀도 진짜 개놀랬음ㄷㄷㅋㅋㅋㅋ ||| 익숙해질 만도 한데 끝까지 놀라는 우리형 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 재밌다진짜 ||| 설마 썸넬 저거 만들라고 실친이랑 상황극 한거 아니지 형 ..? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜면 개웃기겠다...",게임
R1olBpuGcZs,괜찮은 공포게임 신작! 저주받은 산에서 여중생 탈출시키기 (찍힙니다 写るんです),풍월량,와 자막작업 무쳤네...... 공포게임자막을 신경써주셔서 더더욱 몰입해서 볼수 있겠네요 조작키뿐만 아니라 죽었을때 나오는 움직이는 자막까지 각잡고 번역하시다니... 존경합니다 ||| 아 썸네일 진짜 잘뽑으셨네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ벌써 웃김 ||| 와 오랜만에 집중해서 봤네욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ공포게임할때 풍놀래미+드립력으로 적당한 긴장감과 웃음 유지되는게 넘 좋음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 8:00 하! 하! 너무귀여운거시야요 근데 이와중에 밑에 열쇠있다는거 어떻게아는거얔ㅋㅋㅋㅋ진짴ㅋㅋ ||| 내 최애 공겜 영상 중 하나.. 귀신들 전부 소름돋고 분위기도 스산해..,게임
BpoiXuCZgUk,29년 인생 첫 공포게임,이도원,화이트라고 바닥 누르는거 진짜 순발력 개오지넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 공포겜 할 때 무섭다고 강아지 사진 띄워 놓는 사람 처음 봤네 ㅋㅋㅋㅋ 형은 역시 레전드야 ||| 8:37 친구가.... 이써서...? ||| 공포겜 영상 이렇게 편집하는 사람 첨봨ㅋㅋㅋㅋㅋㅋ 보통 스토리 라인 따라가지않엌ㅋㅋㅋㅋ???? 공포겜도 웃김ㅋㅋㅋㅋㅋㅋ 근데 공포겜이라 풀영상 풀어도 좋을 것같앸ㅋㅋ ||| 자막이 제 3자 시점에서 개 찰떡이라 형이 아니라 다른 편집자가 한 것 같음 ㅋㅋㅋㅋ 공포 겜 리액션 개혜자네 ㅋㅋㅋㅋㅋ 이렇게 재미있게 공포겜 하는 사람도 몇 없을 꺼야.,게임
hcL3FRD7q4k,3대 쯔꾸르 공포게임 이래서 했는데.. 꿀잼이라 편집한게 1시간 넘음;,우주하마,"1:43:55 여기서 게리가 자고 있다고 나와있지만... 사실 이브는 아직 쉬운 단어조차도 잘 읽을 줄 모르는 어린아이라 '죽음'이라는 개념을 모릅니다... 그래서 안타깝게도 이미 죽은 게리를 '자고 있다'라고 표현한 거죠... ||| 게리가 이제 막 성인이 된 나이라는걸 아시나용,, 그런 이제 막 어른된 얘가 지보다 애기 구하겠다고ㅠㅠㅠ 노력했다는게 눈물포인트입니다 ||| 43:18 왉 밝닭 ||| 이브는 엔딩이 굉장히 많고 특이하기로 유명한 3대 공포 쯔꾸르 게임입니다. 참고로 진엔딩보려면 초중반부터 게리 플러팅해야합니다. 게리와 이브 둘 다 탈출하는 엔딩은 2개가 있지만 그 중 하나는 서로를 기억하지 못하는 엔딩이지만 진엔딩에서는 서로를 기억해내고 손수건을 빨아서 돌려주겠다는 게리와의 약속을 하고 끝납니다 ||| 24:55 사투맄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  진짜 우주하마 너므 조아 ...🦛",게임
ehWwjKv3lIU,[로블록스] 요즘 어린이들 공포 게임이 너무 무서운데?? 바지에 오줌 싼 거 같아요 - 민또 경또 -,민또 경또,게임이름 : Escape Creepy Little Kitchen Obby! 게임하기 : https://www.roblox.com/games/8413625556 점점 퀄리티 좋아지는 로블록스 게임... 너무 무섭당;;; ||| 안녕하세요 민또님 오늘도 재미이ㅆ는 영상만들어줘서 감사드려요.... 새벽이라 무서우실텐데요 ㅠㅠ ||| 36분전 못참악!!!!!!! ||| 민또님 영상 매일 보고 있어요! 민또님 영상을 처음 본게 2020년 6월쯤이었어요 항상 재미있는 영상 감사해요! :) ||| 민또님 영상이무서워용!!ㅠㅠ,게임
rvjUPQOK454,클릭만 하는데 개 무서운 공포게임ㄷㄷ (프란체스카),김재원의 즐거운 세상,역시 연인끼리 공포체험 하는게 국룰이지>< ||| 시작부터 두 분의 사랑이 넘치는 케미 잘 봤습니다 ||| 규환:편안하게 쫄보들 보는중 재원:겁나 무서워 하다가 장난침 게렌:그냥 겁나 놀램 ||| 무서운거 할때마다 게렌 부르는거 ㄹㅇ 웃음벨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ ||| 6:50 재원님 나루토를 너무 감명깊게 보신 나머지 나선환까지 터득하셨다,게임
