url,title,channel_name,comment,category
9a1_BKkm4Os,2021년 서비스 예정 MMORPG게임 추천 5개 가뭄의 단비같은 RPG 게임이 있을까?,팀 이디엇,"팔라딘스토리 추천해요~ 아기자기하게 잘 만들었어요 ㅎ ||| 매직더개더링 카드 뽑기에 돈을 젤 많이 썻었는데 20년전에 안좋은 추억이 떠오르네요 ||| 뉴월드 기다리고있습니다... ||| 2024년 현재, 나온게임 뉴월드밖에 없습니다. ||| 나는 자연인이다 성우님 같으심",게임
PvozycjJr_4,친구랑 함께 즐기는 게임 [경쟁 편] (모바일 게임 추천),쏘원TV 게임리뷰,아케이드 0:26 무한의 계단 1:07 도망가 친구들 1:48 할머니(그래니)의 저택  어드벤처 2:20 제5인격  전략 2:32 전략적 팀 전투-롤토체스 3:04 오토체스 3:06 Badland Brawl 3:09 스매싱 포 7:45 마피아42  자동차 경주 3:20 카트라이더 러쉬플러스 3:57 Battle Racing Stars 4:28 마리오카트 투어  스포츠 5:02 FIFA 모바일  퍼즐 5:40 퍼즐 오디션  보드 6:22 프렌즈마블  액션 7:07 Among Us 8:03 Bullet League 8:47 오버독스 9:23 아웃로 ||| 오늘은 시간이 없어서 정리는 못하고 영상만 재밌게 보고 갑니다ㅠㅠ 오늘도 재밌는 영상 감사합니다. 근디 다 한번 해본 게임이네요 ㅋㅋㅋㅋㅋ ||| 쏘원님 리뷰 영상은 게임 안하고 영상만 봐도 재밌더라고요 선정이유 게임설명 등이 귀에 쏙쏙 들어오고 재생시간 내내 알차네요 이번 영상도 재밌게 봤습니다. 몇개는 해보고 싶네요 ||| 와~~~ 게임 설명을 잘해서 좋아요와 구독 누릅니다 ㅎㅎ ||| 아무래도 친한 친구와 하는 게임이가장 재미있죠!!      근데내가 친구가 있던가? 어레? 어째서.... 눈물이..?,게임
glTJa956l5A,모바일 오픈월드게임 추천 10가지! (혹은 오픈월드에 가까운 게임),삐로,지금은 없어져서 그렇지 듀랑고가 제일 재밌었지... 내가 처음으로 한 rpg이자 마지막 rpg... 정말로 탐험하는 느낌도 나고 자급자족으로 무언갈 얻고 퀘스트하는거만해도 재밋엇는데... 근데 확실히 게임성에 비해 과금요소가 너무 없었긴함 ||| 7:00 내가 닉값 할수있는 겜 ||| 듀랑고.. 제일 재밌었지 rpg게임 개싫어하는데 유일하게 했던 rpg게임.. 참 재밌었다 ||| 라이프 애프터가 진짜 제밌었는데 핸드폰 바꾸기 전에 저장공간이 너무 없어서 이것저것 지우다가 저장도 안 해놓은 라이프 애프터 지우는 바람에 내 노력과 돈까지 다 날아가서 다시 시작할 엄두가 안 남 ||| 할게임이 없어 고민을 하던 중 이 영상을 보게 되었네요 도움 됐어요 감사합니다~,게임
wIyhtDF4gqM,좀비 게임 Top 8!! (모바일 게임 추천),쏘원TV 게임리뷰,"0:40 플랜츠vs좀비 2 1:43 zero city 2:48 헤드샷 ZD 4:00 Dead island 5:12 더 워킹데드:무인 지대 6:27 인투더데드2 7:40 라이프애프터 8:50 지구의 마지막 날 9:38 다크 데이즈 ||| 1위게임 지구의마지막날 이거는 정말 잘만든 게임이 분명한데 문제는 과금요소가 필수라는겁니다ㅠㅠ 과금없이 할수는 있어도 맵 이동시마다 에너지를 소모하는데 그게 너무 후달려요 충전하려면 걍 엄청오래 기다리거나 결제해야함ㅋㅋ 정말 좋은겜인데 아쉽지만 삭제했음 데드아일랜드는 그래픽이 깔끔하고 좋지만 영웅 컨트롤이 매우불편함 이것도 삭제 ㅠㅠ ||| 라이프애프터 14장원인가? 찍었던 7만원 과금했던 유저였는데. 게임을 즐기는데 필요한거. 1. 시간(백수에게 추천함.경험임.) 2. 최소과금(장비에 내구도 존재, 상위 무기가 있어야 일정구역부터 사냥이 가능함. 무기 내구도 떨어지는 속도가 무섭습니다.) 3. 길드가입이 필수라고 생각함. 서버 초창기 길드 유저였는데 접기 한달전 길드 공헌도가 5위였지만 차츰 개인 일이 너무 바빠서 3일 미접을 했더니 강퇴당함(후회는 없고 초보자분들은 체계가 잘 잡힌 길드에 들어가는게 좋음.) 길드 컨텐츠도 몇개 있어요~   * 게임을 하다가 한번 현타가 오면 다시는 하고 싶지 않은 게임. 가장 큰 이유가 1번의 시간. 모바일 게임인데 스팀처럼 시간투자를 너무 많이 해야해서 저는 길드에서 강퇴시킨걸 광장에서 확인하고 바로 게임삭제함. 아직 판매할 소장용 총들이 많았지만 그냥 접음.   한 때 하루 7시간 넘게 했던 게임이고 한 구역에서 랭킹도 몇번 경험해 봤던 만큼 많이 재미있었으니 후회는 없는 게임. ||| Death road to canada와 Organ Trail이요!! 데로캐는 14000원이라는 비싼 가격이긴 헌데 할인할 때 1400원으로 떨어져서 그 때 사면 가성비 대비 아주 훌륭한... 두 게임 모두 생존을 위해 목적지가 있고 그 목적지로 자동차를 타고 가며 살아남아야하는 로그라이크? 로그라이트? 게임이에요!!! 이것도 한번 햐주시면 ㅠㅠ ||| 어렸을 땐 데드 트리거 2도 많이 했었는데 ㅎㅎ",게임
2NVifcl7jG0,캐릭터가 이쁜 모바일 게임 TOP 18 / 주관적인 랭킹,지존조세,브더가 처음나왔을때 진짜 시발갓겜찾았다면서 부랄찢었었는데...  시발... ||| 저도 국산게임 좋아하는뎈ㅋㅋㅋ 이번영상 너무 인상깊게 봤어요 지존님 영상 보면 진짜 정성들여서 만들었다는 게 느껴져요 그 특유의 유머스러운 소개도 너무 재밌고욬ㅋㅋㅋ 캐릭터 이쁜 겜 찾아보고 있었는데 진짜 도움되는 영상이라 잘 보고 갑니다 아 그리고 다른 유튜버 리뷰 영상 진짜 수십개는 본 거 같은데 다들 같은 게임만 소개해 주던데 잘 모르고 있었던 게임들 이렇게 다양하게 찾아서 소개해 주셔서 진짜 놀랬네요 ||| 10:14 스킬연출 미쳤네;; ||| 8:19 핵심 ||| 7:18  killing point  1 10:15 killing point 2,게임
KDYTM_tsyrs,로그라이크 게임 Top 9 (모바일 게임 추천),쏘원TV 게임리뷰,진짜 이런채널이 흥해야지ㅋㅋ고퀄영상 감사합니다 ||| 형 구독 딱 대 진짜 영상들 다 정성이 느껴지고 주제에도 맞고 맘에 넘 들자나ㅎㄹㅎ 승승장구해 형 ㅠ ||| 정보가 진짜 꽉꽉 차있네요.. 감탄 그 자체;; ||| 소개해주신 레드소드 재밌게 하고 있습니다! ||| 추천 유튜버분들중에 제대로 된 추천 유튜버네요 최고입니다,게임
fZ8J_4q3bAk,"[스팀 무료 게임 추천?] 초능력 쓰는 서든 어택? 개성 있는 FPS, 라인 오브 사이트 플레이 리뷰!",황금고블린 GoldenGoblin,죽으셨을때 스페이스바 누르시면 빠르게 리스폰가능합니다 ||| 라인 오브 사이트는 너무 안타까운 게임이죠. 홍보를 너무너무 안해서 아는사람들만 아는 게임이라...,게임
OyHq8PiA3ts,오프라인 게임 추천 Top 9! 과금 없이 + 데이터 없이 플레이하자! (모바일 게임 추천),쏘원TV 게임리뷰,"프롤로그 0:01 레이맨 어드벤쳐  9위 0:34 Skull Towers 5252 다시 돌아왔군 정말 대단해!   8위 1:32 Adventure Town  7위 2:25 레이맨 어드밴쳐  6위 3:24 헥소니아  5위 4:22 Hungry Dragon  4위 5:19 제노니아4  3위 6:19 성키우기  2위 7:18 Nonstop Knight  1위 8:29 냥코 대전쟁  잘보고 갑니다!! 구독꾹!! ||| 제노니아 같은 게임.. 에픽하츠, 아니마 진짜 재밌게 했었는데 어느순간 서버 닫고..ㅠㅠ ||| 카이러소프트 시리즈 추천드려요! 네이버에 카이로소프트한글모음 치면 몇개나오지만.... 몇몇개는 링크가 소실되었어요... 그래도 정말 재밌습니다. 일단 한번하면 최소2시간은 나도모르게 날아가요 ||| 다 관심없고 어떤 개념유튜버가 제노니아 썸낼로 올려놔서 들어와봄… 진짜 4도 좋지만 제노니아는 역시 3편이지… 요즘세대가 봐도 인정할만한 그래픽과 심금을 울리는 스토리 완벽한 게임시스템까지 3박자를 고루갖춘 완벽한 갓갓이였다… 아래 댓글이 크로이센도 말했는데 크로이센은 아마 지금도 될거임. 크로이센은 특유의 현질없음이 좋은 rpg지… 핸드폰 고전 rpg임에도 불구하고 각각의 특색있는 12가지 종류의 무기와 직업, 다양한 성장방식과 세분화된 6가지 스탯, 그리고 아직까지 인상깊었던건 인벤토리의 아이템을 합성할 수 있다는것… 장비 두개 합쳐서 희귀 옵션 붙을때 기분이 조진다… 이게 장비만 해당되는게 아니라 다른 잡템들 합성해서 물약만드는것도 가능함… 진짜 이거 보는 사람들 가서 제노니아 3이랑 크로이센 한번만 해보고 와라. 크로이센은 호불호 갈리지만 제노니아 3은 진짜 명작이다… ||| 오늘부터 팬 좋네요 영상 깔끔하시구",게임
QRKoj52-aWw,돈이 아깝지 않은 핫한 유료 게임 Top 10 (모바일 게임 추천) - 오프라인 플레이 가능,쏘원TV 게임리뷰,"0:01 프롤로그 - Battle Chasers  0:27 10위 - 메이즈 큐브 (₩1,100)  1:27  9위 - 레이드 매니저 (₩2,500)  2:24 8위 - 레이튼 교수와 악마의 상자 (₩12,000)  3:17 7위 - 도어 키커스: 액션 스쿼드 (₩4,200)  4:10 6위 - 올모스트 곤 (₩8,500)  5:06 5위 - Bad North (₩6,000)  6:08 4위 - GRIS (₩5,900)  7:01 3위 - The Room Three (₩2,600)  8:05 2위 - 던전 워페어2 (₩6,000)  9:07 1위 - Battle Chasers (₩12,000) ||| 진짜 이런 채널이 있다는게.. 지금은 온라인게임을 하지만, 후에 할 재미있는 게임들을 찾아 헤매지 않아도 된다니 벌써 기쁩니다ㅠㅠ ||| 이리 열심히 하시는데 왜 안뜨실까.....      그래서 친구들에게 알리고 있습니다!! ||| 퍼즐 방탈출 말고 판타지 rpg 장르도 해주세요! ||| 항상 잘보고있습니다 목소리 너무좋아요",게임
qrCoCHeGQmY,손에 다한증 있으면 못하는 병맛게임 - 협동게임 추천 히브 호 Heave Ho 스팀병맛게임,뚜비두밥TV,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오프닝 화음부터 텐션 미쳤네 이번꺼 ||| 퀄리티 좋은데?!?! 떡상하실듯 ||| 구독하고 가용,게임
Szi8my8d7cw,재미있는 유료 게임 추천 Top 8!! (모바일 게임 추천),쏘원TV 게임리뷰,재미있게 보셨다면 구독과 좋아요 부탁드려요! :) 더 좋은 영상 만들겠습니다! ||| 공중파에서 1시쯤에 하는 게임저널프로같은 진행방식이 자연스럽고 익숙하기도 하고 좋네요 ㅎㅎ ||| 6:55 잠깐.. 스파이가 있다! ||| 거지같은 뽑기10번에 3만원넘게 공중분해 하느니몇천원짜리겜 잔뜩사는게 훨이득 ||| 진짜재밌겠다ㅠㅠ 주말에 꼭해볼게요.,게임
s5cwDT0Oq2k,오큘러스 퀘스트 2 개봉기 & VR 게임 추천 / 집에서놀기 oculus quest 2 open review !,아티수트 Artisoot,"보통  VR하시는분들 VR챗을 많이들 하시져... 거기서 외국말이 되면 친구들도 사귀고 ...아바타도 꾸미는방법 찾아서 만들고 오픈월드에 공개된 마음에 드는 아바타도 사용할수있고 가라오케에 가서 노래도 부르고... ||| 아티수트 Artisoot 님 안녕하세요 저는 오늘 주문했어요 오큘러스 퀘스트 2 개봉기 잘 보았어요 게임하시는 모습 보니까 너무 재미있어 보여요 추천하시는 게임 무엇이 있을까요 ||| 재밌어 보이네요! 브알겜 한번도 안해봤는데 언젠가 해보고 싶어요^^ ||| 와 저랑 살아주세요 저기에 있는 커튼이라도 할게요 ,, ||| 저는 한달이 넘었는데 저번주에 스트랩만 왔어요 11월2일에 온데요 ㅠㅠ",게임
WINwqfCnvMU,2020 스팀 여름 할인 게임 추천!  | 아무튼리뷰어즈,아무튼 리뷰어즈,"이번에 소개한 추천 게임 목록 입니다!   1.워킹 데드 시리즈 (The Walking dead) 장르 어드벤처 정가15,000~20,000  할인가 3,800~10,250 할인율50~75% 추천도(상) 링크(https://store.steampowered.com/app/207610/The_Walking_Dead/)   2.DOOM Eternal(둠 이터널) 장르 FPS, 액션 정가 67,000 할인가33,500 할인율 50% 추천도(중) 링크(https://store.steampowered.com/app/782330/DOOM_Eternal/)   3.Sekiro™: Shadows Die Twice(세키로 섀오두 다이 트와이스) 장르 3인칭 액션 어드벤처 정가 59,800 할인가 38,870 할인율 35% 추천도(중) 링크(https://store.steampowered.com/app/814380/Sekiro_Shadows_Die_Twice/)   4.바이오 쇼크시리즈(BioShock)(한글검색가능) 장르 FPS 정가 20,000~32,000 할인가 5,250~8,000 할인율 75% 추천도(상) 링크(https://store.steampowered.com/app/409710/_/)   5.The Witcher 3: Wild Hunt(더 위처 3 와일드 헌트) 장르 3인칭 오픈 월드 액션 RPG 정가 34,800 할인가 10,440 할인율 70% 추천도(상) 링크(https://store.steampowered.com/app/292030/The_Witcher_3_Wild_Hunt/)   6.The Long Dark(더 롱 다크) 장르 생존 정가 31,000 할인가 7,750 할인율 75% 추천도(상) 링크(https://store.steampowered.com/app/305620/The_Long_Dark/)   7. Raft(레프트) 장르 생존 건축 정가 21,000 할인가 14,700 할인율 30% 추천도(하) 링크(https://store.steampowered.com/app/648800/Raft/)   8.Darkest Dungeon(다키스트 던전) 장르 롤플레잉, 전략 정가 27,000 할인가 6,750 할인율 75% 추천도(상) 링크(https://store.steampowered.com/app/262060/Darkest_Dungeon/)   9.Skul: The Hero Slayer(스컬) 장르 로그라이트, 플랫포머 정가 19,000 할인가 13,300 할인율 30% 추천도(하) 링크(https://store.steampowered.com/app/1147560/Skul_The_Hero_Slayer/)   10.Don't Starve Together(돈 스타브 투게더) 장르 생존 어드벤처 정가 15,500 할인가 5,270 할인율 66% 추천도(상) 링크(https://store.steampowered.com/app/322330/Dont_Starve_Together/)   11.Human: Fall Flat(휴먼 폴 플랫) 장르 어드벤처, 인디 정가 16,000 할인가 6,400 할인율 60% 추천도(하) 같이 할 친구 있을시 추천도(상)  링크(https://store.steampowered.com/app/477160/Human_Fall_Flat/)   12.Slay the Spire(슬레이 더 스파이어) 장르 덱 빌딩, 전략, 로그라이크 정가 26,000 할인가 13,000 할인율 50% 추천도(상) 링크(https://store.steampowered.com/app/646570/Slay_the_Spire/)   13.To the Moon(투더문) 장르 어드벤처, 인디게임 정가 10,500 할인가 2,620 할인율 75% 추천도(상) 링크(https://store.steampowered.com/app/206440/To_the_Moon/)   14.The Crew 2(더 크루 2) 장르 오픈 월드 레이싱 정가 55,000 할인가 13,750 할인율 75% 추천도(중) 링크(https://store.steampowered.com/app/646910/The_Crew_2/)   15.Assetto Corsa Competizione(아세토 코르사 콤페티치오네) 장르 시뮬레이션 게임, 레이싱 게임 정가 43,000 할인가 25,800 할인율 40% 추천도(하), 장비 있을시(중) 링크(https://store.steampowered.com/app/805550/Assetto_Corsa_Competizione/)   16.Steep(스팁) 장르 익스트림 스포츠 정가 33,000 할인가 8,250 할인율 75% 추천도(중) 링크(https://store.steampowered.com/app/460920/Steep/)   17.플래닛 코스터(Planet Coaster) (한글검색 가능) 장르 건설 경영 시뮬레이션 정가 48,750 할인가 12,190 할인율 75% 추천도(상) 링크(https://store.steampowered.com/app/493340/_/)   18.Stardew Valley(스타듀 벨리) 장르 롤플레잉, 시뮬레이션 정가 16,000 할인가 9,600 할인율 40% 추천도(상) 링크(https://store.steampowered.com/app/413150/Stardew_Valley/)   19.The Witness(더 위트니스) 장르 어드벤처 퍼즐 정가 43,000 할인가 9,890 할인율 77% 추천도(중) 링크(https://store.steampowered.com/app/210970/The_Witness/)   20.포탈 시리즈 (portal, poral2) 장르 1인칭 퍼즐 플랫포머 정가 1,0500 할인가 2,100 할인율 80% 추천도(상) 링크(https://store.steampowered.com/app/400/Portal/) ||| 영상 감사합니다~ㅋㅋ ||| ㅠㅠ죄송합니다 꼬박꼬박챙겨보려했는데 로불록스 하느라 못했어요 ㅠㅠㅠ 진실&거짓 댓글달고 자세히 보기눌러주세요                  이답글은 99.999999999999999999999999999999999999999999999999999999999999999991%로 거짓을 말했을것이다",게임
26-Ps5kFB7k,스팀 시뮬레이션 의학게임 추천!,슈퍼플레이어,,게임
2dgSAqN-hxI,무료 스팀게임 추천-4편 끝도 없이 계속 나오는구나!,삐로,"덕분에 게임 하나 건졌네요 감사합니다 ||| 건전한 자유무료게임은 없는건가요? 배틀이 아닌 친구와 건전하게 집짓고,미션달성하는 게임말이예요. 마치 마인크래프트나 레프트같은 건설게임과 GTA나 슬리핑독스처럼 미션달성하며 자유롭게 플레이할수있는 게임이요. ||| 영상 마지막에 쓰인 게임영상은 무슨게임인가요? ||| 0:08에 나오는 게임은 뭐예요? 알려주세요 ||| 감사합니다~",게임
