url,title,channel_name,comment, label
QS8e58KYBPw,주말에 시작/복귀하기 좋은 모바일게임 추천 - 연휴에 하나 잡고 즐겨볼까요?,삐로,발라트로랑 에버소울이 끌리네요! 추석연휴 잘 보내세요! 😊 ||| 믿고 보는 삐하 이 만큼 잘 추천해주는 유튜버는 없다 ||| 삐하삐하!!! 곰돌이 즐거운 명절 보내!!!!! ||| 삐하!! ||| 삐하~ 낼부터 추석당일 인데 연휴 잘 보내세용^^ 그리구 삐로님 영상 보면서 재밌는 게임들 다시 한번 하면서 도움이 많이 되구 있어용😊 항상 영상 잘보구 있어요🎉,게임
hoSxMjjMPYE,5년의 기다림은 이제 끝! 기다렸던 대작 오픈월드가 온다... 10월 신작 게임 총정리,집마 홀릭,따로 인사 드리겠지만 어느덧 추석이 코앞까지 왔네요ㅎㅎ  요새 날씨도 쌀쌀해지고 있는데 구독자분들 모두 건강 조심하시고 즐겁고 행복 가득한 한가위 되세요! ||| 여러 게임기마다 가지고 있었던 수많은 독점들이 스팀으로 나오고 멀티 유저로 나오면서 요즘은 겜마님께서 소개한 pc에 몰리는 추세입니다. 겜마님 GREAT !! * 다가오는 추석 연휴 좋은 시간 되세요~ ||| 9:34 ㅁ..... 멈춰!!! 지금 뭘 고른거야!!!!!! ||| 항상 잘 보고 있습니다 집마님도 즐겁고 행복한 한가위 되시길 바랍니다 ||| 좋은 영상 감사합니다 드래곤퀘스트 재밌을거 같네요,게임
MfoGDCJuhI0,"꿀잼 게임 많다! 국산 게임부터 AAA 게임들까지 평가 전부 좋은 게 대박임. 스팀 신작, 무료 게임 추천",시넌쓰,평소랑 발성이 다르다 싶었는데 역시 감기걸리셨군요 빨리 쾌유하시기 바랍니다 ||| 감기 조심✌️😷✌️ ||| 오늘 발성이 다른듯. 얼른 쾌차하시길 ||| 감기조심! ||| 어쩐지 다르드라 언능 나으십쇼👌,게임
QqHAAwMJHhk,테이프공을 크게 만들며 달려요! Circle Up Game,랄라TV,두번만에 깨버리는 랄라님 대단해요 ||| 랄라 오늘도 재미있어요 🤍❤💛🧡💚💗💜💙 ||| 힝ㅠㅠ 또 느젔셩ㅠㅠ 18분 전... 언니 다음메는 dye hard 게임 해주새요ㅠㅠ 4번째에요ㅠ   오늘도 진짜 재밌었어요♡♡  항상 아자 아자 파이팅!! ||| 너무 재밌어 요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 너무너무 재밌네요 사랑해용 랄라언니,게임
AUyqUJE780w,지금까지 출시한 게임들 중 2025년 고티는 무엇!? 전세계 게이머가 선정한 고티 후보 TOP 10!,게임잡지 GTOPIA,"최근 호평 받고 있는 하늘의 궤적, 고스트 오브 요테이, 디지몬은 아직 리스트에 없네요.. ||| 33원정대는 제 게임인생 중에서도 특별한 경험.. 게임이라는 종합예술이 보여줄 수있는 한차원 위의 성취였음 ||| 33이 못받으면 게임평론 끝난거로봐야함 이미 나올만한 장르들 다나와서 33이 둠이나 바하4, gta마냥 엄청나게 새로운게임은 아니지만 올해 유일하게 또다른 방향성을 제시한게임이기 때문에 무조건 고티가맞음 앞으로 분명히 33에 영감 받은 알피지 겜들 많이 나올것임 ||| 스플릿픽션은 최소사양이 너무 높음. 무려 친구가 필요하다니.. ||| 올해는 33 확정이라 봐야 할듯. 게임성 아트 ost 이런거에 더해서 최적화와 착한 가격에 충분한 플레이 타임과 파고들기 요소까지 아쉬운점이 하나도 없는 게임이었슴.",게임
Mu2xvzW_cms,나의 은밀한 취미 #공포게임 #백룸,껌꾸,"Ai 진짜 잘쓰셔 딱봐도 손이,,, ||| ㅋㅋㅋㅋㅋㅋ오잉? 뱀이가 짜그라졌네? ||| 형님  그런 취미가 ㅎㄷㄷ😅😅❤❤ 진짜가요 ㅎㅎ ||| 그와중에난 머리흔드 는게제일웃겨 ㅋㅋ ||| 소리가 바삭바삭(?)한 게 중독성 있네요 ㅋㅋ",게임
4s3yNz3Vmdw,[모바일게임] 꿈틀이젤리와 곰젤리를 합치면? Gummy Worm Go!,랄라TV,"오오❤!!!!  오늘의 게임은 모바일게임 Gummy worm Go! 랄라💗님 오늘도 사랑스러워요💞 늦었네요😭 영상 감사합니다😻 전 ""좋아요"" 누르고 가고💕,오늘도 좋은 하루 보내세요💖😊 ||| 랄라 오늘도 재미있어요 ||| ❤ ||| 지렁이젤리가 나오니까 젤리먹고 싶다😢 ||| 랄라오늘도재미있어요",게임
MQbpExJAwAY,요즘 할 게임이 없는 이유,악동 김블루,"사실 게임 직접하는것보다 게임 방송이나 유튜브 보는게 더 간편한 방법이라 점점 실제 게임시간이 줄어드는 영향도 있는듯 ||| 새벽에 깨서 몰폰히다가 이게 웬 떡이야 ||| 지금 우리가 pc방가고 어르신들이 바둑,장기 두듯이 50년 지나면 그때 젊은이들은  vr기기로 소아온하고 우리는 롤,서든,피파할거 같음 ||| 이런 분석이 있다고 합니다 원래는 거의 싱글류 게임이 있고 멀티류 게임이 많이 없던 시절에는 대다수의 게임이 일회성 수준이니 하나 끝내면 다음거로 넘어가고 하면서 사람들이 게임을 했는데 온라인 게임이 나오고 대중화 되면서 기존에 싱글 게임을 즐기던 이들도 온라인 게임 하나만 잡고 있어도 싱글 게임쪽의 평가가 애매한 것들 뿐이면 그냥 기존에 하던 온라인 게임으로 돌아가게 되고, 개발사들은 안 그래도 개발비는 올라가는데 유저들은 오히려 미묘하다 싶으면 신작을 안사고 하던 것만 하게되니 안전한 선택을 해서 게임의 종류가 한정되게 되죠. 실제로 이전에는 메타 한 70점대도 사람들이 그냥 했는데 요즘은 80점대도 사람들이 고민하는 수준이니... 그렇다고 저예산으로 만들기엔 인디 게임이 많아져서 대기업에게 저예산의 메리트가 없는게... 오죽하면 양형들은 현재 게임 시장을(온라인 제외) AAA or Indie라고 할까요... ||| 도대체 왜 서든은 아직도 자리를 유지하고 있는가...",게임
QwQnskHnoWg,[성세천하: 여제의 탄생] 궁녀에서 왕후가 되어보자! 몰입력 최강 사극게임👑 (※시간순삭) (Road To Empress),옥냥이 RoofTopCAT,"안녕하세요 5:15:00 부터 유튜브에서 인코딩이 잘못되어 간헐적으로 끊기니 화질을 480p로 내리시거나, 살짝씩 바를 넘기면서 시청해주시면 감사하겠습니다! 다들 행복하고 건강한 하루 보내시고 즐감하세요 d^_^b ||| 다같이 병원 대기실에서 드라마본 기분ㅋㅋㅋㅋㅋㅋㅋ ||| *어째 여주보다 이태한테 더 설레이시는 거 같음* ||| 온갖 중국 고장극 많이 본 사람인데 이게 드라마보다 훨씬 나음 ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 레전드 미모자랑 게임,, 한 명도 빠짐없이 다들 예쁘고 잘생김ㅜㅜㅜㅜㅜㅜ ||| 이 게임 2탄에 이태랑 완전히 이어지는 루트도 나온다네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 원래라면 진왕루트 땅땅인데 이태 미친매력이라 따로 루트 만들어주는게 제작사 감다살 미침",게임
jo13504_u9A,발매한지 한 달도 안 돼서 특이점이 와버린 게임 모드,갓뮤즈 GodMUSE,수많은 젬마 관련 모드를 봤지만 이건 에반데ㅋㅋㅋ     + 모드 영상 원본 출처 채널 - MELOO ||| 제작자 진심 도른자인가.. ||| 너무 쓸데없이 퀄리티가 좋네;; ||| 두번다시는 내 쇼츠에 나오지 마시오 경고요 ||| 이런 건 세상에 존재해선 안 된다.. 하지만 내가 알아버렸다면 모두가 알아야 한다..,게임
mbSHY70bdQM,한 글자로 미국에 신고당한 한국 중소기업 게임,하겜톡,"🎮게임명: 트릭컬(리바이브)  게임에서 표기한 대표가 집을 팔았다는 발언은 정확히는 담보 대출을 맡겨놓은 상황이며, 인터뷰 상으로는 ”올해에는 꼭 되찾는게 목표“라고 했자고하네요 😢 ||| 대표 집문서가 담겨있다는 그  전설의 게임인가 ||| GLOBAL이 아니라 GLO'BOL' ㅋㅋㅋㅋㅋ 볼따구에 미쳐버린 😂 ||| 에피드라는 이름 듣고 에픽 게임즈 연상하는 사람이 얼마나 있다고... ||| Q&A 하다가 물대포 맞고 인간대포 되어서 수영장에 빠져본 적도 없는 것들이 ㅋㅋㅋㅋㅋㅋ",게임
CJFK_bpjKjo,브레인롯 훔치기에서 역대급 신규 의자 미니게임이 출시했습니다!,싸모스,"안녕하세요. 모스님 저는 모스님의 한 시청자 입니다. 제가 모스님이 채널을 시작하기 전에도 발로채널도 엄청   좋아했는데 이게 왠걸? 모스님이 로블을 시작했네? 로블을 좋아하는 저로써 제가 좋아하는 방송인이 내가 좋아하는 게임을 시작하니까 너무 기뻤습니다. 근데 라이벌 생방송을 하고 계시길레 열쇠번들을 한개 선물해 드렸는데 친추를 해주셔서 너무 감사하고 행복해서 모스님이 브래인롯 을 시작했을때 라그란데 2마리를 드렸었습니다.  그런데  몇일전에 모스님이 방송 하는줄도 모르고 모스님 브섭을 들어갔는데 들어가자마자 차단을 당했습니다. 비싼 브래인롯도 많고 복근님이랑 촬영 하는것 같아서 바로 나가려 하자마자 차단을 당한것 입니다. 진짜 정말 실례가 안된다면 모스님 브섭엔 얼굴도 안내밀태니 다시 친추를 해주시면 안될까 하고 댓글을 남기겠습니다.... 제발 읽어주시길...  모스님 진짜 죄송한데 친추도 안왔고 아직 차단도 안풀려서 그런데 닉네임이 geon1100 이거든요? 근데 친추 해주실건지 안해주실건지 혼동이 와서 확실하게 말해 주실수 있나요? ||| 안녕하세요 모스님 모스님의 104번째 구독자입니다.그때 오일라캣도 귀여웠는데 혹시 그 아바타1번만 해주실수있나요 정말 귀여워서ㅋㅋ ||| 저 의자 의식은 해외에서하는 놀이인데,한명이 노래를틀면 나머지참가자들은 의자주변을돌고,노래가꺼지면 다들 의자에앉아야하는데 못앉은사람은 탈락하고 점점 의자가 하나씩줄어드는 방식의 게임입니다. ||| 모스님 이벤할때 제가 생각없이 중간에 브레인롯 나가는곳 봤는데 로스의자가 있었는뎅 레일 밖에있었거든요 이거 특성 제작자가 킬때 로스의자 나오는 버그있었나봐요 근데 아쉽게 놓침 ㅜㅜㅜㅜ ||| 이 형은 진짜 의자랑 원수가 맞다",게임
OFOySerDDps,[모바일게임] 무지개 레이어로 장난감을 만들어요! Layer Man,랄라TV,"Wow great 😍😍😍 ||| 안녕하세요 우리 둘째가 지금 5살인데 랄라티비를 너무 좋아합니다 🥰 매일 ""안녕하세요 랄라에요! 오늘의 게임은 어쩌고""하면서 놀이를 합니다 ㅋㅋㅋ 법먹을 때도 오늘은 법먹는 게임을 해볼거예요 하면서 랄라님의 말투까지 똑같이 하는 광팬이랍니다 다른 게임 영상들에선 소리 지리거나 과격한 언어가 나오기도 하고 너무 난폭한 게임이 나와서  늘 아이가 게임 영상 찾아볼때면  항상 맘졸였는데 랄라님의 방송에선 이쁜 말과 귀여운 게임 영상들로 아이가 하루 중 딱 한시간 핸드폰 할수있는 시간에 항상 랄라님 영상으로 행복해 한답니다ㅎㅎ 항상 응원하고 우리 아이가 행복해하는 이쁜 영상 항상 감사합니다❤️😊 ||| 와! 영어도잘하고 말투가 귀여운 랄라조앙💓💓 ||| 랄라 TV꿀잼😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊우와 정말 대단하네요 😊😊😊😊😊😊😊😊😊😊😊 ||| 오오😂😂😂😂",게임
RSaf-GofQCA,게임 펀딩 먹튀 이대로 괜찮은가?,지존조세,"그나저나 저 카렌이란 주인공은 그럼 또 또 어른의 사정으로 버려진 셈이네.. ㅋㅋㅋ; ||| 지금 인디게임 만들고있는지라 참 마음이 아픈 소식이네요.... 이런식이면 정말 힘들게 게임만들고있는 소규모팀은 더더욱 투자받기 힘들텐데.... ||| 17만원 상품 후원한 후원자 입니다. 진짜 할 말 많은데 하... ||| 여기서 불쌍한 사람중 하나가 손석호 PD... 사비로 환불해주다가 사람들이 회사의 돈을 받고싶은거지 개인의 돈은 받기 싫다는 여론이 커서 나중에 철회하고, 글들보면 멘탈 거의 나간거 같았음. ||| 후원을 해주었는데... 어느날 전쟁이 터지고, 후원한 제작사의 개발진 32명 중 21명이 징집되어 전선으로 보내지고 나머지 11명은 국경을 탈출하고 인접 국가에서 마지막 글을 쓰고 깜깜 무소식",게임
qB6yrIy1zpw,식물과 브레인롯이 싸우는 게임인데 푸딩몰카에 당해버림 ㅋㅋㅋㅋㅋ (로블록스 식물 vs 브레인롯),집사TV,거대운 좋은 또이😂❤ ||| 나중에 한번 해봐야 겠네요~ 오늘도 재밌는 영상 감사드립니다ㅎㅎ 작은 돈이지만 영상 촬영에 도움이 되길⭐ ||| 8초전 좋아요 조회수 0?  감히 고정가능할까요?  [5:00부터6:00까지 재밌는구간 다시보기] 5:14 나쁜 집사 5:29 또 소가 나온다 [숏츠에 비밀] 6:03숏츠 대왕 빤짝이 멜님 [불쌍한 집사 모음 7:04 집사 놀리는 멜 9:01 비교되는 집사 10:45 머더에 기억이 ||| 99일 밤 생존 전망대에서 살아남기 해주세요오!! 구독 조아요 했구 1트지만 가능 하면 좋겠네요.. 집사님 화이팅❤ ||| 좋아요0개받으면 아무한테도 고백안함   님들 고백한다는 내용없습니다 그리고 애초에 고백못합니다 왜인지 아십니까? 썸녀랑깨졌는데요......,게임
KrlzGKyCzLw,"리뷰 145개중 144개가 극찬인 ""파리게임"" 다운 받아봤습니다",혜안,"도저히 여러분이 보고 싶은 관계로 오늘 휴가 중 특별 영상입니다.  맛있게 드시고, 댓글 다시면 하트 드립니다. 평소에 안 다셨던 분들도 받아가세요♥ ||| 몰라형 입니다, 감사합니다 ||| 35:03  Time Flies = 시간은 날아가듯 빠르다 / Flies = 파리  시간은 날아가듯 빠르게 지나가기에 소중히 살아야 한다는 교훈을 주는 게임이네요 파리의 삶으로 표현한 것이 독특하고 재미있어요! ||| 13:41 start a revolution은 직역하면 ‘혁명을 시작하기’ 이지만 Revolution에는 회전이라는 뜻도 있답니다. RPM의 R도 Revolution의 약자죠 ||| 게임 중간중간 숨겨놓은 디테일이 참 많은데 타이머에 쫒겨서 무시하고 버킷리스트에만 집중하게 되는게 마치 바쁘게 살아가느라 근처에 있는 아름다움을 못보고 지나치는 현대인들의 삶을 나타내는 것 같아서 더 뭉클하네요",게임
D_HzXHeGgVY,숟가락으로 땅파서 감옥 탈출하는 게임,우주하마,"생방 다시보기 보고 왔는데 경비원 오기 1~2초전에 원상복구 시키는거 스릴 넘쳤는뎈ㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋ 마지막 생방으로 보면 개웃김ㅋㄱㅋㄱㅋㄱㅋㄱ ||| 우주하마 진짜 이런 겜 잘 어울리는 것 같다,,,넘 재밌구 맨날 이런겜만 해줬으먄ㅜㅜㅜㅜㅜ꿀잼ㅎ ||| 생방으로 봤었는데 교도관 올 시간 다돼서 아슬아슬하게 정리하는거 진짜 스릴넘쳤는데ㅋㅋ 근데 게임 끝날때 나가는 구멍 못찾아서 빡종했던거 개웃겼음ㅋㅋ 25:57 입술 움직이는거 졸귀ㅋㅋ ||| 흙도 그냥 스무스하게 내려가고 ㅋㅋㅋㅋ변기 성능이 어마무시하다 ㅋㅋㅋㅋㅋ ||| 할거 다 끝내고 물건놓으면 되는거 아니냐구 ㅋㅋㅋㅋ큐ㅠㅠㅠ",게임
