url,title,channel_name,comment,category
6nO9nDkit9Q,가성비로 승부한다! 만원도 안되는 PS4  한국어 덤핑 게임들 소개!!! PART.1[Game Contents],록키장의 게임TV,"04:00 전투를 버리는(X) -> 전투를 벌이는(ㅇ) 입니다 ㅠㅠ 당연한건데 자꾸 실수하게 되네요! 죄송합니다! 04:35 (음성)시네마현 -> 시마네현 / 진짜 저 노답이네요..ㅠㅠ 영상과 관계없지만 현재 스팀에서 포 아너(for honor) 스타터 팩이 무료로 풀렸습니다! 끝나기 전에 받으세요 언능! https://store.steampowered.com/app/304390/FOR_HONOR/ 저도 커뮤니티 기능이 있으면 할인정보 드리고 싶다!!! ||| 재미있어 보이는 게임들이 많네요!! 친절한 설명 쵝오♥ ||| 와 유튜브하면서 댓글 처음 달아보는데 진짜 한번도 본 적 없는 주제네요. 제가 못 봤던 걸지도 모르지만, 컨텐츠 만들기 위해 얼마나 고민하시는지 잘 알 수 있는 부분 같아요. 꼭 잘 되셨으면 좋겠습니다 ㅠㅠ 앞으로도 꼭 챙겨보겠습니다:) ||| 다른 컨텐츠 기획하시더라도 이 컨텐츠는 시리즈로 계속 이어갔으면 좋겠습니다. 정말 궁금했던 소재였거든요. 덤핑된 게임들이 많다는건 알지만 다 사서 즐길 여건도 충분치 않았거든요. 이 영상보니 해볼게임 안해볼 게임 미리 알게되는것 같아 구매에 도움이 많이 됩니다 ||| 오늘도 영상 감사합니다 나중에 PS4 게임 알아볼때 참고하면서 봐보도록 할게요",게임
Nh5lAkS7ZDM,2만원도 안되는 PSvita 한국어 덤핑 게임들 소개!!! PART.1[Game Contents],록키장의 게임TV,- 죽을 죄를 지었습니다.ㅠㅠ 저작권 수정했는데 또 다른 게 생겨서 수정하였습니다!! 저를 죽여주세요ㅠㅠ - 구입방법은 www.danawa.co.kr 에 들어가셔서 해당 타이틀 제목 검색 후 낮은 가격순으로 정렬 후 검색제외 에서 중고 체크 해주시면 됩니다! <저작권 문제로 사진으로 나온 영상들> - 학전도시 애스터리스크 패스타 봉화현란: https://www.youtube.com/watch?v=l18TU6QwsE4 - 기동전사 건담 익스트림 버서스 포스: https://www.youtube.com/watch?v=i6bpkrpFVcQ - 건담 브레이커 3: https://www.youtube.com/watch?v=CqRm6DCvU5g - 원피스 버닝 블러드: https://www.youtube.com/watch?v=BcaZQB-ySgg <PS4 영상이라 비타만 보시고 싶은 분들> - 진격의 거인1: https://www.youtube.com/watch?v=Zl3NLRFb_1Y&has_verified=1 ||| 오 최고!!!!! 이것도 필요한 영상👍 ||| 너무너무 잘봤습니다 2부도 기대 할께요 ㅎㅎ ||| 건담브레이크3는 지적하신 문제점이 보완되어 꽤 괜찮은 게임이 되었습니다.(특히 뉴건담브레이커가 나오고 나서는요) ps4판도 마찬가지고요. 다만 제대로 하려면 dlc판 포함인 브레이커에디션을 구매하는 편이 더 좋습니다. ||| 오오~~ 점점 영상이 처음에 비해서 깔끔 하시고 발성도 좋아진거 같아요 ~~ ㅋㅋ 항상 재미있게 보고 갑니다 ㅋㅋ 초보 유튜버인 저같은 경우 댓글 하나하나에 힘이 되는데 록키장님의 격려의 댓들로 더욱 화이팅 하고 있습니다 ^^,게임
QlHWRyE2C1g,스팀 공포 게임 [어몽 더 슬립] 1화 (*공포주의*) 두살짜리 아기가 되어버렸어요!! 곰돌이와 함께 엄마를 찾아야해요!! 엄마!! 어딨어!! 간단 리뷰 & 플레이 영상,돼지저금통,"돼지저금통님 오늘은 좀 무서운공포 게임이네요   아푸로도  잘 만들어주세요 그리고 곰돌이 인형 너무너무  귀여워요 ||| 2판있어요?3판?4판?아니예요?재밌네요...!저...동영상을 찍었는데,좋아요가...없어요...!ㅠ.ㅠ ||| 실버버튼축하해요.와~~~~~~~~~~~~~~~~~~~~~~~~~%~~~~~~~~~~~~#~##~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~            축하해요 ||| 와..아직도 재미있네...🎉🎉 ||| 곰돌곰돌 '돼지 저금통님 목소리 뭔가 귀여우셔😄'",게임
xB1W5SyRvVA,치사한 다리 건너기 게임(마인크래프트 : 마플 릴레이(치사한 게임)),마플 마인크래프트 채널,추억돋네.. 이 컨텐츠 다시 해주셨으면 좋겠네요 ||| 내 어린시절… 너무좋아 ||| 5:09  1년이 지나도 이건 아직도 궁굼해 ||| 이때가 레전드.... ||| 2년이 지나도 이영상은 레전드네 하세요 컨텐츠도 그립고 치사한 게임 시리즈도 그립다,게임
iIPQWOOXCgY,이 게임 하다가 빡쳐서 컴퓨터 부실뻔 했습니다 (Golfing Over),김재원의 즐거운 세상,총쏘는소리 짤에서 나는소린줄알았는데 키보드치는 소리였네ㅋㅋㅋ ||| 4:25 편집 개오지네 ㅋㅋㅋㅋㅋ ||| 겁나 힘들어하길래 오래걸린줄 알았더니 1시간 20분컷이네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ재능충 ㅇㅈ합니다 ||| 2:22날강두 불편 ||| 요정 cg인줄,게임
YOU5hk1X6pg,[야너보]슬리핑퀸즈_보드게임_기억력전략보드게임_Devall,DEV ALL 보드게임,영상중 설명에러가 있어서 댓글남깁니다. 1. 광대카드 설명인데요 오픈한 카드가 파워카드일 경우 파워카드를 갖고 차례를 한번 더 갖습니다 2. 광대카드를 사용하고 카드를 오픈했을때 숫자일 경우 왼쪽사람부터가 아닌 광대카드를 냈던 사람부터 숫자를 셉니다 . 오류설명이 많았네요 죄송합니다 더 신경써서 할 수 있도록 하겠습니다 ||| 알려 줘서 잘 할 수 있겠어요😮🎉❤ ||| 저도 할 수 있겠어요😊 ||| 이해가 쏙쏙 되네요 감사합니다! ||| 쉬운설명 감사합니다,게임
QBiakB2uk6w,[스피릿위시] 팀플레이 불변의 법칙_세로ver.,넥슨 YouTube,신세경이 광고해도 안한다 돈슨.. 비즈니스맨들이 무슨 게임을 만들어 ㄷ ㄷ ||| 신세경 사랑해오 ||| 목소리 달달혀 ||| 돈슨... ||| 트리 오브 세이비어 인가? 그거랑 다른게 뭐냐,게임
ckd5Au7lryE,[야너보]노터치 크라켄_보드게임_ 블러핑전략보드게임_Devall,DEV ALL 보드게임,보드게임 카페에서 오랫동안 일한 알바생입니다. 게임을 설명서로 이해하기에는 한계가 있기에 영상을 찾아보곤 해요. 그중 제일 좋아하는분은 혜림님이에요>< 어려운 부분은 반복 설명 해주시는 등 자세해서 이해가 팍팍 되어요. 좋은 영상 감사합니다 다른것도 잘 보고있어요. 데브올 화이팅 :D ||| 쉬운 설명 감사합니다~ ||| 설명 좋은데 배경음악 볼륨이 너무커요 ||| 어제 5명이서 했는데 마지막라운드에서 한명이 크라켄이랑 보물상자 둘다 한장씩들고 있어서 너무 쫄깃했어요ㅋㅋㅋ  보물상자 4개 찾고 마지막 한개남은거였는데ㅎㅎ 확률이 반반이라서ㅋㅋㅋ 결국 크라켄을 뽑아서 선원이 지고 스켈레톤팀이 이겼답니다ㅎㅎ  간단하지만 재밌는 게임이에요~~ ||| 아마 제가알기론  라운드제한이있는걸로잇는데 맞나요?  각자 1장씩 내려놓는상황은 안나오고 늘 2장내려놓는 라운드가 마지막 라운드로 알고있었는데..  4인기준이면 총 20장으로 4장카운트 다음라운드니까 4라운드이런씩?,게임
teycHmgz5zY,최악의 게임 주변기기 TOP5,청원이,그래도 이런 시행착오가 있었기에 게임기기가 여기까지 발전한게 아닌가 싶네요  아타리쇼크도 알면 더 재밌어요! ||| AVGN 시청자라면 알수있는 인류의 실수라고 불리는 기기들이죠 ||| 오늘도 재밌는 영상 감사합니다! ||| ROB는 오히려 '장난감'으로서도 '게임 주변기기'로서도 대성공한 아이템이죠. 주변기기가 게임기를 먹여 살리는것도 모자라 게임에 대한 인식자체를 바꾼 그야말로 아타리쇼크의 반면교사 같은 기기 입니다. 즉 게임의 ㄱ자도 못꺼내는 사실상 미국시장에서만 한정되었기 때문에 현제 시점에서 전세계 판매량으로 기준하면 실패한걸로 보이는것 뿐이지 실제로는 아니었죠 ||| 언제나 신선한 재미들 잘보고가요!,게임
VTGaCC3M0dY,표창키우기2 소개영상,Mouse Duck,안녕하세요! 표창키우기2  11차 입니다! FPS유튜버라 총게임만 했었는데 이런 방치형 게임이 있었다니! 너무 재미있습니다. 앞으로 과금도 조금씩 하면서 재미있게 플레이 하겠습니다. 감사합니다! ||| 재밋습니다! 아기자기한 스킨들과 좀더멋있어 져간는 표창들 이겜은 갓겜! 입니다! ||| 1등이닷 ||| 좋아요누르로감니다 ||| 재및다,게임
HgFI7-6cStA,살면서 이런게임 처음해봅니다 (야생동물 스포츠의 날),김재원의 즐거운 세상,트램펄린 중에 총 동물 6마리있어야되는데 5마리밖에 안보임. 근데 그중 얼룩말이 없는데 트램펄린 이 얼룩말 가죽이네...? ||| 3:27 걷는거 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 심사위원들 다 동시에 빵점 드는거 진심 너무웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 4:25 ㅆㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뒤엔 간신 지렁잌ㅋㅋㅋㅋ ||| ㅋㅋㅋㄱㅋㅋㄱ춤추는거ㅋㅋㅋㅋ왤케 다 병맛이야,게임
N4iGib4Gkjk,*마크판* 엄마가 게임을 또.. 숨겼다!🎮 - 마인크래프트 - [잠뜰],잠뜰 TV,"반응이 엄청났던 엄마는 게임을 숨겼다! 이번엔 또 다른 상황들로 찾아왔습니다~♥ 재밌게 보셨다면 좋아요, 구독하기 꾸욱! ||| 이게 벌써 4년 전이라니..진짜 추억이다. 학교 마치고 돌아와서 올라오는 영상 틀고 선풍기 바람 쐬면서 이불속에 누워서 보던 제 모습이 새록새록하네요.. 벌써 이렇게 큰 대형 유튜버라닝.. ||| 0:29 에서 이제 랩시작 ||| 2025년에 보는 사람? ||| 0:29ㅋㅋㅋ드디어 시작된  엄마의 잔소리 랩!ㅋㅋ 그래서 귀에서 피가나지~^^",게임
Nx6w5ueLIo4,패미콤의 성능을 초월한 게임 TOP 10!,꿀딴지곰,"갠적으로 유툽은 추억여행용으로 보는데  겜좋아하는 쟤겐 단지곰님은 진짜 으뜸 ㅋㅋ 20년대 영상들부터 많이 봐왔지만 이땐 목소리가 진짜 애기애기하신듯 ㅋㅋ 요즘 코로나땜시 혼술하면서 자주보는데.. 조인전대 제트맨 나올때..... 진짜 심장이 뛰고 눈물날거같은.. 당시 현대컴보이 팩으로 했던겜들 볼때마다 추억돋아 감사합니다.ㅋㅋ 영상보고싶은 겜 넘 많은데 그냥 기다려 보렵니다^^ ||| 흥미로운 컨텐츠로 동영상 플레이타임도 적절하게 잘 뽑으셨네요. 앞으로 이런 컨텐츠 자주 부탁드립니다. ||| 별의 카비가 있을줄 알았는데 없군요 ㅎㅎ 대신 처음보는 게임들 많이 알아가서 좋네요. 참, 사운드칩 장착한 게임얘기가 나오니까 코나미에서 만든 RPG게임, 라그랑쥬 포인트가 떠오르더군요 게임 처음켜고 첫 전투하는데 소리듣고 깜짝 놀랐던 기억이 나네요. 또 고에몽도 전투에서 적,아군캐릭터가 공격하거나 피격당하는걸보고 놀랐었죠. 파판이랑 드퀘는 안움직이고 공격할때 깜빡이기만했는데 기술이 많이 발전했구나 싶었던 아련한 기억이... 간만에 패미콤 게임 보니까 좋군요 구독하고 갑니다 ^^ ||| 전설의 시작인가요??  ㅎ 잘봤습니다 ||| 배트맨 게임은 진짜 메가드라이브용이 BGM이나 게임이나 최고였던거 같음. 영상 감사합니다",게임
ODnEzoekIC0,게임은 장비빨,JinguStudio,게임은 장비빨이 이렇게 어려운게임이었나 99강 되니까 피가 ㄷ ||| 노트9는서버점검중이라고뜨네요 ||| 쿠폰좀,게임
Yivlchq7Ph8,[야너보]다빈치코드_보드게임_숫자추리보드게임_Devall,DEV ALL 보드게임,규칙을  다시  알았네요  ㅎ ㅎ 감사합니다 🤗 ||| 이 영상 덕분에  이해할수 있었어요  감사해요 ||| 👍 ||| 남은큐브는 언제 가져오는건가요? 서로 맞춘 다음에 가져오는건가요? ||| 제가 아는 다빈치 코드와는 규칙이 조금 많네요...;;그런 규칙이 있다는건 몰랐어요.내이루애들한테ㅜ말해줘야겠뜸...!,게임
k5x7M3b1SDA,듀얼링크스 새로운 자폭 스킬파밍덱(Duel links new Skill farm deck - self destruct),Kyle_TPE,저걸 쓰면 상대 어리둥절해 한닼.ㅋㅋ ||| 크다. 아 당연히 가슴 (씀씀)이 크다는겁니다. 오해하지는 마십시오. ||| 듀얼 링크스 원래 이렇게 오류 잘 뜨나요??? 상대방이 안보이네요 ㅎㅎ ||| 진짜 자폭덱이네 ||| 대역전 퀴즈도 같이 섞어 돌리면 가끔씩 이기면서 패작가능,게임
wWmO4ci1LNU,엔씨소프트 게임 OST 명곡 | 엔씨소프트(NCSOFT),엔씨소프트,엔씨에서 사운드팀이랑 일러스트팀은 ㅇㅈ이지 ㅋㅋ ||| Nice Job NCSOFT !!!! ||| lost / new lineage.........,게임
oLa5CGYjUI0,20년전 게임기.. 게임보이를 소개합니다 ㅋㅋㅋ 닌텐도 스위치랑 비교해봄 ㄷㄷ,빅민 TV,크 다들 추억에 빠져보아요 ||| 1:11 존멋 ㄷㄷ ||| 1:12 1초 마동석 ||| 2:06 다소곤하게 게임을 접은 사람은 처음본다 ||| 0:07 트위치 하고 싶으신가...,게임
q0QqtqYHzDk,"[진삼국지라이브] 전군,돌격앞으로!-성우편 bp7",Efun Company,,게임
GFjeKJDO8wQ,도망자 보드게임 하는 법 | Board Game Fugitive Rules | 3분게임요리,보드라이브 BoardLiveGame,앞으로도 3분게임요리 영상이 많아졌으면 좋겠어요!! 룰영상 중에 가장 편집이 깔끔하고 보기 좋아서 항상 잘 보고 있습니다. ||| 설명 정말 최고네요.. 해보고싶어졌습니다 ||| 룰북보고 아리송했었는데 영상보니까 확실히 감이 오네요 ㅎㅎ 감사합니다 ||| 드디어 올라왓네요 ㅎㅎ ||| 이벤트 카드 사용이 헷갈렸는데 덕분에 알 것 같아요!! 다음에 재밌게 한번 해보겠습니다. :),게임
_KnR2YvJvSM,이 게임때문에 착한동생이 달라졌습니다ㅋㅋㅋㅋㅋㅋ(슈퍼버니맨),김재원의 즐거운 세상,こんにちは～ キム・ジェウォンです。 急にこの動画が多くの国、特に日本で関心を浴びて光栄です。 そして、ありがたくある方から日本語の字幕を付けてもらいましたので、お楽しみに感想してもらったら嬉しいと思います。!  안녕하세요 김재원입니다 갑자기 이 영상이 많은나라 특히 일본에서 관심을 받게되어 영광입니다 그리고 어떤 고마운분이 일본자막을 만들어주셨으니 재밌게 감상해주시면 감사합니다! ||| 이건 지금 봐도 저세상 텐션아님 ||| 왜 아무도 독서실에서 보면 안된다고 말안해줬어요 ||| 아 진심 처음 봤을때의 그 웃김을 다시한번 느끼고 싶음ㅋㅋㅋㅋㅋㅋㅋㅋ ||| 재원님 영상보면 ㄹㅇ 엄청 행복해보이심 ㅋㅋㅋㅋㅋㅋㅋㅋ 나까지 행복해지는 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ?,게임
Fo3E54XVv44,논란이 되고 있는 모바일 게임 kick the buddy,유휘,"유튭보다 광고나왔는데 인형이 패드립하네요ㅋㅋㅋㅋㅋ  "" Your mother is fat "" ㅇㅈㄹ하더라구여 ||| 뭐랄까 이런 류의 게임 만들거면 캐릭터를 때리고 싶은 생김새로 만들었어야 하는데..캐릭터 인형이 때리고 싶지 않게 생겨서 난 도저히 못하겠더라. 나도 스트레스 심하고 잔인한거 잘 보는 편이긴 한데 이건 하다보면 풀리긴 커녕 오히려 우울증만 더 심해질거같음 ||| 방금전에도 이 광고 떴네요 ||| 학원 차에서 갈비뼈나 두개골 같은거 다 보이는 7새 게임 하고 있더라구요.... 진짜 충격 적이었어요 ||| 심지어 광고에서 패드립을....",게임
y-naS-Z3kZU,"'스타트업 컴퍼니' 스팀 게임 트레일러 영상, Startup Company Steam Game Trailer Movie [HD 1080p]",스팀게임 매니아,,게임
x5994-1vI_0,모바일게임 / 스팀게임 / 모듈게임/ 전부다합니다.,DDODOA DDODOA,,게임
iVDL99w6dzg,"'던그리드' 스팀 게임 트레일러 영상, Dungreed Steam Game Trailer Movie [HD 1080p]",스팀게임 매니아,그냥 요즘 대세 구글에 마카롱티비 아님 ?,게임
xi9CfSDA6gk,[스팀게임] Firewatch 파이어워치 산불감시하는게임!,스잘알,,게임
66SI-yrz06s,한국인이 인디게임을 할때 생기는 일 [ 레이븐 필드 베타 12 ],[ & ] 카테,V키누르면 발로차는데 인성질 가능 ||| I DO 는 노갑..째기.ㅎㅎ..배그 같으면서 뭔가 다른듯.잘보고 구독하고 갑니다. ||| 이거 여러명에서하면 가성비좋은 배필느낌 날듯 하지만 이겜은 팀킬하는맛에하죠ㅋㅋ ||| 편집 뭐로 하세요? ㅎㅎ 재밌네요 ||| 저 혹시 지프(?) 차인가 12초에 나오눈 자동차 창작마당 링크좀 올려주시묜 안될까요...?,게임
AUVEGe1hIfo,[GIGDC2018 글로벌 인디 게임제작 경진대회] 중고등부 제작부문 은상 수상작 '마일드티니',글로벌 인디 게임제작 경진대회,,게임
wFwd1-rh_rc,"'SOS' 스팀 게임 트레일러 영상, SOS Steam Game Trailer Movie [HD 1080p]",스팀게임 매니아,,게임
fLMv1kKehIA,"천안 신부동 119 구급차 탈취 사건, GTA 실사판?",줄루의 디지털로그,"저런 애들 제발 정신병원에서 못나오게 해주세요  죄없는 사람이 죽을수도 있음 ㅜㅜㅜ ||| 저런놈은 사회에서 영원이 없어져야돼 ||| 여기서 킬링포인트 ""건들지마!!!!"" 정작 아무도 안건들였음 ||| 구급차 혼자 타고 간다고 싸인 보내고 가고 있는데 가게에 있는사람 다나옴ㅋㅋㅋ “건들지마!”이랬는데 진작에 아문도 안건듬ㅋㅋㅋ ||| 법이 솜방망이라 이렇게 이상한 사람들이 많아진것 같네요 ㅜㅜ  더 강력한 처벌이 필요합니다",게임
mQMkEqossXY,똥 업글시켜서 돈버는 게임 - 약빤 병맛 인디 게임,긴조 흑역사,,게임
