url,title,channel_name,comment,category
uojE69jsufk,[루시아 게임실황] 그림자 복도 #2 다시 혼내준다!!,LuciaVtuber,激怖いゲームもルシちゃんのかわいさがまさって怖く感じない不思議！💕💕 ||| 누가 누굴 혼내준다구 ? 근데 생각보다 꽤 멀리 왔네 .. ? 루시쟝 역시 할땐 하잖아 ~,게임
NuPVEIYV4o8,Cities  Skylines 게임실황,겜못하는오빠야,,게임
vYjFjP6bfQY,게밥TV 게임 실황 [마치아 빌런] 1화 - 악당이 되어 건물 경영하는 게임! 꿀잼! (Gebab TV: MachiaVillain),게밥TV,잘보고 가요!,게임
EF34SX6NTHU,공포)김무성 게임실황 1화 이블위딘,퇴근길에 보는 썰,무성이형 담에 고인겜 프레디의 피자게가도 해줘ㅓ ||| 무성이형 페북에 형이 충고해달라해서 와봤어  편집을 좀 해보는거 어때 ||| 무성이형 워킹데드 해줘♥ ||| 무성이형 텐션올리자 ||| 유튜브는 한 8~12분 정도로 편집하는게 젤 좋은듯,게임
jsRXptkgf-4,게밥TV 게임 실황 [로드의 심장] 1화 - 섬세한 정성이 들어간 쯔꾸르 RPG 게임! (Gebab TV: Lord's Heart),게밥TV,너무 재밌어요 목소리 엄청 좋아욯ㅎ 화이팅!!,게임
i25oJNSlbWY,[스팀 게임] 상자 까기 The Room : Chapter 3,째게박,,게임
v9Woloi3UV0,[SCP022]능지딸리는 스트리머 게임실황 편집,UpTree Devel,,게임
H53W5pYhvhc,토탈 워: 워해머2 방랑자 나카이 게임 실황 스토리 정리 1부,겜토스,이 귀쟁이의 말을 한번 귀쟁이어로 적어보겠습니다  귀귀귀귀귀귀귀귀귀궈귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀 귀귀귀귀귀귀귀귀귀귀 귀귀귀귀귀 귀귀귀귀귀귀귀귀귀귀귀귀귀귀귀 귀귀귀귀귀 귀귀귀귀귀귀귀귀귀귀 귀귀귀귀귀 귀귀귀귀귀귀귀귀귀귀 귀귀귀귀귀 귀귀귀귀귀귀귀귀귀귀 귀귀귀귀귀 귀귀귀귀귀귀귀귀귀귀 귀귀귀귀귀 귀귀귀귀귀 ||| 벼락 안쓰는 빡빡이 마조히스트는 알고 있죠 ||| 정말 재밌게 봤습니다. 특히 보병으로 감싼건 아주 훌륭하고 속 시원 했습니다. ||| 나카이는 진짜 크록시거 파티로 가야 승산 있던 데요ㅎ  *(무조건 초반은 어느 정도 뻐기다 3티어 본진 올려서 크록파티 가요)* ||| 환생왕 나카이..,게임
xnzJa9ZgSz4,[파오스] 게임실황 화이트데이 6번째!,MBS by 파오스,,게임
1VhU-i0woDI,은하별의 에이스컴뱃7 게임실황 1화,은하캣,,게임
mtwtUMLRTjQ,풍운랑] 히트맨5[HITMAN5-Absolution][잠입액션 게임실황] 12화,TV풍운랑,,게임
LurzdpFRgtY,[11화] 클로드메어 - 니노쿠니1 한글 [맥콜의 게임실황],맥꼬르,,게임
4-WSdaE-sew,For Honor] 팍솽 스팀게임 실황! [사무라이편 최종화] 챕터 3.6 아폴리온 - 전장의 열기를 느껴보자! (포 아너),팍솽,,게임
EmrA0vC6o5s,스팀게임 this war of mine 1회차,청누프,,게임
jDljC3yxht0,풍운랑] 히트맨5[HITMAN5-Absolution][잠입액션 게임실황] 10화,TV풍운랑,,게임
nk9M2zSrxlI,[카생이] Mind Eyes-공포게임 실황#2,카생이,,게임
68wi-6HN4lE,풍운랑] 히트맨5[HITMAN5-Absolution][잠입액션 게임실황] 1화,TV풍운랑,,게임
ZKDre67UpsQ,[UNITEM게임실황]마음의소리20-10챕터 보스전 클리어 영상,경성,신종마왕  님은  해낼수잇어요 ||| 공토르님 마음의소리 방송도 올려주세요 ||| 나 저번에 님 투기장에서 봄 ㅋㅋ 내가 2김,게임
P24BioPXSAg,Assassin's Creed] 팍솽 액션게임 실황! - 어쌔신 크리드 첫 번째 작품! #20 (어쌔신 크리드),팍솽,,게임
P0lafG1AbQU,게밥TV 게임 실황 [로스트 인 비보] 3화 - 지하철은 진짜 너무 무섭잖아... 살려줘 (Gebab TV: Lost in Vivo),게밥TV,이딴거 하지말라고 무섭다고,게임
RZMYXLE3IJI,Hand of Fate 2] 팍솽 카드게임 실황! - 과연 나의 운빨은!? 1화 (핸드 오브 페이트 2),팍솽,,게임
j7aPL_AB_bQ,풍운랑] 히트맨5[HITMAN5-Absolution][잠입액션 게임실황] 13화,TV풍운랑,랑하,게임
u5-ThjI9FDA,풍운랑] 히트맨5[HITMAN5-Absolution][잠입액션 게임실황] 14화,TV풍운랑,랑하,게임
O488W325Sns,풍운랑] 히트맨5[HITMAN5-Absolution][잠입액션 게임실황] 8화,TV풍운랑,랑하 ㅋㅋㅋ,게임
-XGuYDbkZRQ,Assassin's Creed] 팍솽 액션게임 실황! - 어쌔신 크리드 첫 번째 작품! #9 (어쌔신 크리드),팍솽,,게임
onKx_deToyA,[루시아 게임실황] 명작 쯔꾸르 게임 이브! (IB) #1,LuciaVtuber,,게임
LdrIK2pAcPs,Assassin's Creed] 팍솽 액션게임 실황! - 어쌔신 크리드 첫 번째 작품! #22 (어쌔신 크리드),팍솽,,게임
l4ICdFb7O64,은하별의 에이스컴뱃7 게임실황 2화,은하캣,,게임
Oc1171S0nSM,풍운랑] 히트맨5[HITMAN5-Absolution][잠입액션 게임실황] 11화,TV풍운랑,,게임
uTK_J6uYFM0,[43화] 엔딩 - 니노쿠니1 한글 [맥콜의 게임실황],맥꼬르,,게임
hF2G_Ll0lDo,[TOMB RAIDER] 툼레이더 게임 실황 8화 - 구출 받으려다 도로 구출해야하는 상황?! 조난된 조종사 구출하기,구르무의 게임 채널,오 어제 오늘 영상 올리시는 주기가 짧아지신듯 바쁘신 와중에 편집까지 대단하십니다.,게임
qbfLVUAZiYE,[광고/협찬] 황금 밸런스를 자랑하는 「스팅레이 X」 진짜 대박입니다 ㄷㄷㄷ 【카트라이더 김택환】,김택환 (Kim Taek Hwan),형 어느순간부터 넘버원 비제이 없앴네 ㅠ 그래도 언제나 우리 마음속의 넘버원이야 ㅠ 열심히 하는 모습 너무 보기 좋아! 앞으로도 좋은 컨텐츠 많이많이 하고 영상도 많이 올려줘! ||| 7:36 어우야 .. 간zl.. ||| 아 이거 또 땡기네.. ||| 내맘속엔 언제나 택카니가 최고임 영상 맨날 찾아보는 중 옛날 영상보는데 방망이로 컴퓨터 모니터 신명나게 때리는거보고 개터짐 ㅋㅋㅋㅋㅋㅋ ||| 오늘 9대갈고 스팅레이뜸 기받아가세요  수정(진짜에요ㅠ),게임
hC3wEa1NRt0,밸런스 X망 게임이 되어가고 클로ㅋㅋㅋㅋ,하창봉,최근 밸런스 패치를 보면 정말 심각한 수준입니다. 카드 간의 밸런스를 맞추는 것이 아닌 생각없는 스팩 상향만 쳐-하고 있고 또 문제시 되면 칼질하고.. 무한 반복입니다.  단순히 '카운터 치면 되지 뭔 불만이 많아?' 라고 생각하면 될 것이 아닙니다.  이런 식의 근본없는 스팩 상향의 밸런스 패치는 다른 카드들을 다 죽이는 악순환이 계속 됩니다.  또 그럼 리메이크 하고 또 생각없는 스팩 상향을 쳐-먹일 것이고..  날이 거듭될 수록 밸런스가 맞아가야 하는데 오.히.려 반대로 주류 카드와 비주류 카드간의 괴리가 더 커지고 있으니..  개노답 상황임에는 틀림없읍니다ㅋㅋ ||| 저번에 누가 거대눈덩이 거대엉덩이라고 불러달라그랬는데 진짜해주네 ㅋㅋㅋㅋㅋ ||| 클로얄 공식 채널 방송도 하는 형이 그렇게 말하니까 용기 있어 보여 ||| 엘릭서골렘 해골돌격병 마녀 낚시꾼  3개 이상 섞이면 그냥 씹꿀덱ㅋㅋ ||| 마지막 짠하다...,게임
73bmTqecYQA,밸런스게임 -에투샤- 편,iam_cs에투샤,1:50 난 전자오랏맨 ||| 눈파티를 선택하다니... ||| 탈모 빚 5억 밸런스 오진다 ||| 2:58 형 이제 1일이야? > ||| 홍카콜라 vs 배리나 미친 ㅋㅋㅋㅋㅋㅋㅋ,게임
Ol1G-sUOkRo,[메이플스토리] 아란 5차 스킬 깨알 상향ㅋㅋ 2019.2 밸런스패치 전후 비교,려애,진짜 개쓰레기같은 패치 저번패치때 스윙 파블 비욘더 펜릴 이렇게 3사이클 돌리라고 스윙연구 1초 버프시켜줘놓고서 브랜디쉬 마하를 보스기로 쓰라고 버프를 해줌 ㅋㅋㅋ 비욘더 3사이클 돌리기도 빠듯한데 브랜디쉬마하는 어떻게 쓰라고 패치를한건지 진짜 이럴거면 스윙 패시브화 시켜주지 ||| 우왕 이제 혼테일 한방에죽겠다 ||| 아드..... 현자타임 줄여주긴했는데 답답한건 왜 그대로일까요 ㅠㅠㅠㅠ,게임
2u5sLWIPp6g,[오피셜 공식] 게임이 안들어가진다?? 한국최초 브롤스타즈 밸런스 업데이트 2019년 2월27일 총정리,KST,"브롤스타즈 공식 유튜브 엔젤 유튜브에 오신것을 환영합니다. 누구보다 빠른 정보를 위한다면 구독 알림설정! 패치속도가 빛의속도로 빨라서 신규브롤러 ""칼"" 에 대한 업데이트 내용은 따로 한편 만들도록 하겠습니다. ||| 크로우 버피 많이먹으면 좋으텐데 장전 속도만 빨라지다니.... 게다가0.1 ||| 여러분 지금 일부유저들이 브롤스타즈가 안들어가지는 현상이벌어지고있어요  빨리됬으면좋겠네요 전 이제 화날려고하네요 ||| 0:08 엔젤님이 말하신 로얄 에이전트 콜트는  영어로 암행어사 콜트를 말합니다^^ 모르시는 분들을 위해 적어봅니다. ||| 이분영상이 제일 유익하다.",게임
C80ie62gJMs,[보드게임] 밸런스게임 방법,티슝TV,,게임
hmdh3M_SVE0,좋고 나쁘고의 평가조차 애매한 황금 밸런스! 게임빌식 수집형RPG [엘룬] Elune,잼둥,,게임
AxEbPsKQCpA,"진짜 무서운 귀신 월드컵
누가 제일 무서울까요!?",김왼팔,당신은 어떤귀신이 제일 무섭나요!? [전 처키가 제일 무서워요 ㅠㅠ] ||| 5:50 엄마가 좀비가된게 걱정이아니라 아침밥걱정하는 왼팔님..👍🏻👍🏻 ||| 귀신들 사이에서도 돋보이는 그의 코 ||| 2025년도에 보는사람?? ||| 1:20 할머니 아닌가..?,게임
K_VkE4vMhcc,[김이가네]닌텐도 위 밸런스게임 #1,김&이가네TV,화목한 가정 ||| 즐거운가족 저도 위있고 피트도 있는데 피트가 고장나 버렸어요 ㅠ....ㅠ ||| 게임이름이먼가요? ||| 여자아이너무귀여워요예뼈요사랑합니다다음영상기대하겠습니다^^♡,게임
FVbdVx9mDPg,[카스온라인] 고작 만원짜리 무기가 게임 밸런스를 다 망쳐놨습니다ㄷㄷ RPG-7 스플래쉬 플레이,캡틴김수호,운영자의 실수로 RPG랑 드레드노바랑 데미지 바뀌고 나왔다는게 학교의 점심 ||| 올SSS 의문의 1패 ||| 오늘 생방송 오후 9시 반입니다! ||| 이번에 드레드노바 무적버그가 ㄹㅇ 에픽값하게만들엇던데ㅋㅋㅋㅋㅋ ||| RPG가 에픽 무기인줄.... 넘 쎄 ㄷㄷ,게임
bv4UsPKRtik,3.4 밸런스 패치 완벽 분석 & 리뷰[클래시로얄-Clash Royale] [June],JUNE,어제 라이브 하느라 목 상태가 안 좋은 점 양해 부탁 드립니다ㅜ 어제 토너 참가하신 분들은 7일 이내로 이모티콘 받게되니 좀만 기다리시면 됩니다! ||| 4:43 와 이건 진짜 너무했다;; 쓰진 않지만... ||| 4:07 슈퍼셀이 고블린갱 망하지말라고 쉴드쳐주네 ||| 1:36 뭔데 싱크가 잘맞냐 ||| 공공장소라서 자막으로 보는데 음성지원 너무 잘되는거 실화냐..,게임
HZqGT4_I5qQ,"[메이플스토리 맑음T] 밸런스패치로 매우 큰 변화가 생긴 떡상or떡락한 9가지 직업 본섭/테섭 인게임 비교 리뷰(팬텀,루미너스,나이트로드,패스파인더,카이저,데몬,미하일,윈브,나워)",메이플스토리맑음,이번 영상은 단순히 데미지가 올라가거나 내려간것이 아닌 다른분들이 봤을때 궁금하시거나 겉으로 볼때 변화가 있는 직업들 위주로 비교했습니다 이점 꼭 참고해주세요! ||| 9:29 머가다른거죠 ㄷ ||| 11:30 짜잔~ 있었는데 없었습니다. ||| 6:31 데벤등 다른 캐릭한테 전수되는 링크는 HP15% 입니다  데벤 간접 너프 아님 ||| 나로 저정도는 진짜 유저 기만이다,게임
TLXlOFtoWw8,세상에서 가장 안무서운 공포게임ㅋㅋㅋ이게 뭐냐ㅋㅋㅋㅋ (Death Trips),김재원의 즐거운 세상,3:48  헐 피나옴 개무섭;; ||| 아니 막 달려올땐 개무서웠는데 갑자기 넘어지니까 말이 안 나오네 ||| 0:52 어후 무서운장면;; ||| 2:27 다시봐도 웃김ㅋㅋㅋㅋㅋㅋ ||| 2:40 물먹다가 뿜음,게임
48Qu4f0-ykg,"중학생이 만든
공포게임 수준..",김왼팔,"저번 초등학생이 만든 공포게임도 짱 무서웠는데 능력자네요 ㄷㄷ.. ||| Thanks for playing my game! <3 By the way, all the music is ORIGINAL and was an extreme part of the atmosphere! So there was no copyright ;( ||| 오늘도 재미있는 영상감사합니다!! 오늘 공포게임도 그 초등학생이 커서 중학생이 되서도 이런 고퀄리티의  게임을 만드다니 엄청난 천재인가 보네요,,,오늘도 너무 잘보고가요!! ||| 6:01아닠ㅋㅋㅋㅋㅋㅋㅋ ||| 와 ㄷㄷ 중학생이 이정도의 맵을 만든다는건 천재아님? ㄷㄷ",게임
Ye8vc1CeMRM,세상에서 가장 귀여운 공포게임ㅋㅋㅋㅋㅋ(QT),김재원의 즐거운 세상,"아니 왜 눈가릴때 투명 숟가락이냐곸ㅋㅋㅋㅋㅋㅋㅋㅋ ||| 뒤를봐 할때 진짜 표정 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 0:30 개웃기네 ㅋㅋㅋㅋㅋㅋ 귀여운 공포게임이라 했는데 문열자 마자 분위기 싸해서  자 지금까지 김재원이였습니다 ||| 5:58 '문'워크 ||| 1:54 ""안녕하세요¿스위트 걸 이에요~"" ㅈㄴ 뿜었닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",게임
gRb3U6X1_k8,무려 별점 0점 공포게임ㅋㅋㅋ이게 공포게임이야..?,김재원의 즐거운 세상,김재원님 지금 신규맵 파리에 가보면 피아노 있던데 거기에다가 겐지 용검쓰고 몇번때리다가 기다려보면 피아노가 기억해서 똑같이 다시 연주해요 ㄷㄷ ||| 이 게임의 무서운점:죽으면 처음부터 다시 해야 한다 ||| 5:55 이정도면 진엔딩 ||| 1:17 뼈때리는 팩트 ||| 1:25 엄청난 발음 2:00~2:04 너무 무서운 장면 5:40 결론(반전),게임
UDNRPZjr-Gc,오버워치가 공포게임으로 나온다면..? (김재원),김재원의 즐거운 세상,2:54 아 깜짝아 개놀랐네 ;; ||| 3:45 박-제 ||| 김재원이 최초공개로 영상을 공개하면 좋은점: 최초공개 동안 후원을 받음  시청자들이 기분이 좋아짐 걍 좋음 ||| 난 또 오버워치 워크샵으로 공포겜 만든건줄 ||| 2:55 ㅗㅜㅑ...,게임
o4hgVizt-Mo,갑자기 춤추지마세요 제발│프레시피스 (공포게임),엉두나라,새벽 4시라구 엉두나라 모해애....심지어 공포겜이냐구 이시간에 보다간 잠 못잘테니 일어나서 보겠다구 엉두니들도 빨리 자라구 ㅠㅠ ||| 1:32 *헉흑헉 쏘 스윗 ㅠㅠ 앵두들 심장에 무리간다구 ㅠㅠㅠ* ||| 오!!!이런거 너무 좋아요!! 무서운 쯔꾸르게임을 짧게 편집해서 많이 올려주세요❤️ 오인격도 좋지만 오인격은 아무래도 유입구독자층이 적어서 이런 게임들 많이 해서 구독자 100만 가시길 바래요ㅠㅠㅠ ||| 엉두니들 모해애애애!! 얼른 쉬라구!! 영상 세상에..😍 ||| 엉두니들!! francisca 라는 게임도 해주세용  귀신들이랑 숨바꼭질 하는게임이더라구요. 어떤 유튜버 분이 플레이하는거 보고 재밌어서 하고 싶은데 유로게임이여서... 엉두니들이 하는거 보고 대리만족이나 할까나^^,게임
ad1Pf8-MmwU,세상에서 제일 유명한 공포게임을 VR로 해봤습니다ㅋㅋㅋ [프레디의 피자가게VR],주둥이방송,편집 오류로 중간에 10초 정도 빕니다 ㅠㅠ ||| 난 공포게임 할 때 주둥반응이 너무 조음ㅋㅋㅋㅋ저세상게임인데 저세상텐션으로 해줘서ㅋㅋㅋㅋㅋ공포가 안무섭거 웃김ㅋㅋㅋ ||| 2:57 뿌쪼뿌쫔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ넘 졸귀 아니냐궄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 진짜 너무 웃걐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무 기여워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 2:00 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,게임
I34jum8hMyE,[추억의 플래시] 귀신앨범 #공포게임 #갑툭튀없음 #한국귀신,슝밍,몽달귀신 효과음 '고자라니'아니에여...? 깜짝놀랐네 ||| 0:49 ||| 처음이네요 ||| 이렇게 해서 귀신은 총 8마리네요,게임
UF_HDDper60,일본의 키사라기역 괴담 공포게임 (이은 날 7번째 시리즈),수탉,이 게임에 나오는 키사라기역 괴담을 검색해보니 소름 돋는 괴담이네요.. ||| 일본이랑 한국이 다른게 있음 한국의 호러가 사람을 소름 쫘악 돋게한다면 일본의 호러는 사람을 불쾌하게함...괜히 기분나쁨.. ||| 누가 주인공 하체힘이 좋다고 했어 ㅅㅂㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 일본은 진짜 어떻게 해야 기분이 나쁠지 잘아는거같음ㅜㅠㅠㅜㅠ 아 무서워 브금도 이상하고ㅇㅅㅇ;; ||| 14:49 손잡이인줄 알았는데 리얼 손 잡이넼ㅋㅋㅋㅋㅋㅋㅋ 방송천재 고수탉...,게임
z4ePyKsOjJk,죽으면 장르가 변하는 신개념 공포게임ㅋㅋㅋㅋㅋ(pacify),김재원의 즐거운 세상,공포게임 교훈 무서운 괴물 보다 옆에 있는 쫄보가 더 무섭다. ||| 깜놀주의는 갑툭튀 전에 주의하라고 하는건데 갑툭튀하고나서 깜놀주의는 그냥 지금 그상황이 갑툭튀상황이라 말하는거잖아ㅋㅋ ||| 1:33 니가 앞장서게 생겼엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 겁나 뿜었닼ㅋㅋㅋㅋ ||| 3:36 ㄹㅇ 플레이어는 난리났는데 캐릭터들이 묵묵히 뛰어가는게 절라 웃김ㅋㅋㅋ ||| 3:35역시 사람은 게임하다 놀라면 길을 잘 찾아,게임
g24EyBYHjkI,일본의 이누나키 터널 공포게임 (Inunaki Tunnel | 犬鳴トンネル),수탉,수탉 유튜버님 영상을 최근에 보기 시작한 사람인데 공포 게임만 보게 되네요  스토리도 보시고 공포분위기도 잘 느끼셔서 재밌는듯 합니다  가끔 공포 유튜버 중에 반응도 없고 스토리도 넘어가면 재미가 없더라구요 ||| 9:04 ???: 이차는 이제 제껍니다. ||| 9:04 진텐이다 ㅋㅋㅋㅋㅋㅋ ㄹㅇ 진텐으로 놀랬네 ㅋㅋㅋ ||| 노란 네모 위치 계속 바뀌는거 귀신이 여러명이어서 그런거면 무섭겟다 전부 다 캐릭터 쳐다보고 있는거 아니야 ||| 아무리 생각해도 수탉님 대단한 것이 일단 시야가 확보가 안되는 상황에서도 잘 캐치하셔...영상을 봐도 잘 못 잡겠던데 역시 대단하세요!,게임
OePxx62_gSc,"동심파괴 하기위해
만든 공포게임..",김왼팔,제작자님이 동심파괴 목적으로 만들었다네요!!! 신기하닷 ㅋㅋㅋㅋ ||| 0:42 현관문을 열어놔서 빡친 토끼... ||| 어린이어서      클릭을 했따 ★ ||| 토끼가 쫓아오는 이유:실제로 토끼는 365일 발정기이다 이상 설명은 생략한다(진짜 동심파괴 +19) ||| 음.. 저 정체는 아마 왼팔님 아닐까요? 아니면 아마 왼팔님이 아이한테 크리스마스 선물 줄려고 하면 산타클로스 분장을 해서 아이가 보면 저 반응 보일것 같아요..,게임
yl_lyhzwbxo,분명히 갑툭튀 심한 공포게임인데 뭔가 이상하다?,치리스Chirisu,4:50 제목보면 딱 뭐가 나올지 예상되네ㅋㅋ ||| 갑툭튀가 다 이모양이얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 공포게임 국룰:탈출구 무조건 닫힘 ||| 지금 공포 단편 게임들 정주행 하고 있는데 왜... 보는 것마다 나사가 하나씩 빠져있지?? ||| SS501 김현중이네요 아니 진짜 무섭지 않고 웃긴데요 ㅋㅋㅋㅋ,게임
7pxPDCDOFMY,"대만의 미X 마누라한테서 도망가는 공포 게임ㅠㅠㅠ, 환원",똘킹,04:20 진짜 편집 미친거 아니냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 4:20 ㅁㅊ 개자연스럽다 ||| 2:31 에렌디라: 하 제방. ||| 7:10 야.. 야 야  우냐? ||| 3:36 ㅋㅋㅋㅋㅋㅋ아이거 진짜 개웃곀ㅋㅋㅋㅋㅋㅋ,게임
7beSBrEV0XU,할로윈특집 공포게임인데 이렇게 안 놀라도 되나요? [POWER CUT],혜안,썸네일은 여러분을 배려해 덜 무서운 것으로 선별했습니다 감사합니다 ||| 뭐가 오케이 라는거얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋ무서울때마다 어케이랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 6:36 진짜 미쳤냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 분위기 쥰내 무서운데 개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 2:33 너무 멀지 않은곳에 있다는데..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 6:01 배그 무빙치는거 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 와리가리 오지게함ㅋㅋㅋㅋㅋㅋㅋ,게임
