url,title,channel_name,comment, label
q2sMnNb70zA,프로들도모르는 멀리있는적이 안맞는이유 #shorts,김규태,어떤 게임이든 잘하는 사람들은 다 이유가 있다..  보통 사람들은 그 게임을 자기 입맛대로 재밌게 하려는 반면  잘하는 사람들은 게임을 있는 그대로 받아들여서 모든 게임 규칙과 변화를 읽는게 참 대단한거같다.. ||| 저런걸 읽어 본 적이 없으니 전혀 모르고있었네요... ㅎㄷㄷ ||| 총마다 쏘기전에도 탄퍼짐이 이미 있다고 말을 아무리 해도 못알아듣고 그런거 없다고 말하길래 포기했었는데 영상까지 나왔네요 그냥 이거 보라고 해야겠다 ||| 현실의 단발 정밀저격소총도 아무리 정확하게 조준하고 기계를 이용해서 격발하더라도 탄퍼짐이 있습니다. ||| 와.... 하나 배우고갑니다,게임
NDTbPUDvLQU,8년차 커플 서로 영영 만날수 없어...?!【쁘허】,쁘허,"원본영상 https://youtu.be/y8CFIvUiaTQ ||| 겜에서 만날수없으니 현실갱오시는 뿨님 근데 넘 귀여우신거아니냐구여ㅓㅓ ||| ""태~경~""하면서 오는거 너무 귀여운거 아니냐구요..ㅎㅋ ||| 쁘허님  실제로  울면서  오는게  너무  귀엽잖아요ㅠㅠ ||| 이잉~하며서 점점 멀어지는거 ㄱㅇㅇ ㅋㅋㅋㅋㅋㅋ",게임
FnVtpL-x1OA,롤토체스 33원의 법칙,용추,"챌린저인데 정확히는 32원임 그리고 1코리롤덱뿐 아니라 모든 상황에서 돈을 50원이하로 쓸때는 32원까지만 써주는게 좋음 이상현상,렙업 등 ||| 하지만 3성까지 기물 하나 남았을때에 그 간절함이 리롤을 계속하게 만듦 ㅋㅋㅋ ||| 이자 관리 특 33원 까지만 쳐야지 하다가 기물 하나도 안뜨고 눈돌아가서 거덜 날때까지 리롤 치고  후회함 ||| 이것만 잘 할줄 알아도 다이아 까진 무난하게 찍는듯 ||| 이것도 중요한데 그냥 째기보단 약할때랑 강할때만 알면됨 그게 겁내 어려움 ㅋㅋ",게임
X2KG1gbdxrI,테란유저와 프로토스 유저의 차이점 ㅋㅋㅋ #스타2 #shorts,맹덕엄마 MM,재미로 봐주시면 감사하겠습니다 😝 ||| 직접 총들고 전장에 나갔네 ㅋㅋㅋㅋㅋ ||| 인터셉터 연타하는거 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅌ ||| 테란은ㅋㅋㅋㅋㅋㅋㅋㅋ 가우스소총 쏘고있냨ㅋㅋㅋㅋㅋ 쾅쾅쾅쾅광쾅쾬ㅇ ||| 실제로도 가우스 소총 쏘고있네 ㅋㅋㅋ,게임
F21ZD-gyTtg,한 손으로 농락하기,밍모,"한 손 은근 어려운데... 역시 고수시네요 ㄷㄷ ||| 밍모님짱 ||| 표정이 너무 기여우셔요❤❤ ||| 와 숫자 속도보고 일부로 떨어지는건 진짜 개쩌네ㄷㄷ ||| 와~밍모님,무한의 계단 정말 잘하시네요!!👍저도 배틀 하고싶네요^^",게임
7-J0I0kaiXg,공포게임 진짜 맛있게 하는 사람,최루팅,원본은 쇼츠 영상 좌측 하단에 있습니다!  제목: 별로 무서운 공포게임 [8번 출구] ||| 괴물 입장에서도 갑자기 빌리진하면서 다가와서 겁나 당황스러웠을듯 ㅋㅋㅋㅋㅋㅋㅋ ||| 양복듀오 두번놀라기는 진짜 개웃기네 창조공포 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 일진형처럼 생겨서 뭐야...하고 넘어갈라 했는데 순수하게 재밌는 분이시네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 아니 공포겜에서 무섭다고 뒤로가는게 어딨어ㅋㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ,게임
WwIQ4NzofnU,가장 인기있는 로블록스 공포게임 TOP 7 !!!!!!!!!!!!!!!!!,너굴몬,여러분 공포게임 좋아하세요? 난 못해 😂😂😂 ||| 너굴몬님 저 유튜브 검색해세 만들었어요🎉❤그리고 사랑해요!❤🎉 ||| 10만이어서 기뻐했던 너굴몬님이 30만이라니! 미리 축하드려요🎉 ||| 저 너굴몬님 카러플 카트 이벤트 할때부터 봤는데 벌써 27만명이라니ㄷㄷ ||| Apeirophobia 는 아는 사람이 거의 없어서 안하는 사람이 더 많은데 그래픽은 가장 좋다고 볼 수 있음,게임
aHSe1pwHDXw,추억의 모바일 게임 TOP 7,너굴몬,이중에서 몇개나 해보셨나요?! ||| 다함께 차차차 아시는분 ||| 앵그리버드 epic RPG아시는분? 이거 알면 ㄹㅇ 옛날 사람이긴함 ||| 슈퍼 펭귄 기본인데 ㅠㅠ ||| 밀초 솔직히 아직 갓겜임ㅇㅇ 형이랑 피아노친다면서 피아노타일했는데.. 추억이긴 하당.. 바운스볼은 엔트리 하시는분들에게는 그냥 기본이네요.. 이제 그냥 추억의 게임까지 올리시는 너굴몬님 항상 god겜같은 재밌는 게임 하시고 재밌는 게임 알려주셔서 감사합니다! 너굴몬 화이팅!~~,게임
5wQt5Gr-8dM,가장 위험한 로블록스 게임 TOP 3,너굴몬,처음 두개는 몸에 해로운 게임...          맨뒤는 그냥 해로운 게임 💀 ||| 흔한오비후기 완전쉬움:아무것도없음 쉬움:살짝깜깜해짐 정상:깜깜해짐 어려움:빨간색깔로 모든게바뀌고 머리가흘리며 37스테이지에잠깐 모든게 빨게지고 이상한소리들리다가 멈춤 익스트림:.....어려움이랑비슷하지만 자기 캐릭터가 인사해주고 빨간색 으로돼있음 그리고47인가48부터 가는곳이보이지않고 튕김 ???:???스테이지도있는데 못가봄 결론:하지말자 ||| 대처법들 흔한오비:심약자는 보호자와 아니면 강심장 친구와 하면됌 스왓 로케이션:컴퓨터는 작업관리자 켜고 종료하면 그만임 폰은 모두닫기 버튼 누르기(짝대기 세개 아이폰은 화면을 중간까지 쓸어올린후 닫기) 크로스 우드:해결 방법없고 인원수 없는 게임은  들어가지 않는걸 추천 ||| 2번째는 마우스 클릭이 안돼는데 모바일으로 홈 버튼 누르면 다행히도 나가지더라고요 ||| 고정 관념 오비 하나도 안 무섭던데요? 아 오늘 엄마랑 자야지.....,게임
ProhlM7KZiE,사라진 추억의 모바일 게임 TOP 5,너굴몬,다른 사라진 게임 생각나는거도 있으실까요.. 😥 ||| 쿠키워즈는 ㄹㅇ재밌었는데...어릴때 추억생각나 녹화해둔걸로 보고있는데ㅠㅠ ||| 스페셜 솔져는 친구들이랑 진짜 재밌게 했었는데... ||| 쿠키워즈....ㅠㅠ 러너들의 가슴속에남은 추억의 쿠키런 시리즈ㅠㅠ 돌아와죠 쿠키워즈ㅠㅠ ||| 쿠키워즈 나왔을땐 진짜 재밌게 했는데 이제 들어가면 하얀 화면이네...진짜 추억이다..,게임
ssEgd5RAuDc,[로블록스] 최강의 경찰!! 배리의 가족들이 감옥을 지키고 있어요!! (Team Prison Escape!) - 민또 경또 -,민또 경또,게임이름 : Team Prison Escape! 게임하기 : https://www.roblox.com/games/14936920058 경찰 가족이 힘을 합쳤어요!! 친구들과 협동해서 감옥을 탈출해 보세요 >_<~!! ||| 민또 경또님 ||| 1000만 가자민또경또님근데여친추바다드리나여? ||| 40만 가자! ||| 100만가자!,게임
s3H-qVFZ_IM,아빠를 찾기 위해 땅을 계속 파야되는 게임,양세돌,ㄹㅇ 밀린 용돈은 줘야지ㅋㅋ ||| 알았어요... 시무룩하개 말하느느거 넘 귀어워요 ㅠ ||| 아들:아빠 밀린 용돈 주.셔.야.죠~? ^^😊 엄마:여보 밀린 집세(?) 내.야.죠~? ^^😊 ||| 외국에서는 아빠가 우유를 사면 가출이라는 밈이 있대요 ㅋㅋ ||| 밀린 용돈은 주셔야죠...(폭탄을 꺼내든다.),게임
0Cpmqh7h_gk,무적 모드,이비온,진짜 궁금한것들을 영상으로 잘 만들어주시네… 와 대단하심 ||| 스토리는 진짜 천재인 것 같다 ||| 스토리 영상 보고 온 사람들 또 물타기 하는게 개웃기네 ㅋㅋㅋㅋ ||| 와.....지나가다 알고리즘으로 봐서 다 정주행 했던 채널인데 이걸 의도한거구나.... 진짜 소름 ||| 쇼츠영상 11개로 구독자 11만이라니.. 떡상도 이런떡상이 없네요. 축하합니다ㅋㅋㅋ,게임
3LSry-Rdclw,사라진 로블록스 속 추억 TOP 7,너굴몬,여러분은 뭐가 가장 그리우신가요... 😥 ||| 웁소리는 그나마 다행인게 그 로블 파일?같은거 만져가지고 웁소리 죽을때 나도록 하는게 되는걸로 알고있음.. 근데 틱스는 틱스있던시절에 안하던사람들도 틱스를 원한다에 한표 ||| 웁소리 근본인데 갑자기 신음소리나면서 죽었을때 그 당황함은 잊혀지지 않음 ||| 근육키우기는 진짜..처음 해본 로블겜이면서 어릴때 사촌형이랑 해서 재밌었는데.. ||| 역도시뮬레이터 저거 근육 겁나 키워가지고 일부러 겁나 몸을 마르게 해가지고 때리는게 좀 꿀잼이었는데😅ㅋㅋㅋ 이젠 못 하네 저거 왜 삭제됨?,게임
QqHAAwMJHhk,테이프공을 크게 만들며 달려요! Circle Up Game,랄라TV,힝ㅠㅠ 또 느젔셩ㅠㅠ 18분 전... 언니 다음메는 dye hard 게임 해주새요ㅠㅠ 4번째에요ㅠ   오늘도 진짜 재밌었어요♡♡  항상 아자 아자 파이팅!! ||| 두번만에 깨버리는 랄라님 대단해요 ||| 랄라 오늘도 재미있어요 🤍❤💛🧡💚💗💜💙 ||| 너무 재밌어 요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ||| 너무너무 재밌네요 사랑해용 랄라언니,게임
KSJgWuApVGo,어린시절 가장 무서웠던 공포게임 ㄷㄷ,혜안,추억 미쳤다~ https://youtu.be/glD53zVSxGY ||| 아니ㅋㅋㅋ 렉걸린거 무서운데 뻘하게 웃기네ㅋㅋㅋ ||| 렉걸릴때 당황 했는데 몬가 웃기면서도 무서웠음 ㅋㅋㅋㅋㅋ ||| 쥬니어네이버는 아이들의 천국이었는데 왜 없앤거야 ㅜㅜㅜㅜㅜㅜ ||| 저 짱구 브금은 진짜.. 향수 오진다,게임
-Z-bgUt5ilA,7세용 게임 난이도 수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ,혜안,🤔 https://youtu.be/5q7hSUY-zSw ||| 7살때부터 동체시력 키우는 게임강국 수준이란ㅋㅋㅋㅋ ||| ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웃겨 죽겠네 근데 혜안 반응이 더 웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅠ ||| ㅋㅋㅋㅋㅋㅋ초등학교 입학시키기 전에 훈련시키넼ㅋㅋㅋㅋㅋㅋㅋㅋ 해내야 이겨낼 수 있다 ||| 이게 원래 뚱뚱이 CRT모니터 쓰던 시절에는 속도가 느렸는데 시대가 변하면서 LCD모니터를 쓰고 소프트웨어가 진화하면서 자연히 속도도 진화하게 된거라고 알고있음ㅋㅋㅋㅋㅋㅋㅋㅋ,게임
rSEnN_8Iby8,역대급 그래픽으로 만든 조선게임😱,옥냥이 RoofTopCAT,원본영상은 https://youtu.be/CR24EPGcmZo 이 곳에서 보실 수 있습니다! 다들 행복하고 건강한 하루 보내세요 d(^_^)b ||| 조선메타실록 또 1패 ||| 아침의 나라는 진심ㅇㅈ임 처음에 갔을때 시장 중앙에서 풍물놀이 한거 보니까 소름 쫙 돌음 그리고 주막에서 막걸리 한사발함 크으으 ||| 하지만 NPC의 시선처리는 처참했다. ||| 아침의나라에서 퀘스트하면 똥개 두마리가 따라다니는 걸 볼 수 있음,게임
0dlLdo9DiX4,3초 만에 게임 평가 긍정적으로 바꾸는 방법,풍월량,저 대처능력이 진짜 롱런의 이유라고 생각함ㅋㅋㅋㅋ 다른사람이면 아 팅겼네요 할텐뎈ㅋㅋㅋㅋ ||| ㅋㄱㅋㅋㅋㅋㅋ 신이 돕는 방송인 ㅋㅋㅋㅋㅋㅋㅋ ||| 풍형 실없는 소리하고 흐허헝~ 하고 사람좋게 웃는거 너무 좋음 ㅠㅠ 요즘 집밖에 나가면 다들 살기 힘들어서 예민해져있어서 사람 만나면 더 긴장되고 살얼음판 걷는 기분인데 풍형 방송보면 항상 긴장이 풀어져서 좋아. 고마워요 형 ||| 그냥 어 뭐야 왜 꺼졌어! 하고 지나갈 수 있는 건데 이걸 살려ㅋㅋㅋㅋ ||| 이 형님은 방송의 신이 들러붙었나 웃긴 상황이 매 게임에서 나오네 ㅋㅋㅋ,게임
OuGaJ4qyWhk,한국인이 만든 로블록스 인기 게임 TOP 7 !!!!!!!!!!!!!!!!,너굴몬,다른 유명한 게임 안다면 댓글로 알려주세요!!!!!!!!!!! ||| 저도 게임 만들어보고있는데 gui부터 꾸미기 썸네일 브금까지 쉬운게없어요 ㅠ ||| 너굴몬님 한국머더 영상 올려주시면 안돼요? 재밌어서요 ㅎ ||| 어원피스은 퀄은 좋아도 초보가 없고 딱히 계속 해야하는 이유도 없고 다 키우면 초보 구경하거나 부계 키우는게 다임 ||| 어피스 오해 하시는 분들 많은데 어피스는 줄임말이고 정식 게임 명칭은 어 원피스 입니다.,게임
v1vSuJYYHf0,현재 일본에서 난리난 공포게임 해봤는데.. [유괴사건 칠라스아트],혜안,"마지막에 주인공이 웃는 이유는 자신의 가정에서 가장 좋아햇던 누나가 엄마에 의해 구박받고 그럼에도 누나는 주인공에게는 커녕 엄마에게만 사랑, 관심을 받기 원하는 마음에 점점 누나가 주인공에게 관심을 주지 않는거같다는 생각이 들어 유괴범에 의해 엄마가 죽으면 누나가 구박받을 일도 없고 누나는 다시 자신에게 관심을 줄거란 생각에 뜻이 담긴 미소엿다고 하네용 ||| 혜안이 말하는거 게임 대사처럼 편집한 거 덕분에 더 몰입 잘된다 편집자님 진짜 일 잘하시는 듯 ||| 이제 막 샤워하고 나왔는데 따뜻한 전기장판 & 이불이랑 혜안님 공포게임이라니 그것도 53분 영상 ｡. 🤍  너무 행복합니다 ｡. 정말 이거마저도 영화 보는ᩚ 거 같아서 스릴 넘치는ᩚ 거 같아요 ❕ 혜안님 아는ᩚ 일본어 마저도 하찮으셔서 귀여움 😆 ||| 수능 3일전 야자하면서 보는 혜안 폼 미쳤다 ||| 무서워서 전체화면으로 못보고 댓글창으로 보는…",게임
E-shjWqXjR0,귀멸의 칼날 역대급 연출을 게임에서 ㄷㄷ,빅헤드,https://youtu.be/uoT9S6uMQCg ||| 중간에 푸른비단하늘 추가 하는건 진짜 신의 한수네...개쩐다 ||| 난 개인적으로 이장면이  눈물나고 최고의 명장면같음 죽은엄마의 부탁  인간이 아닌 귀신이된 네즈코의 오빠구하기  찌질이에서 처음으로 합작으로 혁도발현 ㅜㅜ ||| 그와중에 탄지로의 노래 은은하게 깔린거 개좋다..애니랑 겁나 비슷하네.. ||| 몇번을 봐도 질리지 않는 명장면이다ㅠㅠ,게임
x2eeLon6aAc,다들 모여! 커다란 돌덩이가 굴러가요! Rescue Push 3D Game,랄라TV,"오... 돌 겜이당... 전 ""좋아요"" 누르고 가고💕,오늘도 좋은 하루 보내세요 💖😊 ||| 랄라 오늘도 재미있어요 ||| 너무 잘 해요 ||| 오~~~오늘은 벽돌 게임이네요 너무 잘하세요 ||| 오니! 사랑해",게임
J0Mu6hllgn4,20년동안 한 게임만한 레전드 썩은물 ;;;,혜안,바쁜사람 붙잡고 이겨서 좋아하는 박영식 폼 미쳣다;;;; ||| 봐주어야만 하는 남자 혜안... ||| 자신감 얻어서 제대로 했다가 쪽도 못쓰고 진거 완전 웃김 ㅋㅋㅋㅋㅋㅋㅋㅋ ||| 봐주는 이유는 재미느끼고 입덕하길 바라는 마음이지...ㅜ ||| 와 훅 나가는거 ㄹㅈㄷ넼ㅋㅋㅋㅋㅋ,게임
v7QjZc8OT6M,(소름주의)납치 공포게임.. 영화 한편을 만들어버렸네,우주하마,"ㄹㅇ썸네일 이미지나 당시 라이브 보고 느낀거지만 은근 반전도 있고 소름돋는 스토리 전개가 진짜 인상적임..칠라스 아트는 딱 이정도만 유지해도 정말 좋을듯.. ||| 진짜 우주하마는 자기전에 침대 위로 올라가서 이불덮고 누워서 보면 ㄹㅇ 천국 ||| 이번 게임은 스토리가 여러 사회적 문제들을 다루고 있어서 더 흥미로웠던 것 같음 아이가 어떤 일이 생겨도 방치하는 부모, 알고보니 학대당했던 납치범.. ||| 이 회사 게임 처음 봤을때는 여러모로 괴상하다 생각했는데, 이제 이 회사 특유의 스타일이 마음에 듬 ||| 진짜 게임 퀄리티도 그렇고, 스토리도 개 쫄깃해서 매력있음... 이런 류에 게임은 진짜 좋은것같음ㅋㅋ",게임
OPpELMNKLXw,먹을수록 길어지는 뱀?! / 무한광고 끝판왕 진화했더니?? [스네이크 달리기 게임],범석TV,100만 축하합니다 헤헤😊😊😊😊😊😊😊😊😊😊😊😊😊 ||| 재미있다 ||| 어쩔 거야 구독 안눌러? 100만 가즈아!!!• ||| 주세요.❤ ||| 범석님 랄라 tv는 기음도 많아 해용,게임
i6XxHZ3I1bg,어른 게임이야..,인레기즐겜채널 INLEGI,"덕분에 1000명 달성했습니당 구독 감사드립니다. 게임 이름은 앤디와 레일리의 관(The Coffin of Andy and Leyley) 입니다. 궁금하신분들은 채널 인기순으로 보시면  풀영상 있습니당 ||| 엄마 반응이 너무 웃김ㅋㅋㅋㅋㅋ  ""아, 존나 더럽네! 걔는 네 여동생이라고! 임마!!"" ||| 심지어 저때는 아니었지만 미래 봤을때 진또배기로 했다는게.. ||| 확실한 건 이 게임의 제작자는 누나나 여동생이 없다는 것. ||| 앤드류 얼굴이 잘생겨서인지 스토리가 충격적이라 그런건지 계속 생각남...",게임
F94Yc-PIAcU,수학공부로 더 많은 사람을 모아 달려요! Pigeon Goofy Game,랄라TV,"랄라 목소리 너무 귀여워요 🥰💜💗🤍🎀🌸 ||| 오 !! 넘 수학게임이당 :) 그리고 영상 감사합니당🥰 전 ""좋아요"" 누르고 가고💕,오늘도 좋은 하루 보내세요💖😊 ||| 오오 멋집니다!😮 수알못도 잘할수 있을까요? ||| 오늘도 랄라 화이팅 ||| 안녕하세요?도덕 수업시간에 선플달기 운동을 하고있는 4학년 이에요.너무 고운말을 쓰시는게 멋져서 선플을 달분으로 언니(?)를 골랐어요.저도 언니처럼 고운말을 쓰고싶어요.안녕히게세요.",게임
qR86jyaKVm8,로블록스 무료 로벅스 주는 게임 TOP 7 !!!!!!!!!!!!!!,너굴몬,게임 링크는 설명란에 적어놨습니다!!              다른 게임 아신다면 추천해주세요!!!!!!!!!! ||| 고맙습니다 꿀팁 구독 좋아요 눌를게요 ||| 좋은  정보  감사합니다 ||| 좋은 정보 감사합니다! ||| 진짜 감사합니다!저도 이 마법으로 로복 스 받았어요구독을 꼭 눌러드릴게요. 파이팅!,게임
VbSny4H9NBM,억까 게임 온리업 레전드 명장면,악동 김블루,"믿기지가 않아서 아니만 나오는 상황 ㅋㅋㅋㅋㅋㅋㅋㅋ ||| 꼭대기에서 바닥까지 떨어질수있다는 알려주는 인생게임이네요 ||| 투명벽으로 막혀있어서 무조건 태초가는 진짜 악랄한 함정 ||| 떨어지라고 만든 함정 저기 밟고 떨어지면 무조건 태초마을임ㅋㅋㅋㅋㅋㅋㅋ ||| 길 끊긴거 알아차린것도, 피자 한번 떨어지는것도 반응속도로 피한것도 대단한데ㅋㅋㅋㅋㄹㅇ 씹억까ㅋㅋㅋㅋ",게임
GlKyBfyfgiI,한국인이 좋아하는 로블록스 게임 TOP 7 !!!!!!!!!!!!!!!,너굴몬,이 중에서 가장 좋아하는 게임은 뭔가요?! ||| 전 플리 퍼실리티? 그거인가 많이 했었는데 지금은 vpn 키고 들어가야하네요 ㅠㅠ ||| 와 어떡해 저중에 한국인이 좋아하는 겜에서 2개가 애니 겜이냐... 우리 로블 예전 이더 좋았던 것 같다... ||| 배드워즈 100승넘는 사람 ㅣ ㅣ ㅣ ||| 타디시..역시... 답글 레벨 적어주시면 감사하겠습니다..저는 230 인증도 가눙하시면 해주세요 ㅎㅎ djfhdjsbdsihbs 제 닉임니당,게임
