title,comment,label_id
밸런스 X망 게임이 되어가고 클로,최근 밸런스 패치를 보면 정말 심각한 수준입니다. 카드 간의 밸런스를 맞추는 것이 아닌 생각없는 스팩 상향만 쳐 하고 있고 또 문제시 되면 칼질하고.. 무한 반복입니다. 단순히 카운터 치면 되지 뭔 불만이 많아? 라고 생각하면 될 것이 아닙니다. 이런 식의 근본없는 스팩 상향의 밸런스 패치는 다른 카드들을 다 죽이는 악순환이 계속 됩니다. 또 그럼 리메이크 하고 또 생각없는 스팩 상향을 쳐 먹일 것이고.. 날이 거듭될 수록 밸런스가 맞아가야 하는데 오.히.려 반대로 주류 카드와 비주류 카드간의 괴리가 더 커지고 있으니.. 개노답 상황임에는 틀림없읍니다 저번에 누가 거대눈덩이 거대엉덩이라고 불러달라그랬는데 진짜해주네 클로얄 공식 채널 방송도 하는 형이 그렇게 말하니까 용기 있어 보여 엘릭서골렘 해골돌격병 마녀 낚시꾼 3개 이상 섞이면 그냥 씹꿀덱 마지막 짠하다...,0
밸런스게임 에투샤 편,1 50 난 전자오랏맨 눈파티를 선택하다니... 탈모 빚 5억 밸런스 오진다 2 58 형 이제 1일이야? 홍카콜라 vs 배리나 미친,0
메이플스토리 아란 5차 스킬 깨알 상향 2019.2 밸런스패치 전후 비교,진짜 개쓰레기같은 패치 저번패치때 스윙 파블 비욘더 펜릴 이렇게 3사이클 돌리라고 스윙연구 1초 버프시켜줘놓고서 브랜디쉬 마하를 보스기로 쓰라고 버프를 해줌 비욘더 3사이클 돌리기도 빠듯한데 브랜디쉬마하는 어떻게 쓰라고 패치를한건지 진짜 이럴거면 스윙 패시브화 시켜주지 우왕 이제 혼테일 한방에죽겠다 아드..... 현자타임 줄여주긴했는데 답답한건 왜 그대로일까요,0
오피셜 공식 게임이 안들어가진다?? 한국최초 브롤스타즈 밸런스 업데이트 2019년 2월27일 총정리,브롤스타즈 공식 유튜브 엔젤 유튜브에 오신것을 환영합니다. 누구보다 빠른 정보를 위한다면 구독 알림설정! 패치속도가 빛의속도로 빨라서 신규브롤러 칼 에 대한 업데이트 내용은 따로 한편 만들도록 하겠습니다. 크로우 버피 많이먹으면 좋으텐데 장전 속도만 빨라지다니.... 게다가0.1 여러분 지금 일부유저들이 브롤스타즈가 안들어가지는 현상이벌어지고있어요 빨리됬으면좋겠네요 전 이제 화날려고하네요 0 08 엔젤님이 말하신 로얄 에이전트 콜트는 영어로 암행어사 콜트를 말합니다 모르시는 분들을 위해 적어봅니다. 이분영상이 제일 유익하다.,0
진짜 무서운 귀신 월드컵 누가 제일 무서울까요!?,당신은 어떤귀신이 제일 무섭나요!? 전 처키가 제일 무서워요 5 50 엄마가 좀비가된게 걱정이아니라 아침밥걱정하는 왼팔님.. 귀신들 사이에서도 돋보이는 그의 코 2025년도에 보는사람?? 1 20 할머니 아닌가..?,0
김이가네 닌텐도 위 밸런스게임 1,화목한 가정 즐거운가족 저도 위있고 피트도 있는데 피트가 고장나 버렸어요 .... 게임이름이먼가요? 여자아이너무귀여워요예뼈요사랑합니다다음영상기대하겠습니다,0
카스온라인 고작 만원짜리 무기가 게임 밸런스를 다 망쳐놨습니다 RPG 7 스플래쉬 플레이,운영자의 실수로 RPG랑 드레드노바랑 데미지 바뀌고 나왔다는게 학교의 점심 올SSS 의문의 1패 오늘 생방송 오후 9시 반입니다! 이번에 드레드노바 무적버그가 에픽값하게만들엇던데 RPG가 에픽 무기인줄.... 넘 쎄,0
3.4 밸런스 패치 완벽 분석 리뷰 클래시로얄 Clash Royale June,어제 라이브 하느라 목 상태가 안 좋은 점 양해 부탁 드립니다 어제 토너 참가하신 분들은 7일 이내로 이모티콘 받게되니 좀만 기다리시면 됩니다! 4 43 와 이건 진짜 너무했다 쓰진 않지만... 4 07 슈퍼셀이 고블린갱 망하지말라고 쉴드쳐주네 1 36 뭔데 싱크가 잘맞냐 공공장소라서 자막으로 보는데 음성지원 너무 잘되는거 실화냐..,0
"메이플스토리 맑음T 밸런스패치로 매우 큰 변화가 생긴 떡상or떡락한 9가지 직업 본섭 테섭 인게임 비교 리뷰 팬텀,루미너스,나이트로드,패스파인더,카이저,데몬,미하일,윈브,나워",이번 영상은 단순히 데미지가 올라가거나 내려간것이 아닌 다른분들이 봤을때 궁금하시거나 겉으로 볼때 변화가 있는 직업들 위주로 비교했습니다 이점 꼭 참고해주세요! 9 29 머가다른거죠 11 30 짜잔 있었는데 없었습니다. 6 31 데벤등 다른 캐릭한테 전수되는 링크는 HP15 입니다 데벤 간접 너프 아님 나로 저정도는 진짜 유저 기만이다,0
세상에서 가장 안무서운 공포게임 이게 뭐냐 Death Trips,3 48 헐 피나옴 개무섭 아니 막 달려올땐 개무서웠는데 갑자기 넘어지니까 말이 안 나오네 0 52 어후 무서운장면 2 27 다시봐도 웃김 2 40 물먹다가 뿜음,0
중학생이 만든 공포게임 수준..,"저번 초등학생이 만든 공포게임도 짱 무서웠는데 능력자네요 .. Thanks for playing my game! 3 By the way, all the music is ORIGINAL and was an extreme part of the atmosphere! So there was no copyright 오늘도 재미있는 영상감사합니다!! 오늘 공포게임도 그 초등학생이 커서 중학생이 되서도 이런 고퀄리티의 게임을 만드다니 엄청난 천재인가 보네요,,,오늘도 너무 잘보고가요!! 6 01아닠 와 중학생이 이정도의 맵을 만든다는건 천재아님?",0
세상에서 가장 귀여운 공포게임 QT,아니 왜 눈가릴때 투명 숟가락이냐곸 뒤를봐 할때 진짜 표정 웃기네 0 30 개웃기네 귀여운 공포게임이라 했는데 문열자 마자 분위기 싸해서 자 지금까지 김재원이였습니다 5 58 문 워크 1 54 안녕하세요 스위트 걸 이에요 뿜었닼,0
무려 별점 0점 공포게임 이게 공포게임이야..?,김재원님 지금 신규맵 파리에 가보면 피아노 있던데 거기에다가 겐지 용검쓰고 몇번때리다가 기다려보면 피아노가 기억해서 똑같이 다시 연주해요 이 게임의 무서운점 죽으면 처음부터 다시 해야 한다 5 55 이정도면 진엔딩 1 17 뼈때리는 팩트 1 25 엄청난 발음 2 00 2 04 너무 무서운 장면 5 40 결론 반전,0
오버워치가 공포게임으로 나온다면..? 김재원,2 54 아 깜짝아 개놀랐네 3 45 박 제 김재원이 최초공개로 영상을 공개하면 좋은점 최초공개 동안 후원을 받음 시청자들이 기분이 좋아짐 걍 좋음 난 또 오버워치 워크샵으로 공포겜 만든건줄 2 55 ...,0
갑자기 춤추지마세요 제발 프레시피스 공포게임,새벽 4시라구 엉두나라 모해애....심지어 공포겜이냐구 이시간에 보다간 잠 못잘테니 일어나서 보겠다구 엉두니들도 빨리 자라구 1 32 헉흑헉 쏘 스윗 앵두들 심장에 무리간다구 오!!!이런거 너무 좋아요!! 무서운 쯔꾸르게임을 짧게 편집해서 많이 올려주세요 오인격도 좋지만 오인격은 아무래도 유입구독자층이 적어서 이런 게임들 많이 해서 구독자 100만 가시길 바래요 엉두니들 모해애애애!! 얼른 쉬라구!! 영상 세상에.. 엉두니들!! francisca 라는 게임도 해주세용 귀신들이랑 숨바꼭질 하는게임이더라구요. 어떤 유튜버 분이 플레이하는거 보고 재밌어서 하고 싶은데 유로게임이여서... 엉두니들이 하는거 보고 대리만족이나 할까나,0
세상에서 제일 유명한 공포게임을 VR로 해봤습니다 프레디의 피자가게VR,편집 오류로 중간에 10초 정도 빕니다 난 공포게임 할 때 주둥반응이 너무 조음 저세상게임인데 저세상텐션으로 해줘서 공포가 안무섭거 웃김 2 57 뿌쪼뿌쫔 넘 졸귀 아니냐궄 진짜 너무 웃걐 너무 기여워 2 00,0
추억의 플래시 귀신앨범 공포게임 갑툭튀없음 한국귀신,몽달귀신 효과음 고자라니 아니에여...? 깜짝놀랐네 0 49 처음이네요 이렇게 해서 귀신은 총 8마리네요,0
일본의 키사라기역 괴담 공포게임 이은 날 7번째 시리즈,이 게임에 나오는 키사라기역 괴담을 검색해보니 소름 돋는 괴담이네요.. 일본이랑 한국이 다른게 있음 한국의 호러가 사람을 소름 쫘악 돋게한다면 일본의 호러는 사람을 불쾌하게함...괜히 기분나쁨.. 누가 주인공 하체힘이 좋다고 했어 일본은 진짜 어떻게 해야 기분이 나쁠지 잘아는거같음 아 무서워 브금도 이상하고 14 49 손잡이인줄 알았는데 리얼 손 잡이넼 방송천재 고수탉...,0
죽으면 장르가 변하는 신개념 공포게임 pacify,공포게임 교훈 무서운 괴물 보다 옆에 있는 쫄보가 더 무섭다. 깜놀주의는 갑툭튀 전에 주의하라고 하는건데 갑툭튀하고나서 깜놀주의는 그냥 지금 그상황이 갑툭튀상황이라 말하는거잖아 1 33 니가 앞장서게 생겼엌 겁나 뿜었닼 3 36 플레이어는 난리났는데 캐릭터들이 묵묵히 뛰어가는게 절라 웃김 3 35역시 사람은 게임하다 놀라면 길을 잘 찾아,0
일본의 이누나키 터널 공포게임 Inunaki Tunnel,수탉 유튜버님 영상을 최근에 보기 시작한 사람인데 공포 게임만 보게 되네요 스토리도 보시고 공포분위기도 잘 느끼셔서 재밌는듯 합니다 가끔 공포 유튜버 중에 반응도 없고 스토리도 넘어가면 재미가 없더라구요 9 04 ??? 이차는 이제 제껍니다. 9 04 진텐이다 진텐으로 놀랬네 노란 네모 위치 계속 바뀌는거 귀신이 여러명이어서 그런거면 무섭겟다 전부 다 캐릭터 쳐다보고 있는거 아니야 아무리 생각해도 수탉님 대단한 것이 일단 시야가 확보가 안되는 상황에서도 잘 캐치하셔...영상을 봐도 잘 못 잡겠던데 역시 대단하세요!,0
동심파괴 하기위해 만든 공포게임..,제작자님이 동심파괴 목적으로 만들었다네요!!! 신기하닷 0 42 현관문을 열어놔서 빡친 토끼... 어린이어서 클릭을 했따 토끼가 쫓아오는 이유 실제로 토끼는 365일 발정기이다 이상 설명은 생략한다 진짜 동심파괴 19 음.. 저 정체는 아마 왼팔님 아닐까요? 아니면 아마 왼팔님이 아이한테 크리스마스 선물 줄려고 하면 산타클로스 분장을 해서 아이가 보면 저 반응 보일것 같아요..,0
분명히 갑툭튀 심한 공포게임인데 뭔가 이상하다?,4 50 제목보면 딱 뭐가 나올지 예상되네 갑툭튀가 다 이모양이얔 공포게임 국룰 탈출구 무조건 닫힘 지금 공포 단편 게임들 정주행 하고 있는데 왜... 보는 것마다 나사가 하나씩 빠져있지?? SS501 김현중이네요 아니 진짜 무섭지 않고 웃긴데요,0
"대만의 미X 마누라한테서 도망가는 공포 게임 , 환원",04 20 진짜 편집 미친거 아니냐 4 20 개자연스럽다 2 31 에렌디라 하 제방. 7 10 야.. 야 야 우냐? 3 36 아이거 진짜 개웃곀,0
할로윈특집 공포게임인데 이렇게 안 놀라도 되나요? POWER CUT,썸네일은 여러분을 배려해 덜 무서운 것으로 선별했습니다 감사합니다 뭐가 오케이 라는거얔 무서울때마다 어케이랰 6 36 진짜 미쳤냐곸 분위기 쥰내 무서운데 개웃곀 2 33 너무 멀지 않은곳에 있다는데.. 6 01 배그 무빙치는거 개웃기네 와리가리 오지게함,0
머독방송 크아는 공포게임이였습니다,묘지 인성맵으로 등극함 긴급 재난문자 시밬 정보 유령맵에서 2분30초 되고 블럭을 부수면 그곳에서 유령이 나온다 3연벙 상황은 고인물이 그걸 알고 있어서 일부러 기다림 그래서 머독에서만 나옴 9 17 진짜 편집 죽기까지 했으면 하루 종일 웃을뻔했넼 3 10 긴급 재난문자 진짜 현웃터졌네,0
공포 쫄보인 내가 공포게임을 할 수 있는 이유,"처음에 그 모습은 어디 간 거야 도무지 알 수가 없는 수위, 미친 텐션, 또라이스러움... 어디갔졍..... 근데 마이크 바꿈?....음질 개조은데.. 이 게임의 정체를 아는 저는 너무 즐거웠습니다 난 형 배그 에임이 제일 무서워 핸드폰 기울여서 실눈뜨고 본 내가 부끄럽다 이 게임의 제목이 Death Trip인 이유는 Trip이 여행하다 말고 발을 헛디딤 이라는 의미가 있기 때문입니다.",0
8년전.. 마크를 공포게임으로 만든 전설의 무덤 괴담 마인크래프트 괴담 MSS Minecraft Strange Story 블루위키,마이너 스티브 뜻이 광부 스티브 인데 제 생각엔 광산도 마이너 스티브가 지었고 그래서 무덤안에 곡괭이가 들어있다고 추측합니다. 그리고 음반11을 잘 들어보면 거친 숨소리가 녹음되어 있는데 그건 마이너 스티브의 죽기전 녹음한 것이라고 생각합니다. 그리고 마이너 스티브는 누군가에 의해서 죽었다고 생각합니다. 코난 2012년이 8년전이라는게 제일무섭다 5 17 나무뒤에서 몰래 지켜보는 엔더맨... 0 31 이거 저도 옛날에 겪어본적 있어요 많은분들이 이야기해주시는데.. 햇수로 8년을 이야기한거예요 2012 2013 2014 2015 2016 2017 2018 2019 이렇게요 혼란을 드려서 죄송합니다!,0
아무도 없는 집인 줄 알고 몰래 도둑질하러 갔다가.. 공포게임 Last Neighbor,"긴장감 개쩌네 공포게임으로 수작인듯 게임설정도 독특하고 참신함 이거 진짜 최고다 보면서 비명을 육성으로 몇번을 질렀다 수탉님 최고 3 45 생방송 때 채팅 난리나게 한....수탉의 극대노 유튭에선 짤렸지만 극대노한후 아니 이거 게임 못깨잖아!!!라고 화내면 초보야, 근데 난 화내지않아 라고 구라 발언 마지막 엔딩에 나오는 글을 요약하자면 조현병, 조울증, 다중인격 장애를 지닌 지체 장애인이 그의 보호자와 부모님이 잠시 여행을 떠난 사이에 탈출해서 부엌칼로 13명을 죽였다고 나옵니다. 기사에서 부모님과 보호자는 분명히 문을 잠갔고 그가 탈출하는 것은 불가능하다고 합니다. 즉 여기서 수탉님이 어렵게시리 해체하던 잠금장치들은 사실 부모와 보호자가 이 지체 장애인을 집에 가두기 위해 매우 어렵게 만든 잠금장치들이었는데 도대체 어떤 수를 썼는지 모르지만 집에 들어온 도둑이 이 지체장애인으로부터 달아나려고 잠금장치들을 풀고 집 밖으로 도망쳤고 그 뒤를 따라 이 지체 장애인 역시 탈출하여 살인을 저지르게 된겁니다. 와 썸네일 너무 놀랬다",0
추석이라고 난생 처음 공포게임 했습니다 .. 다크 디셉션 dark deception,나 상남자라니까 사실 전 무슨 게임인지 보러 온게 아니라 혜안님 반응이 궁금해서 보러온 거임 공포게임 많이해주세요 상남자 혜안 맨날보고싶은데 13 04 놀라서 어디 탁 친것같아 배그 영상 말고도 이런 영상도 가끔 올렸으면 좋겠당,0
공포게임 하는데 게임화면이 꺼졌다..,노시그널좌 진짜 개웃기네 채팅창이랑 도네도 못봐서 화면꺼진지도 모르고 혼자 팡머쇼 레전드였음 8 29 팡머쇼 on 게임화면 안보이는 게임방송이 이래도 되냐 11 50 벽에다가 머리로 뭐하는거얔,0
쫄보들 데리고 요즘 뜨는 공포게임 해봄,진짜 김재원 제 3의 형제 아니냐... 8 58 재원님 오똫게 오똫게!!! 보통 사람여러명이서하면 공포가 반감되는데 이 쫄보들은 서로 공포를 가중시킨다 머독의 다양한 표정을 볼수있는 아주좋은 공포게임 7 37머도기 놀라서 형 어깨 뒤에 얼굴 파묻는 거 존나 웃김 개귀여워,0
벨을 울리면 벌어지는 무서운 일 공포게임 Suite 776,"왘 이번건 진짜 무섭다 호옥 고 쓸데없는 브금이 없구 주인공 심장소리라던가 현실백색소음 같은 것때문에 더 몰입되서 무서움...하... 수탉님 공포게임하는 거 봐도 무서워하지 않았는데 이번건 유독 ....무서움..,,. 두번째 엔딩은 벨을 울리지 않고 나가는 거였네요, 주인공이 무한반복의 벨울리기를 하지 않고 아무런 미스테리를 풀지 않은 채로 그냥 쿨하게 나가는 엔딩입니다. 와 여태까지 본 게임 중에 몰입도는 상위권인듯 탉님꺼 많이 봤는데 이렇게 소스라치면서 놀랜 적 처음 수탉형 형 언제부터 해외인디 게임입니다 말 안하니까 닉네임 해외인디게임입니다 빌런이 없어졌잖아 신기한건 이 게임 개발자가 1인 개발자라는게.. 능력자가 만들었네",0
무서운 지하실에서 잃어버린 초콜릿을 찾아보자 공포게임,"나도 저렇게 돈 쌓아두고 살고싶다 와 진짜 집게사장놈이랑 대화하는 창 자연스러운것봐,, 이젠 일일이 놀라는게 귀찮을 정도,, 01 00 안녕 목소리 설렌다... 탉님 데바데 또 올려주심 안되나요 제가 무서운 걸 못 보는데 그나마 볼 수 있는게 데바데이기도 하고 탉님의 데바데 너무 재밌어서요 할머니 보고 개빵터졌넼 부자될래요 에피소드에서 스폰지밥이 저 할머니에게 초콜릿을 바르면 젊어진다고 구라를 쳤는데 그거랑 연관있는거같네요 그리고 입벌린채로 뛰어오는 놈은 에피소드 내내 초콜릿 초콜릿 거리면서 쫒아다니던 남자네요",0
충격적인 결말의 일본 심리적 공포게임 오카에리,게임이 뭐랄까.. 엄청 상당히 찝찝한 느낌.. 12 48 말소리 때문에 잘 모르실 수 있는데 엔딩이라고 뜰 때 계속 들어보면 주인공의 마지막 행동 상황이 진행되고 있는 점이 더 소름입니다... 이거 안 그래도 스팀에서 어제 관심이 가던 게임인데 덕분에 잘 봤네요. 감사해요 화질부터가 진짜 찝찝하고 기괴하다 전형적인 일본식 공포 해외게임 결말 지옥에서 살아나온 전문가가된느낌 한국게임 결말 나쁜짓하지말자 메세지 꼭 넣음 일본게임 결말 편집증 정신분열환자로 하루를 살아본 느낌 단서 찾는 중간중간 툭툭 탁탁 소리들리는게 그게 혹 의자 디디거나 그런소리였지않을까 .. 그러니까 딸이 들어왔을때 살아있다가 서서히 죽어가는....... 헐 기분나쁜게임이야,0
진심으로 살구를 비명 지르게 한 공포게임 Palmyra Orphanage,살구는 비명이 으악!!! 이 아니라 으하 아아!!!!!!!! 하고 놀라 편집자님 갑툭튀 주의랑 편집 진짜감사합니다 긴시간인데 고생많으셨어요 25 14 살구님 놀래시는거 기여우심 그와중에 옷장안으로 숨으시면 살청자들 파로맠 먼뎈 19 10 살구님이 길 훈수 해달라니까 트수들 대동단결 짱웃김 13 35 아니 여길 왜 들어가는 고야 하면서 자연스럽게 해골 주워서 끼는 거 왤케 웃기냐,0
암전 Blackout 소름 돋는 퀄리티 국산 공포게임,"난 개인적으로 집구경이 너무 좋았음 원래 공포게임들 보면 집에 창문은 거희 없고 꽉꽉 막혀있는데, 이 게임은 실제 금수저들이 살 것 같은 집인 것 같아서 신기하네요 Tmi 수탉님이 저 자명종 시계를 배경으로 게임을 시작하시기 위해 약 10번을 다시 트셨다는 조금 있다 갈께 지금 바로 갈께 이 말에서 오는 차이가 아닐까 싶습니다. 안 좋은 평가하면 고소당하는 겜 이 게임 개발사인 마루 스튜디오가 게임 비판한 유저들한테 비판글 삭제하라고 1차경고랍시고 협박문자보내고있음 피드백하지는 못할망정 무서워서 게임 비판하겠낟",0
마크는 공포게임임.. 239,0 06눈사람 볼때 빵터짐 0 54 이 평화롭고 아름다운 마크에 코딱지 무서운 바보 거 코오 r악g 를 찾을껍니 꼬탁지 다!! 시선강탈 평화롭고 아름다운 마인크래프트... pvp.. PVP!!!!!!!!!!!!!!!!! 너무 무서운 상황이네요... 0 03 꾸몽님 엔드카드 0 07 빨간무언가가누워있다 이평화롭고 아름다운마크에 놀이터를보면! 꾸몽님얼굴밖에 기억이안나..,0
국산 공포게임 한국어 더빙까지! 갓겜인가!?,"공포게임 많이 나오면 좋겠따 다들 요즘 뭐하고 지내세요!? 14 24 푸뻔뻔... 반전도 있고 더빙도 되어있고 나름 괜찮게 만들어진 국산게임듯 하네요 편집됐지만 발전기에 퓨즈 꽂는 방에서 열쇠 못찾고 헤맬 때 빵터졌었는뎈 자낳푸여따 이거... 생방때 봤던거 이렇게 편집본으로 보면 항상 다른재미가 이써 오늘도 재밌게 잘보께여 푸쨩 ,, 생방으로 봤는데, 퍼즐의 직관성이 좀 떨어지는 것 같다는 점 빼곤 재밌게 봤던 게임이네요. 스토리도 몰입감 있게 잘 전달한 것 같아서 마음에 들었는데, 나중에 회사 규모가 커지면 리메이크 식으로 볼륨을 키우는 것도 나쁘지 않을 것 같더라고요. 영상도 재밌게 잘 봤습니다 b 돈에 약한 푸린님 너무 귀여우셬 헐 진엔딩....소름돋는 엔딩이다...이건 진짜...고릴라가 도끼로 죽일만 했네... 영상 5분도 안되는 줄 알았어요..왜케 짧지? 했는데 15분이었다니...대존잼... 공포게임 더 많이 나왔으면 좋겠당 오늘도 재밌게 잘보구가요!",0
E3 2019 신작 인디게임 TOP 7 추천 E3 현장반응 트레일러,"7 21 부분에 영상을 제작하는 과정에 있어 확인을 못한 부분이 있네요 댓글로 해당게임 정보를 남겨 놓겠습니다! 제보해 주신분 감사합니다! Title wasteland3 Platforms Windows, Mac, Linux, steam, xbox, ps4 Release Date 2020 Genre 멀티 협동 롤플레잉 post apocalyptic Developer inXile Entertainment 트레일러 위주라 두분의 목소리 비중이 적은게 아쉽네요 잘보고 갑니다 항상 영상 보면서 느끼는 점인데 누더기 선장님 목소리가 너무 작아요.. 두분 목소리 크기 밸런스를 맞춰주시면 듣는데 한결 편할 것 같습니다 7분 21초에 게임설명이 잘못되어있습니다..",0
