url,title,comment,target,attitude
NUQpj57qQas,"우원식, 인사생 나경원 앞에서 한의학을 중시하는 이들의 인품이 눈길을 끈다.","그 사람도 공범이기 때문에 그렇게 할 수밖에 없다는 걸 이해해요.|||그들은 항상 사람들에게 팔아넘긴다|||그렇게 행동하는 것은 국민을 조롱하는 것입니다. 존경받는 시민이군요..모욕스럽습니다.|||나경원 씨, 아직 빵 안 먹었나요? 난 왜 자꾸 보게 되는 걸까?|||저는 우원식 국회의장을 지지합니다.|||국회를 무시하는 것은 국민을 무시하는 것이다. 5번째 줄이 모범이 되어야 합니다. 쯧쯧 쯧쯧쯧|||존경받는 시민이라면 인사부터 해야 하고, 첫마디부터 NG를 내야 한다.|||존경하는 시민 여러분, 어떻습니까? 구토해요|||나는 범죄자입니다|||또한...|||나경원 정신 차려라.|||성격. 실제로는 없습니다. 국회의원. 자격 박탈.|||상호 존중, 배려, 평생 배우자, 아는 만큼 보인다. 영상 감사합니다. 명확하고, 현명하고, 자신감 있고, 뻔뻔합니다.|||기본적인 예의를 지켜주세요. 나라를 이끄는 어른, 자칭 보수 정치인은 재미도 없고 인사도 안 하는 모습이 멋있는 것 같다.|||당신은 무엇을 존중합니까, 극우 만 존중합니까? 넉넉한 마음으로 생활하세요. 고등학교 시절이나 지금이나 변한 게 없는데 어떻게 된 걸까요? 점점 더 무서워지고 있습니다.|||나경원 없는 정치를 보고 싶다.|||저는 우원식 국회의장을 지지합니다.|||나경원 쫓겨났으면 좋겠다 나는 국민의힘을 보고 싶지 않다.|||그렇게 서울시장한테 가고 싶나? 정말 나경원같네요 ㅎㅎ|||국익을 훼손하는 정부는 해체되길 바랍니다.",1,1
lsn_jy1vXr0,박정호의 핫스팟 용산 이야기 이규연이 묶음 풀고 헐떡거린다? 이재명 대통령이 이렇게 일찍 일정을 잡을 수 있을까? 12월 10일 모두 보기,"누구나 가질 수 있도록 합리적인 가격에 판매해주세요. 인생의 황혼기에 좋은 선물이 될 수 있도록 판매해주세요. 도움이 필요한 사람들과 수익을 공유할 수 있기를 바랍니다.|||이재명정부를 지지합니다 오마이뉴스|||우리도 이잠 회장님의 시계를 차고 싶어요. 누구라도 합리적인 가격으로 드실 수 있도록 해주세요.|||민주당은 정의로운 정당이다. 매일이 즐겁습니다. 이재명, 정청래, 추미애, 최혁진이 너무 좋다. 나라를 위해 애쓰는 노동자, 상인들은 이 사람들의 모범을 따르십시오.|||오마이TV 앵커님, 이규연 홍보실장님을 만나게 해주셔서 감사드립니다. 원장님, 국민 여러분과 함께 이재통 의원의 재선을 도와주십시오. 이재명 대통령님과 국회 관계자 여러분의 노고에 감사드립니다. 사랑해요.|||아, 이제|||오 마이 TV, 홍보 담당 선임 관리자님, 이제 준비 작업은 끝난 것 같습니다. 계속 달리자.|||판매해서 수익금을 좋은 일에 쓰시면 좋을 것 같습니다. 휴대폰이 있어서 시계의 필요성을 못 느꼈는데, 꼭 사고 싶네요.|||청와대 복귀를 축하드립니다. 이제 안정되신 것 같아 기쁘네요.|||조국이여, 이제 안정을 취하고 나를 돕기 위해 열심히 노력해주세요. 이재명, 추미애, 정청래가 너무 좋다. 이런 분들을 따라하며 즐거운 하루 보내세요.|||이재명회장 기념시계.. 저렴한 가격에 손목에 차고 싶은데.. 구입할 수 있는 방법이 없을까요?..|||이재명 대통령의 열린정부... 차기 대통령은 많이 긴장할 것 같은데..|||국짐당은 언제 해산되나요? 보기만 해도 토하고 싶어집니다.|||나는 시계를 원해요.|||제발, 제발.|||아, 소식이 맘에 드네요. 나는 당신을 지원합니다. 감사합니다. 궁금했는데 정말 좋았어요.|||아 청와대 축하드려요 영광입니다 오마이뉴스ㅡㅡㅡㅡㅡㅡㅡㅡ|||쿨 오 마이 TV|||나는 동의한다|||나는 시계를 원한다|||민주당은 80년 동안 썩어빠진 사법제도 개선을 위한 입법을 멈추지 말고, 5년 안에 정권을 잃지 않으려면 5년 동안 불도저처럼 밀어붙여야 한다. 5년 안에 권력을 잃지 않으려면 썩은 도구, 가짜 보수, 비리, 비리, 공직 엘리트 잔당을 척결해야 한다!|||이재명대통령시계..가격, 서민가격. 원하는 사람들이 손목시계를 착용할 수 있도록 저렴한 가격으로 만들고 싶습니다.|||나는 시계를 원한다|||우리 청와대 관계자 여러분, 맡은 바 최선을 다해주시기 바랍니다. 나는 당신을 지원합니다. 우상호는 빨리 퇴출시켜야 한다.|||시계 좀 주세요",0,0
E03u8MckZlM,"유시민, 청와대 단편 '오마이TV'에 보내는 모든 메시지 도청 검토해야","위기경보에 동의합니다! 지방선거 패배는 한순간이다! 반란을 더 많이 내려다볼수록 더 많은 것을 잃게 될 것입니다.|||우리는 유시민의 조언을 들어야 한다.|||그렇습니다. 반란군에게 사기를 당하지 않도록 항상 조심해야 합니다. 그들은 못생겼다!!!!|||유 작가님 말씀이 맞습니다. 우리 언론은 늘 민주정부를 폄하할 기회를 모색해 왔습니다. 과거에도 지금도 언론개혁이 필요하다.|||민주당 방심하지 말고 항상 조심합시다!!!|||와 유시민 작가님이시군요. 좋아요.|||유시민 작가님의 존재가 큰 힘이 됩니다. 오래도록 큰 통찰력으로 이 시대를 이끌어가시기 바랍니다. 나는 당신을 존경합니다.|||여러분은 모릅니다. 영등포구 여의도는 100도 감청 지역이다. 청와대도 물론이다.|||이재명 정부가 도청해야 한다|||문재인 정부 시절 조중동이 비난을 많이 해서 평론가가 되겠다고 했고, 윤석렬에게 휘둘리면서도 거친 말 한마디도 하지 않았는데 왜 없던 문제를 만들고 비판한 걸까??? 당신이 아니더라도 김남국 문진석 문자메시지 논란은 조정동은 물론 진보 유튜버들까지 비난을 받고 있습니다!!!! 더 이상 아무것도 할 수 없다고 탈당한 사람에 대한 비난을 멈추고 장경태에게 탈당은커녕 민주당 전체에 해를 끼치고 있으니 탈당을 권유하라!!!! 장경태의 문제는 더 크고 현재진행형이다! 서울시장직을 고집하고 지방선거까지 버틴다면 서울시장선거는 대참사!!!|||젠장 정부가 일을 잘하고 있으니 감나라, 배나라라고 부르지 마세요!!!!|||인터넷 유튜버 미디어 3사가 청와대에 들어간 건 이번이 처음인데, 대통령이 직접 유튜브를 하고 있는데 왜 기성 언론에 둘러싸여 있다는 근거 없는 이야기를 하는 걸까요??? 친문 사태 때문에 물러나는 듯… 문재인 유튜브 채널에도 최강욱이 출연했다. 친문단체를 살리고 싶다면 잘하라고 조언해주세요!!!!! 아무 이유 없이 정부 도청이 확인도 안 되는 극단적 상황을 만들지 마세요!!!! 문자 유출은 국회의원 김남국이 아닌 문진석이 했다!! 당대표 책임이 더 큰거 아닌가요??? 이럴때 민주당이 뭘 잘하는걸까요??? 남북전쟁종식법 통과는커녕 발목만 붙잡고 있을 뿐입니다.|||내가 처리할 테니까 그냥 정청래한테 처리하라고 해라. 최강욱, 문재인이랑 유튜브만 하지 마세요.|||이재명 의원은 경기도지사조차 한계라는 평론가 수준이다.|||유시민의 정체가 드디어 밝혀졌다.|||준시민! 멧돼지 시대에는 나라가 망하지 않는다고 말했는데, 지금은 왜 이렇게 위험한가? 평산할아버지와 정말 인연이 깊은 것 같아요. 이제 나왔나요?|||유시민, 문재인, 수박 대위는 조국 얘기를 하지 않는다.",1,1
7kw-W9iYZ1g,정청래는 내란 근절을 강조한다. 독일 나치처럼 청산하세요! 내전전용법원으로 사법개혁!!!,"진정으로 내 것이 무엇인지에 대한 모든 세부 사항을 조사하고 영구적으로 법정에 제출하십시오.|||남북전쟁에 가담한 사람들은 엄벌에 처해야 한다.|||우리는 내전의 종식을 보장해야 합니다.|||정청래 의원님을 지지합니다.|||말만이 아닌 행동으로 실천해보세요!|||김병기 의원에게 휘둘리지 말고, 대표 자리를 걸고서라도 민주당을 개혁하자.|||잘하셨어요. 광주가 없었다면 민주주의도 없었을 것이라고 생각합니다. 힘내세요 정청래 의원님.|||정 대표. 수박님과 다른 분들의 노고에 감사드립니다. 내전이 해결될 때까지 빠른 조치가 필요합니다. 현장에서 천재 천재의 유무에 따라 차이가 있다.|||내전을 종식시키려면 말로만 하는 것인가? 권력이 있지만 그 권력을 쓰지 않으면 곧 자신들의 정치에 몰두해 내전재판과 판사 탄핵마저 미루게 될 것이다. 이들은 정청래 리더와 무슨 관계를 맺고 있는 걸까. 한심하다. 내전은 대통령과 국민만이 해결할 수 있는 것 같습니다.|||그렇죠 정청래 대표님 화이팅!!|||말만 하지 말고 행동으로 보여주세요. 말을 할 거면 입을 다물고 있으면 됩니다.|||좋아요! 나는 정청래를 강력히 지지한다.|||기운을 내다 ! 반군세력은 뿌리 뽑고 규탄해야 한다! 법원개혁도 마찬가지다!! 우리는 당신을 지지하고 지지합니다!|||대표님, 당내 수박은 완전히 청산되어야 합니다,,,|||내란영장 재판관인 내란심판부가 설치되지 않고, 제2특검도 없다면 민주당은 지방선거에서 패배하게 된다. 민주당은 국민이 원하지만 실천하지 않아 답답하다. 문제는 리더다.|||정청래를 지지한다|||특별한 희생에 대한 특별한 대우에 대해 이야기해 주셔서 감사합니다.|||정청래와 싸워 내란재판소 설립을 반대하는 자들을 처단하라.|||정청래 의원님, 초심을 잃지 말고 더욱 강하게 추진해 주십시오. 나는 당신을 지원합니다.|||말만 하지 말고 행동으로 옮겨라!|||저는 정청래 대표님을 존경합니다.|||정청래 의원님, 민주당의 수박에 흔들리지 마세요. 나는 당신을 지원합니다.|||저희 정청래 대표님이 말을 참 잘하시네요 ㅎㅎ|||큰 소리만 내지 말고, 시간낭비하지 말고, 사법개혁을 신속하고 바르게 진행하라... 모두에게 시간을 주면서 개혁하겠다는 겁니까? 지금까지 해온 이야기를 보면 용머리처럼 시작해서 지렁이 머리만한 크기도 안 되는 흐릿한 결말로 끝나는 꿈을 꿨는데 기억이 나지 않는 꿈으로 끝나는 것 같다...",1,1
3gao9Z-TPB4,"김어준의 겸손은 어렵다 뉴스팩토리 2025년 12월 10일 수요일 겸손 NSC, 홍사훈, 신용한, 김용남, 주진우, 박구용, 김영대, 필름팩토리 허들 텐밀희","영장판사와 고위판사 모두 수사하고 처벌해야 한다. 나는 항상 당신을 지원합니다.|||판사들이 법왜곡범죄에 강력히 반대하는 것은 우리 사회에서 사법부가 얼마나 불법적인 존재였는지를 반영하는 것이라고 생각합니다. 법대로만 판단하면 무슨 상관이겠습니까? 예를 들어 우리나라는 선진국 중에서 법왜곡범죄가 없는 유일한 나라라고 합니다. 선진국에서는 매년 여러 명의 판사가 법 왜곡 혐의로 처벌을 받고 있다. 겁쟁이의 말을 듣지 말고 민주주의를 지키기 위해 만들어져야 합니다.|||반란법원 설립은 필수다. 종합특별수사 GO|||김영대 공장장님과 사진을 더 이상 볼 수 없게 되어 너무 아쉽습니다... 고인의 명복을 빕니다.|||사법개혁이 아닌 법원개혁. 위헌이 아니라 위헌논쟁이다. 올바른 용어는 올바른 활동으로 이어집니다.|||5년째 해외 도피 중이던 계엄령 작성자 조현천 씨에게 법원 비리가 무죄를 선고했다. 이것은 내가 깊이 관여하고 있다는 느낌을 갖게 합니다.|||법을 왜곡하는 것을 범죄로 만들자. 심사위원들이 너무 싫어하기 때문에 꼭 필요합니다.|||조희대, 지귀연은 파면하고, 반란에 동조한 판사들은 철저히 조사하라!!!|||무슨 사연이 있는지, 고인의 명복을 빕니다. K-뮤직의 미래를 예측하는 탁월함에 감동받았으나 안타깝다.|||지렁이도 소금뿌리면 제일 심하게 꿈틀대는데 검찰도 사법도 지금 그런거같아.. 사법불란자들의 최후의 투쟁도 두렵지 않다!!! 국민은 반드시 승리할 것이다!!|||마약밀매 사건도 추가 특검에서 처리되길 바랍니다...!! 외압이 없었다는 게 말이 됩니까????|||나는 반란 재판소를 지지합니다. 계엄령이 다시 한 번 본격화되었습니다.|||뉴욕 추수감사절 퍼레이드에서 헌트리스 골든(Huntress Golden)을 보고 정말 기뻤습니다.|||법원 개혁. 그렇게 되면 한국은 세계 최고의 선진국 중 하나가 될 것입니다.|||뉴스 공장 재미|||공영방송국을 만들어 기차역이나 공공기관 구내식당에서 YTN 연합뉴스 대신 TV로 방송하고 싶습니다.|||김어준의 말장난, 천박한 오세훈은 펜처럼 폭소를 터트리는데, 이보다 더 완벽한 비유는 없다.|||법을 왜곡하는 범죄는 반드시 필요합니다. 사법부를 개혁해야 합니다. 민주적인 사법부가 필요하다.|||처음에는 선언적인 의미로 썼는데, 알면 알수록 맞는 말이라는 생각이 듭니다. 사법부는 반란의 리더이다!|||영장판사도 내전 동조자 아닌가?|||우리에게는 반란 재판소가 정말로 필요합니다.|||나줌씨는 마이크를 끄고 개인 마이크를 사용해서 말을 하더군요.. 와.. 안하무인이 국회를 비난하는군요.|||크리스마스 아침에 슬픈 소식을 들었습니다. 김영대 평론가의 겸허한 마지막 방송을 찾아서 글을 남겼습니다. K-POP에 대한 유쾌한 설명이 너무 좋았는데, 더 이상 들을 수 없다는 게 마음이 아프네요. 고인의 명복을 빕니다.|||김어준 공장장님, 옷이 너무 예뻐요. 매우 감사합니다!!|||김영대님, 고인의 명복을 빕니다...",1,1
Pu6tcDbej2c,홍사훈쇼를 기억하세요! 내전판결 없이는 지방선거도 없다!ㅣ김용민,"나는 내전을 청산하지 않고는 지방선거의 승리는 없다고 믿는다. 물론. 김용민 대표님. 기운을 내다. 의원님을 전적으로 지지하고 지지합니다!!|||청산만 잘하면 지방선거에서 승리할 수 있어요! 효능이 있고 그냥 달리는 것이 국민의 지지를 받습니다!!! 청산을 미룬 채 지방선거 승리를 꿈꾸는 것은 말도 안 된다.|||대통령의 좌절은 국민의 좌절이다.|||김용민 의원과 안민석 의원의 말이 100맞다.|||김용민 의원을 지지합니다. 내전 청산에 실패하면 민주당도 망한다… 내전특검, 종합특검으로 모든 걸 밝혀내고 처벌하자.|||김용민은 정말 좋은 사람이다. 당신은 믿음과 용기 없이는 할 수 없는 일을 하고 있습니다.|||나는 민주당 개혁파 김용민 의원을 지지한다.|||김용민이 최고야|||민주당 의원들은 정신을 차려야 한다. 지금 자유선거는 문제가 되지 않습니다.|||김용민 의원처럼 정직하고 정의와 국민만을 생각하는 의원들이 많아졌으면 좋겠습니다. 안민석 의원님, 오랜만에 뵙게 되어 반갑습니다.|||당신 말이 맞아요! 지방선거에서는 의원들이 다 자기 정치를 한다고 서로 물고 있다. 앞장서서 행동하는 김용민 의원을 응원합니다!|||의원이 많은 민주당은 내부 규범을 강화하고 쓰레기 정치인을 빨리 잡아야 한다!!!!|||내전의 완전한 근절이 최우선이다.|||안민석 의원님, 지지합니다. 경기도의 식구가 되기를 기도합니다. 나라를 발전시키는 데 큰 도움이 되어주시고, 우리 아이들이 덜 힘들게 할 수 있도록 해주세요.|||김용민 대표님, 감사하고 응원합니다.|||김용민 대표님 계속 부탁드립니다!! 나는 항상 당신을 지원합니다|||검찰·사법내란·국방부개혁·내란근절 잔재만 가득한 민주당에 다음은 없다!!!!!!!|||김용민 의원님, 늘 응원합니다. 민주당은 민심을 살펴야 한다.|||김용민, 안민석, 홍사훈 정의로운 행보 3인방! 나는 당신을 전적으로 지지합니다. 최근 광장에 나온 홍기자님 대단하십니다!!|||내전은 근절되어야 합니다. 지역 경주에서 승리하는 것이 가능합니다. 제발 액셀을 완전히 밟아주세요.|||안민석 대표의 말이 참 중요하다. 민주당 오해하지 마세요.|||역모에 대한 판결이 늦어지자 내란 동조자들이 항의해 조선처럼 역모로 즉결 처형됐다.|||김용민 의원님, 볼 때마다 마음이 안타깝습니다. 모르겠어요 뭔가 특별한 것 같아요. 항상 힘내세요!!|||김용민 의원을 가끔씩 보게 됐는데, 홍사훈 쇼가 재미있다. 안민석 의원은 좋은 사람이다. 나는 두 분 모두를 지지합니다.|||당신이 말한 것이 맞습니다. 반란을 진압하고 처벌하는 것입니다.",1,1
45Q7atcKLkY,"정준희 논밭, 심사위원 단합의 정점 조희대·천대엽 ㅣ2025년 12월 9일 화요일","오늘도 논을 통해 보내주신 격려가 제가 지치지 않으려는 의지를 키워줍니다.|||국민투표를 통해 현 법원 전체에 대한 불신임에 투표하고 싶습니다.|||진실을 알면 알수록 분노하는 사람들이 많아진다.|||오늘의 논은 최고로 내 마음속 깊이 스며듭니다. 매우 감사합니다|||지금 생각해보면 소위 판사라는 사람들이 가장 두려워하는 것은 폭력이다. 실제로 법을 두려워하지 않고.|||늘 그런 생각이 들지만 논은 늘 예리한 지성으로 품위 있게 비판한다. 감사합니다...|||이런 불의를 논리적인 말로 표현하지 못하는 답답함에 대한 답을 주는 좋은 프로그램!|||나쁜 법조인들과 기득권층은 김수영 시인의 풀잎처럼 누워 있는 것 같다. 정준희 교수님 감사합니다.|||그들이 그걸 들었으면 좋겠어|||나는 당신에게 크게 공감합니다. 감사합니다.|||그들은 우리를 그들의 세계에서 통제의 대상으로 인식하는 것 같습니다. 법에 대한 판단, 심지어 초콜릿 파이 한 개나 커피 동전 한 개라도 우리에게는 절대악입니다. 그들의 편차는 매우 관대할 수 있습니다.|||아이들이 누군가를 때리라고 말하며 싸우고 놀릴 때 실제로는 누군가를 때렸습니다. 이런 일이 발생하면 패배합니다. 때리기 전에 증거를 확보해야 합니다. 그들은 지금 구타당하려고 아우성치고 있습니다. 민주당은 차근차근 증거를 모아 한꺼번에 몰아내야 한다. 다시는 그런 짓을 하지 않도록 엄하게 질책하고 머리에 새겨야 합니다.|||안심이 됩니다.|||다시한번 강한 의지와 강철같은 마음을 지닌 용기가 필요할 때가 있습니다.. . 나는 깨어나 앞으로 나아가고 결국 극복할 것이다. 나는 그것을 실현할 것이다.|||사람들은 사법부를 믿을 수 없다고 말하는 사람들을 보면 자신들이 수천 달러의 세금을 받는 공직자라는 사실을 망각하고 그에 따라 행동한다.|||나는 숨을 죽이고 소름이 돋는 논리를 들었다.|||오늘도 감사했습니다.|||교수님 항상 감사합니다|||사람들은 위헌입니다. 법을 위협하는 자들은 법조 카르텔의 반민주적, 반헌법적, 범죄행위를 모두 쓸어버리고 사법부를 장악하고 민영화하는 만큼 개혁의 대상이다.|||하루를 마무리하며 논 소리를 들으니 마음이 편안해집니다. 내용이 우리를 화나게 하더라도 생각을 정리하는 데 도움이 됩니다. 현재의 문제는 장기적인 싸움이기 때문에 지치지 않고 오래 버티는 것이 중요하므로 그냥 일상생활의 일부로 삼도록 하겠습니다. 논을 오래오래 보관해주세요.|||오늘도 감사합니다|||공정성과 상식에 기반한 올바른 미디어가 널리 알려져야 합니다. 정준희 교수님 같은 분들이 계시다니 정말 큰 위로가 됩니다. 항상 감사합니다.|||정치에는 로맨스가 없습니다. 오직 역사의 심판만이 있을 뿐입니다. 그러나 역사는 승자의 기록이라는 점을 명심해야 하므로 반드시 승자가 되시기 바랍니다.|||오늘도 힘내자|||항상 고마워요",1,1
vHPMOk-4bZE,심사위원에 대한 지귀연의 가슴 뭉클한 말 연합뉴스TV,"판사들이 당신을 어떻게 쳐다보게 만들고 있나요?|||판사. 그들은 판사에 대해 어떻게 생각합니까? 모두 던져보세요.|||노상원은 사령관이 아닌 민간인이다.|||다시 분석하라고 하는데 불평이 나오네요 ㅋㅋㅋ 돈을 절약하고 AI를 사용해 판결을 내리자.|||아, 짜증난다. 귀가 썩어가는 것 같아요.|||지귀연님이 그렇게 만드셨네요 ㅡㅡ|||판사님들은 어떻게 생각하시나요? 현장에서 전하는 지귀연의 가슴 뭉클한 말 연합뉴스TV 연합뉴스TV 이 제목은 누가 지었나요? 내용을 안읽으면 지귀연이 심각한 말을 한거겠죠??? 기자님, 보시면 어느 부분이 가장 심각한가요??? 언론을 가장한 기업의 개혁이 정말 시급합니다.|||×음식|||극우 유튜버급 변호사이자 능지판사|||실패한 반란자들이 낙담하지 않는다면 법원에 분명히 문제가 있는 것이 아닌가? 사람들이 자신만의 단두대를 만들어야 할까요? 어떻게 법정을 그렇게 우스꽝스럽게 만들 수 있습니까? .|||왜, 너한테 보여주지 말았어야 했는데!|||남북전쟁 재판은 화려했다… 재판장은 예능 진행자 같다.|||판사님들은 어떻게 생각하시나요?? 응 넌 아니야|||당신의 재판을 지켜본 후 나는 판사를 조스라고 생각합니다.|||농담 아니었어?|||너 자신을 쉬워보이게 만들었더니 지금은 누구를 가르치고 있는 거지??|||무슨 얘기를 하는 건가요? 나는 그것을 듣고 싶지도 않습니다. 이건 법원 모독 아닌가요?|||무슨 말을 하고 싶은데요? 지귀연씨가 한 말은 판사를 무시해야 하는가가 아니라 공정한 판결을 내릴 것이기 때문에 걱정하지 말라는 것입니다.|||이미지이거 누가 만든거야????? 귀연이의 키자니아 체험을 보며 전국민이 스트레스를 받고 있습니다.|||내란재판소를 설립해선 안 된다는 여론을 끌어내기 위해 지귀연을 정의로운 판사로 내세우려는 연합뉴스의 눈물겨운 노력.|||지입니다!! 노래방인가요? 중학교 졸업생인 나도 너희들을 보면 한심하다.|||다만 지귀연 때문에 사법부에 대한 불신이 더욱 커졌다는 점을 기억해주세요. 정신을 차리고 결정을 내리십시오. 사람들이 지켜보고 있습니다.|||판사님들은 어떻게 생각하시나요?? 수비팀은 심판을 전혀 모르는 것 같죠??|||판사는 지귀연인가?|||지귀연 재판 방송을 보면서 판사님이 얼마나 웃기신지 깨달았습니다. 지귀연 씨가 국민들에게 진실을 알린 것은 매우 의미 있는 일이라고 생각합니다. 우리나라도 재판 결과가 판사의 운이나 의지에 좌우되지 않도록 배심원 제도가 필요하다는 사실을 깨닫게 됐다.",1,1
Q6xI2fgZbyw,"오늘자 통일교 윤영호 추가 폭로 없어, 여야 가리지 않고 조사 연합뉴스TV","여야 모두 공정해야 한다|||통일교에서 돈을 빼돌린 야당 여성 의원들. 조사해서 잡고 집어넣으세요.|||이재명 특검은 통일교와 마찬가지로 여야에 돈을 줬지만, 재명 특검은 여당은 수사하지 않고 야당만 수색했다. 웃긴 건 재명이 특검이라는 사실이다.",0,1
ynCKIg76Qhk,"통일교를 때리던 전재수, 의혹에 충격! 실명까지 포함되어 있나요?! 정말 미쳤어요! 박상규 시사평론가 굿모닝코리아","인터넷TV 신규 가입시 최대 48명, 이동통신사 변경시 최대 30명, 정수기 렌탈시 최대 30명 총 108만원 혜택! 타사보다 혜택이 적을 경우 차액 150% 보장 https abit.ly 89klwr|||가장 무서운 것은 처벌받을 사람들이다. 인간이라고 하는데 정말 대단해요. 사람들은 모두 바보입니다.|||국회를 해산하고 시의원과 구의원도 조사하라.|||국민단체의 일원이 되어 특별수사팀과 함께 특별수사를 진행하세요.|||조사하다|||인민기 특별조사는 국민의 명령이다.|||통일교에서 금품을 받은 사람들을 모두 특검 조사해 주십시오. 특검 수사를 은폐한 사람들을 특별 조사해 주십시오.|||한심한 놈들아.|||특검은 특검을 받아야 한다.|||정치인들은 국민의 세금으로 월급을 받으며 국가와 국민을 위해 일했습니다. 이게 나라인가요? 사람들은 그들을 개와 돼지처럼 대했습니다. 특검을 만들어 연예·종교·카르텔 수사하라.|||통일교회가 해산되면 이신명 더불어민주당도 해산되는 게 맞다. 종교의 자유는 법적으로 보장됩니다.|||나 자신을 너무 자책하고 있는 것 같아요!|||전재수! 이제 시계로 돈을 받는 시대는 언제인가요? 논에 버리지 말고 꼭 점검을 받아보세요.|||법을 어긴 사람이 법을 얘기하고 있다는 게 충격적이다.|||개혁은 이재명부터 시작해야 한다.|||특검, 특검. 통일교회가 돈을 받았다고 하니 통일교회를 해체해야 합니다. 4개 범죄 혐의로 체포|||박상규님, 소중한 리뷰 감사드립니다.|||전재수의 정치는 부산에서 끝났다.|||전재수는 장관 자격이 없다. 그의 정치생명은 끝났다. 특검을 전부 수사해서 체포하라.|||특별조사가 필요하다!!!|||아마도 관련이 없을 수도 있습니다. 돈이 필요합니다.|||한겨레신문이 보도했다. 이제 세상은 제 발로 설 것입니다. 화이팅, 한겨레신문.|||정치인들이 매일 뉴스에 나오는 일들만 생각한다면 나라 발전을 위해 무슨 일을 하겠느냐? 너무 한심해요|||겉과 속이 다른 뻔뻔한 사람들, 이제 종말이 다가왔습니다.|||어디로 가라앉고 있는지",0,1
HrpAI2QkWFk,"뉴스 하이킥 반란 재판, 통일교 게이트, 백해룡 수사… 이동형의 진단은? 이동형, MBC 251210 방송","특수 마약 수사가 필요하다.|||마약수사가 무산됐다는 의혹은 비판할 영역이 아니다.|||마약이 대량으로 도착했다는 사실! 사정은 있는데 처벌받은 사람은 없나요?? 사실!|||청와대에 청원해야 할 것 같습니다. 마약사건 특별수사. 국민이 해야 합니다.|||의심스러운 사건에 대해 수사기관이 수사기관에서 제대로 된 압수수색조차 하지 않고 완전 무죄를 선고하는 것이 가능한 일인가? 난 더 이상 그런 짓 안 해|||특검으로 가야지 검찰에 맡길 수는 없다.|||요점은 인천세관을 통해 수십 킬로미터의 마약이 국내로 들어왔는데, 마약범죄자들이 이 일을 혼자서 했을까?|||댓글이 정상이라 다행이네요. 진실을 숨기려고 한 사람에게 이상한 사람이라는 꼬리표를 붙이려고 합니다.|||이렇게 대량으로 수십 차례 마약이 들어오는 사실을 세관이 몰랐다면 정말 한국 세관에 문제가 있는 것 아닌가?! 그렇다면 관세청 직원과 상사 모두를 처벌하고 징계해야 합니다! 하지만 징계를 받았다는 말은 들어본 적이 없습니다.|||마약사범이 손가락을 몸에 감고 보안검색대를 통과한 사례가 한두 건이 넘는다는 게 말이 된다고 생각하시나요? 수사검사들이 수사하는 척만 하고 제대로 하지 않아서 무죄를 선고받는 것 아닌가?|||실체가 없나요? 그럼 그 약이 세관을 통과하지 못했다는 뜻인가요??|||이동형은 비판받아야 한다.|||이에 대해 특별 조사를 해야 합니다. 양쪽을 모두 덮으려고 합니다. 냄새가 진동한다|||압수한 마약은 밀가루였고, 보도된 CCTV 영상은 복제물이었다?? 확증편향 때문?? 수사팀이 해체되어 강등됐다는 것은 착각인가??|||그럴 필요도 없고, 당시 지목됐던 세관원들이 휴대폰을 교체했다는 게 그 증거다.|||백해룡 조사단은 왜 해체됐나? 조사를 계속한 조직은 왜 아무 것도 발견하지 못했나요? 누가 기본적인 질문에도 대답하지 않고 은폐하려고 합니까?|||이는 국가와 국민의 미래가 달린 마약 문제다. 우리는 그것을 그냥 무시할 수 없습니다. 특검으로 가야한다!!!|||백해룡에게 조사 권한을 부여해야 합니다!|||아니, 마약 수사 내용을 공개하려고 하는데 다들 쉿 소리를 내며 막고 있는 거겠죠? 정말 놀랍다|||어느 날 갑자기 하늘에서 마약이 떨어졌습니다.|||몸에 약을 붙인 채 세관을 통과했다고 들었습니다. 이것은 사실이다. 그게 가능합니까? 누군가 문을 활짝 열어서 들어왔고, 수사 외부의 압력으로 백해용선은 강등됐다!!! 검찰을 믿으시나요? 임은정은 정의로운 척, 검사였다.|||확증편향은 모바일형인거 같은데..|||동형아, 법사위 구성이 너무 강경하다? 와, 말도 안 돼요. 국민이 원하는 게 바로 동형아.|||이건 말도 안 돼요. 확증편향의 증거가 있다고 생각하시나요? 왜 차단하고 있나요?|||들어온 것은 사실이다",1,1
