url,title,comment
tL5GuDhRjD0,"생방송 속보 속보 광주 경찰, 전광훈 목사 조사 2023.05.01","5.18 목록을 공개합니다.|||5.18 명단 공개!!!|||전광훈목사님 힘내세요!|||기도합시다. 개와 돼지는 자신이 원하는 것을 하지 않습니다. 애국자들이 일어나자. 전 목사님을 보호합시다.|||국민의힘은 역사적 사실조차 지키지 못한다. 자유통일당이 국회에 들어가는 게 답이다.|||전광훈 목사의 광주역 연설 중 가장 유명한 것은 감동적이고 역사적 의미가 크다.|||주님, 저희 광훈 전 목사님을 지켜주시고 지켜주소서.|||좌편향 보도언론이 썩었다. 안타깝네요.|||중앙선거관리위원회와 여론조사 기관을 조사해야 한다. 저는 자유통일당만을 지지합니다.|||자유통일당 투쟁. 신 의원님 화이팅입니다!|||진실이 지배하는 나라에는 언제 우리가 올 것인가?|||나는 항상 당신을 지원합니다|||공정하고 공정하다면 5월 18일 목록을 공개하세요.|||너무 화가 나고, 모든 게 너무 답답하고, 눈물이 납니다.|||애국하는 마음으로 10만원씩 기부합시다.|||자신감을 갖고 응원하겠습니다.|||자유통일당 국회 70석 자유마을로 화이팅 합시다!|||애국시민 모두 광주경찰서로 모여들자. 이제 5.18은 더 이상 성역으로 볼 수 없습니다.|||518개 목록|||전라도 조사에 반대하며 기도하겠습니다.|||광주경찰은 대한민국의 경찰인가?|||주여, 애국자들만 속이고 부당한 대우를 받는 이 세상을 살려주소서.|||꼭 이겨내자|||국력이 제정신이 아니다.|||이 나라를 살릴 분은 전광훈 목사님이십니다."
F4RmdRcnwVo,"생방송 차범근 아내의 충격 발언이 당황스럽고, 긴급하다! 부정선거 영상 또 발견! 속보 이재명, 간첩 적발 2024.01.31","사전투표는 없어야 한다|||그런 범죄자를 체포하지 않고 어떻게 합니까? 사형 선고입니다.|||차범이는 북한에 가서 나라에 보답할 수 있다.|||사전투표를 위해 전자개표기를 없애세요. 당일 투표하고 현장에서 개표합니다. 대만처럼 하세요. 투표소 직원의 개인 도장을 인쇄하는 대신 직접 도장을 찍으세요.|||사전투표는 폐지되어야 하며 투표수는 직접 집계되어야 합니다.|||나는 더 이상 차범근과 그 아내를 좋아하지 않는다. 노골적으로 선거를 조작하고 있습니다. 조사해서 엄벌에 처해야 합니다.|||차씨네 집에서 사진을 찍었다고 하더군요. 당신은 미쳤어요. 사전투표를 폐지하고 개표합니다.|||미리 투표하지 말고, 실생활에서 투표합시다. 그들을 내버려두셨나요? 그들은 감옥에 보내져야 합니다.|||이것이 한국의 선거관리 방식입니다!! 사전투표는 폐지되어야 합니다.|||스탬프를 꼭 지참하시고 꼭 스탬프를 찍어 투표해주세요. 대표님, 부정선거 예방을 꼭 해주시기 바랍니다.|||정부는 왜 경찰을 동원해 철저하게 감시하지 못하는가!!!|||허가받은 부부위조집단입니다. 위조 서류를 가지고 대학에 가고, 장학금을 받고, 뻔뻔함은 하늘을 찌릅니다.|||사장님 말씀이 100% 맞습니다. 차두리조차 본 적이 없다.|||이원석 검찰총장은 자리를 지켜주시기 바랍니다. 대중의 기대가 크다. 나는 당신이 실망하지 않기를 바랍니다.|||우리나라 법은 어떤가요? 불만을 제기해야 합니까? 경찰이 보고만 있는 걸까요? 이럴거면 우리는 왜 선거를 하는 걸까요?|||차범근. 나는 좌파 중의 좌파이다.|||총선 기간에도 투표함을 확인하고 투표해야 합니다.|||국민의힘은 너무 무능하다. 한동운 위윈장 정신 차리고 이런 사기를 빨리 잡아주세요.|||총선에서. 이기자, 이기자. 승리하자|||사전투표를 없애고, 수동으로 투표수를 집계해야 합니다. 국민의당은 정말 짜증난다.|||그는 배불리 먹는 자의 배고픔을 모르는 오만한 사람이다.|||부정선거 엄중히 처벌해 주세요.|||이들을 협박했다는 이유로 중앙선거관리위원회에 신고하고 이들을 박살내야 한다. 나쁜 사람들, 악한 사람들이 아닌가?|||너무 터무니없어요. 말로만 듣던 부정선거 사진을 보니 너무 황당하네요. 솔직하게 말해야 해요.|||CEO가 그랬어요."
EBOd1FyXzkg,국자!!! 석동현의 KBS 연설은 폭동이었다!,"뿌듯하고 기분이 상쾌해요.|||기분이 상쾌해요. 화이팅.|||자유통일당은 국회에 더 자주 진출해야 한다. 화이팅하세요 석변호사님!|||비례정당과 자유통일당만 있을 뿐입니다. 나는 당신을 지원합니다. 석 후보 파이팅.|||자유통일당은 무조건 국회에 보내자.|||감동받았어요! 감사합니다 감사합니다|||미리 투표하지 맙시다. 당일 투표합시다.|||훌륭한 연설이었습니다. 저는 석동현 변호사가 대단한 사람이라고 생각했어요.|||그것을 위해 가십시오|||이기다|||석동현 변호사까지 국력공천에서 제외된 것은 충격적이다. 꼭 국회에 들어가 나라를 지켜주세요.|||4월 10일을 하나님의 날, 윤석열의 날, 전광훈의 날로 지정했습니다. 자유로운 대한민국 만세|||진정으로 나라와 민족을 위해 애쓰실 자유통일당 비례대표님을 응원합니다!!!!!!|||자유통일당이 승리합니다. 기적. 4.10 총선에서 국회의원 입성을 기원합니다!|||저는 석동현 후보의 말에 동의합니다. 광화문 보수 애국지사분들께 감사드립니다. 여러분의 노고에 감사드립니다. 저는 제2선거구 비례8대 의원을 지지합니다.|||나는 석동현을 응원한다. 우리는 승리할 것이다.|||석동현 후보는 자유통일당에 당선, 승리, 승리, 승리한다.|||이번 총선에도 하나님의 자비의 손길이 함께 하시길 기도합니다.|||100은 정확하고 올바른 단어에 동의합니다|||나는 석동현을 지지한다.|||투쟁하는 석동혁 후보님, 꼭 국회에 들어가셔서 윤석열 총장을 지켜주십시오.|||승리하려면 투표해야 합니다. 윤 총장이 국정을 잘 운영할 수 있도록 투표하는 게 답이다.|||저는 석동현 자유통일당을 강력히 지지합니다. 그들은 반드시 승리해야 합니다.|||저는 석동현 변호사를 진심으로 지지합니다.|||와와와와 석동현변호사! 당신은 훌륭해요. 당신은 정말 대단해요. 당신은 최고입니다. 집을 떠난 토끼들은 오랜만에 안도감을 느낍니다. 반드시 비례 8번에 투표하겠습니다. 마음을 녹여 나가서 투표하게 하셨습니다."
Usktxggcn3U,생방송 윤석열의 큰 결심이 미쳤다 2024.05.26,"신한수는 정말 애국이고 최고입니다.|||대표님 감사하고 사랑해요|||진리를 향해 나아가는 신 대표님과 전광훈 목사님에게 하나님의 은혜와 역사하시는 손길이 함께 하시길 믿습니다.|||신 대표님은 진정한 애국자이십니다. 그것을 위해 가십시오|||화이팅하세요 신대표님. 신 의원이 있기에 자유대한민국의 미래에 대한 희망이 있습니다. 우리 모두 부정선거 진상을 규명하고 정의로운 나라로서 자유로운 대한민국을 다시 세워야 합니다.|||신 대표님, 잘 지내세요. 어렵더라도 정의와 진실은 반드시 승리할 것입니다. 강하고 담대하며 힘과 용기를 갖고 최선을 다하면 반드시 승리할 것입니다. 감사합니다.|||부정선거 적발이 답이다|||신 대표님, 정말 올바른 판단을 해주셔서 감사드립니다. 조금만 더 힘내시고 인내심을 가지세요. 하나님께서 처리하실 것입니다. 언제나처럼 노고에 진심으로 감사드립니다.|||신 대표님 힘내세요. 당신은 애국세력의 지원을 받습니다.|||신혜식 대표님 말씀이 맞습니다. 당신은 매우 좌절하고 화가 났을 것입니다. 무지한 시민의 한 사람으로서 저도 속상합니다.|||대포씨, 국민청원에 대해 빠르게 홍보해 주세요. 우리 모두 서명하여 부정선거에 맞서 승리합시다.|||그래도 선생님은 나라를 구하고 계십니다. 모든 환경이 최악이지만. 오직. 한국의 경우. 기운을 내다. 나는 당신을 응원합니다|||신혜식 대표님 힘내세요. 끝을 보고 앞으로 달려가겠습니다. 우리는 광화문운동장에서 외치는 투지와 전투력으로 힘과 자신감을 얻겠습니다. 결코 약해지지 마십시오. 우리는 끝까지 당신을 지원합니다.|||한동훈은 독선적이고 배은망덕하며 당대표는 터무니없다. 홍준표 시장님, 신홍철기 의원님, 진심으로 응원합니다.|||원희룡 대표가 답이다.|||국민의당을 즉각 해산하고 진정한 우익정당을 만들어라!|||신 의원님, 이번 선거 부정은 반드시 밝혀지고 관련자들은 모두 처벌받아야 합니다. 이에 최전선에서 투쟁하시는 대표님께 감사드리며, 전 목사님을 중심으로 애국우익들이 하나되어 반드시 승리하게 하소서.|||장시호 녹취록과 태블릿PC의 진위 여부는 언제쯤 조사할 수 있을지 궁금하다.|||윤성열씨, 우리는 중대한 결정을 내려야 합니다. 우파들이 분개할 수 있는 정치를 해주세요.|||한동훈은 국민의힘에서 제명되어야 합니다.|||원희룡이 당대표가 되어야 한다.|||오세훈은 박원순보다 광화문 집회를 더 많이 막았다. 국력이 썩어버렸습니다.|||감사원장 시절에는 그럴듯해 보였는데 정치를 하는 모습, 이준석과 한동훈을 옹호하는 모습을 보면 정치에 소질이 없는 것 같다.|||원희룡이 나왔으면 좋겠다.|||한동훈은 아웃됐다."
TmodbMNn-zs,생방송 윤석열이 비례공천에 분노하다! 2024.03.18,"전광훈 목사님, 분명히 보셨습니다. 한동훈이 그러면 안 된다고 하더군요.|||자유통은 일일요금을 내야해요.|||이렇게 공천을 하고 나면 나라의 힘으로 무엇을 해야 합니까?|||행위 자체에는 무게감이 없고 그냥 셀카만 찍는데, 아이뿐만 아니라 총선 걱정도 되네요.|||도태우가 당선된다면 차기 대선을 올리자.|||사임하고 다시 지명|||저번에는 김형오가 망쳤고,, 이번엔 한동훈이 망쳤고,,,|||국민의힘이 무너지는 모습이 보입니다.|||한동훈 사퇴해라 진짜 보기 싫다|||한동훈의 욕심이 하늘을 찌른다. 사람들이 지켜보고 있습니다.|||빨리 대안을 만들어보자|||호랑이가 하루 동안은 무섭다는 속담이 사실이다.|||자유통일당. 나는 그것을 지지한다. 한동훈. 사직하다. 큰 실망|||신혜식 대표님의 판단은 매우 정확합니다. 정말 정치는 당신 같은 사람이 맡아야 한다고 생각해요.|||울음소리. 겨자를 먹습니다. 부산이에요. 국력에 투표하고 자유통일당에 입당하기로 결정합니다.|||그렇죠, 기어가다가 또 그런 게 기어들어와서 이런 난장판을 만들었어요.|||자유통일당과 함께 해결하자.|||자유우익 정당으로 뭉쳐 대통령도 자유우익 정당이 됐다.|||큰 그림은 좋지만 순진하든 어리석든 합리적인 것만 따릅니다. 아내 김경율.|||신혜식 대표님의 분석에 감동받았습니다.|||동성결혼을 지지하는 사람을 지명하고, 범죄자를 지명한다는 것은 충격적이다. 듣도 보도 못한 지명이다.|||한동훈이 빠졌네요. 기억력은 좋으나 지혜가 부족하고, 말과 행동이 가벼우며, 신중하지 못하며, 믿음이 없느니라.|||동훈은 포럼에 올 때마다 옷만 갈아입는 모델 같은 모습이다.|||신 대표님, 제가 직접 말씀드리겠습니다.|||김예지가 사라졌다..."
cvczjzQS2qg,라이브뉴스 한동훈-원희룡 비상대응팀 충돌 2023.12.14,"원희룡 장관님, 맞습니다. 총선에는 목숨을 걸어야 한다.|||그렇습니다. 전광훈 목사님은 진정한 애국선지자이십니다.|||자유통일당을 꼭 추천합니다. 전광훈 목사는 진보우파를 지지한다.|||김문수 회장 만세, 할렐루야 만세!|||한동훈 장관 대선까지 살려내야 합니다. 대선의 빛을 보자.|||원 장관, 전광훈 꼭 붙잡아라..그 사람이 대통령 된다.|||이수정님의 이야기에 대한 신대표님의 의견에 동의하고 동의합니다!!!|||준떡 포함이 취소된다면 원희룡씨를 지지합니다.|||한동훈과 원희룡도 그 중 한 명이다. 비상대책위원장이 되셔야 합니다|||김한길도 좋고, 인요한 도안, 원희룡도 좋고, 한동훈은 살려야 한다.|||원희룡 비대위원장님이 최고입니다. 그는 성실하고 이타적이며 추진력이 좋습니다.|||차기 회장은 반드시 한동훈이 되어야 한다.|||김문수 같은 분이 참석하면 좋을 것 같아요.|||한동훈 장관님과 원희룡 장관님, 국민 여러분 모두를 응원합니다. 힘을 모아주세요. 한동훈 장관이 국민 비례대표로 나선다.|||김기현-이준석 의원의 만남은 국민의당 의원들에게 큰 실망을 안겼다.|||원희룡 의원이 1번이다. 비대위원장은 당내 업무와 정치 경험이 있어야 한다.|||극한의 사람들의 힘. 윤석열 총장과 함께. 사람의 힘. 가아아아. 오른쪽으로 간다|||원희룡 장관, 한동훈 장관께서 함께 나라를 이끌어 주시기 바랍니다. 김한길은 절대 이런 짓을 하지 않을 것이다. 그래도 그 뿌리는 민주당이다. 원희룡 장관님, 한동훈 장관님의 건승을 빕니다.|||원희룡 비대위원장을 적극 추천합니다.|||원희룡 장관. 잘했어요 응원합니다|||원형룡 장관을 추천합니다. 정치 경험이 많으니 내년 총선에서 승리할 수 있을 것입니다.|||한 장관과 이사는 끝까지 서로 협력해야 살아남는다. 두 분 모두 소중한 인재입니다.|||비주장 원희룡, 전 주장 한동훈|||민주당의 김한길 의원이 아닙니다.|||원희룡 장관님, 정말 너무 훌륭하십니다. 사람들은 나를 신뢰하고 나는 당신을 사랑합니다. 감사합니다. 행운을 빌어요."
3UEUR8qQ4_s,문재인의 수상한 컵,"중국산? 북한에서 만든건가요? 왜 깨지나요? 토리라떼 내로남불은 왜 맨날 나오나요?|||계좌이체로 탈세… 국세청에 신고하면 신용카드는 남겨야 하는 것으로 알고 있습니다.|||통장 없이 은행 송금이 막혔어요.|||아니요, 그는 개밥을 사는데 돈이 아깝다고 생각하여 자신이 키우는 개들을 모두 다른 곳으로 보내고, 상업적인 목적으로 사용하고 있습니다. 그는 양심을 가져야 합니다.|||뇌파괴, 온가족, 뇌파괴, 돈의 노예, 죄만 짓는 죄인가족 집단|||커피도 살펴봐야 합니다. 믹스커피로 만들어서 6,800원에 파는거 아닌가요? 하하하.|||그는 심지어 대통령이 되었고 매우 다양합니다. 그 사람도 그렇게 살고 싶은지 궁금하네요. 한심하다.|||고소해서 신고하고 감옥에 가두자.|||넌 정말 독해|||대한민국 국민 여러분, 정신을 차리십시오.|||나는 정말로 그들을 그렇게 많이 보고 싶지 않습니다. 빨리 체포해야 합니다. 한국에서는 나방입니다. 거기 사는 사람들은 좋은 사람들이 아니거든요.|||당신은 돈에 미쳐있습니다. 일반인도 자영업자도 다 죽어가는데... 인간도 아니네요.|||처음부터 끝까지 다 불법이에요 ㅎㅎ 통장도 없이 돈을 입금하는 비법을 캐치하셨죠?|||어떤 커피가 6,800원인가요?|||대통령이 되어서도 잊혀진 사람으로 살고 싶은 사람. 지금 서점에서는 무슨 일이 일어나고 있나요? 나는 나의 국가적 명성이 부끄럽다.|||아직도 대한민국 국민을 따라해야 할 책임이 있다는 사실이 놀랍습니다!|||사람들이 세금만 내는 줄 알았는데 국세청에서 커피값도 올리나요?|||영업능력이 대단하시네요 ㅎㅎ 돈은 말하면 괜찮지? 커피 가격은 얼마인가요? 양산까지 가신 분들은 대우도 잘 해주시더라구요.|||쉽게 말하면 도둑이다.|||세금횡령 혐의로 기소|||전직 대통령이 사업가가 됐다. 잊혀진 삶을 살겠다고 했으나 지금은 목자로 살아가고 있습니다.|||돈독이 확고하다. 문 선생님, 그렇죠...|||그걸 깨뜨린 문재인, 나쁜 인간아! 내로남불 노래 가사의 일부입니다.|||그 변호사는 단순한 변호사가 아니라 뼛속까지 사업가였는가?|||나라 망쳐놓고 망친 놈들은 잘 지내네 ㅠㅠ 나라는 어쩌고? 31일 악천후로 민주노총이 큰 피해를 입길 바랍니다."
ivEXXuiVqVc,"생방송 한동훈, 김경율 사퇴하라 2024.02.10","신 대표님 말씀이 다 맞습니다. 매우 감사합니다!|||그는 사임해야 한다. 그 사람이 이 일을 못하게 막는 게 너무 화가 났어요.|||한동훈이 김경률을 속이는 이유는 김경률의 생각을 한동훈으로 대신해 건드리지 않고 코를 풀고 손에 피가 묻지 않게 하려는 것.|||신 대표님, 새해 복 많이 받으세요. 김경율은 사퇴해야 한다.|||강률은 가짜 우익이 아닌가? 빨리 사퇴해주세요.|||자유통일당 만세, 3월 1일 이승만 광장으로|||김경렬을 내버려두려는 한동훈의 의도가 더 의심스럽다. 당이 뭉쳐서 막아야 합니다. 총선이 코앞으로 다가왔습니다. 난리를 피워도. 나는 국가의 힘을 비판하고 싶지 않습니다. 모두. 반역자|||신 대표님, 새해 복 많이 받으세요. 새해에도 애국활동과 애국방송에 최선을 다해주시기 바랍니다.|||신 대표님, 잘 지내시죠. 비난을 받더라도 진실을 말하고, 고칠 것은 바로잡아야 합니다.|||한동훈, 무슨 생각으로 김경율 데려갔어??!!!!|||새해 복 많이 받으세요. 나는 당신을 응원합니다.|||“왜 말도 안 되는 소리를 하느냐”고 묻는 사람은 김준색이 아닌가?|||나는 이제부터 계속해서 소란을 피울 것이다. 나는 그것을 참을 수 없다.|||불행의 근원 한동훈은 사퇴해야 한다.|||네, 신 대표님을 존경합니다. 나는 이준석이 정치에 좋은 사람은 아니라고 생각한다. 어느 정당에 들어가든 준석을 내부적으로 비판할 줄만 아는 것이 그의 특기이다. 그 사람은 정치도 그만둔 사람이라 그렇게밖에 볼 수가 없어요.|||김경렬은 사퇴해야 한다.|||김경렬님 정말 화나네요. 한동훈 회장은 도대체 뭘 하고 있는 걸까?|||자유대한민국. 진정한 애국자입니다. 모든 사람. 행복하다. 설명 조항. 보내다|||우익 그룹. 김경률 사퇴를 위한 강력한 집회를 열어야 한다. 한동훈은 더욱 불쾌하다. 이 두 사람은 모두 사임해야 합니다.|||신의한수 대표님, 새해 복 많이 받으세요. 행운을 빌어요.|||신 대표님, 새해 복 많이 받으시고 늘 건강하세요. 티셔츠 색깔이 너무 멋지네요.|||왜 한동훈이 김경율에게 끌려다니는지 모르겠다. 이유가 있나요?|||신 대표님, 어떻게 생각하시나요? 나는 당신에게 100% 동의합니다. 이번 사태의 모든 책임은 한동훈에게 있다. !!|||나는 잘 지내고 있다. 한 대표는 선거 이후 청산될 예정이다. 이기심과 배신의 대명사.|||경율이를 빨리 해고해야 합니다. 그는 여전히 좌파들과 뿌리 깊게 연관되어 있습니다. 당신은 제정신입니까? 비상대장이라는 이유만으로 국가의 권력을 망치려고 하는 겁니까?"
ssX0fYKnOXM,"현장방송 신혜식, 배신자 한동훈 아웃! 2024.07.04","나는 항상 당신을 지원합니다|||단결하자. 승리를 위해 단결합시다.|||신 대표님. 단어. 맹렬히. 나는 동의한다|||산회장님, 할 말씀이 많습니다.|||815함께하자|||역시 전광훈 목사님과 영응님의 최고 원희령님이|||그렇죠, 페이스풀넘버 신혜식 대표님이 맞습니다. 당신은 모든 말에 옳습니다. 나는 당신을 존경합니다. 페이스풀넘버 신혜식 대표님이 진정한 애국자이십니다. 그것은 내 눈에 눈물을 흘리게 한다. 좋아요. 페이스풀넘버 신혜식 대표님이 진정한 애국자이십니다. 당신은 정말로 나라를 사랑합니다. 당신은 최고입니다. 당신은 이 시대의 보물입니다. 당신은 괜찮습니다. 나는 당신을 존경합니다.|||신혜식 대표님, 정말 연설을 잘 하십니다.|||저는 패트리어트 신 의원의 연설을 적극 지지하고 지지합니다.|||그렇죠, 신 대표님.|||신 대표님. 단어. 도. 당신 말이 맞아요|||애국투사 전광훈 목사님, 눈물이 납니다. 기운을 내다! 화이팅!!|||사람을 볼 줄 모르는 것보다 배신감에 휩싸인 채 거기 앉아 있는 것이 더 나쁘다.|||전광훈목사님을 존경하고, 신혜식 대표님께 감사드립니다. 이런 정보를 70대 노인들도 알 수 있도록 널리, 빠르게 공유해야 합니다.|||추 국회의원 뺑소니에도 불구하고 한동훈 전 대표가 정신을 잃고 있는지 국민의힘이 대책을 세워보자.|||대한민국을 살리는 자유한국당입니다.|||신 대표님, 연설이 가장 좋습니다. 존경하고 사랑합니다 ㅡ ㅡ 신혜식 대표님 ㅡ 윤성열 대표님 뭐하시는 분이신가요 ㅡ ㅡ 방송을 허락해주세요 ㅡ|||문재인은 왜 이재명을 체포하지 않았는가?|||존경하는 전광훈 목사님, 감사합니다. 죽어가는 자유대한민국의 빛이 되기를 진심으로 바랍니다.|||신대표님 항상 감사드립니다.|||한동훈.... 이 사람 진짜 별로다........|||동의하고 지지합니다. 배신자가 아니다|||최곱페 대표님은 천재이십니다.|||전광훈목사님, 건강하시길 기원합니다.|||검찰은 왜 범죄자를 모욕하고 비판해야 하는가?"
MnHwIg2PUA4,생방송 자통탕 0표 지방양심선언 폭발 2024.04.30,"와, 정말 놀랍습니다. 이제 국민들이 가만히 앉아 있을 것 같지는 않습니다. 목숨을 걸고 싸워야 하는 상황이 올 것 같아요. 저 역시 무종교, 무 지지 정당으로 중립을 지키고 있지만, 이제는 가만히 있을 수 없을 것 같습니다. 저는 광화문에 가본 적이 없는데 이제는 꼭 나가겠습니다. 나는 더 이상 가만히 앉아 있지 않을 것이다. 그리고 전광훈님, 신혜식님 외 많은 애국선생님들이 정말 고생 많으십니다. 감사합니다. 적극 지원하겠습니다. 저도 기독교를 믿어볼까 생각중입니다.|||이번 부정선거에 가담한 사람들을 반드시 밝혀내고 법에 따라 최대한 처벌해야 합니다.|||말도 안되는 소리입니다, 주님, 분명히 해 주십시오.|||중앙선거관리위원회를 구속하고 기습수사에 착수해야 한다. 대통령은 특단의 조치를 취해야 한다.|||와, 알고 보니. 자유 마을을 위해 싸우세요.|||우리는 투표에서 이겼지만 개표에서는 졌습니다. 진실을 철저히 밝히고 부정선거 관련자들을 엄중히 처벌하라.|||이번 선거도 지난 선거도 모두 부정선거이므로 반드시 뒤집어야 합니다. 대한민국을 바로 세우자.|||다 모아서 기자회견장에서 선거관리위원에게 보고해야 할까요??|||정확하게 조사해야 한다|||이번에도 성공하지 못하면 민주당과 영원히 독재를 이어갈 생각이냐?|||철저한 조사. 그는 엄중히 처벌받아야 합니다. 관련자. 모두. 견책. 그들은 사무실에서 제거되어야 합니다. 부정선거. 게임을 저장해야 해요.|||증거물은 한 달 안에 보존해야 한다고 하니 최대한 빨리 해주세요.|||부정선거 수사에 돈이 드나요? 철저한 조사를 해서 사기가 있는 것은 분명하지만 그 돈은 국가 돈으로 갚아야 한다.|||이타스형 국가가 걱정됩니다.|||그래도 신 대표님, 이 시대에 당신 같은 분이 계셔서 힘이 납니다. 뜨거운 것.|||전광훈 목사님 만세!!|||이제부터 투표확인증을 받아야 합니다. 이를 발행한 위원의 직위.|||사전투표를 종료하고 선거일을 2일로 합시다.|||한동훈, 겸허하게 반성한다.|||보지 않아도 괜찮습니다, 부정선거가 아니라면 괜찮죠? ㅡㅠㅠㅠ|||이번 기회에 부정선거를 근절해야 합니다.|||이번엔 중앙선거관리위원회를 해체하고 조사해야 한다.|||나도 찔렀다|||0표가 나올 리가 없습니다.|||나도 자통당 소속이다"
409STWVEfLg,생방송 한동훈 마포공직 출마! 2023.10.22,"이준석 김무성 유승민 역적은 나오지 않았으면 좋겠다.|||이를 갈고 있는 성준과 승민. 너무 짜증나.|||여러분의 노고에 감사드립니다. 선생님 항상 건강하세요.|||배신자 김무성, 유승민, 이준석, 하태경, 김성태|||윤석열 총장님, 김건희 여사님, 원희룡 장관님, 한동훈 법무부 장관님, 이원석 검찰총장님, 끝까지 응원합니다. 총선에서 당당하게 승리합시다. 힘내세요.|||김기현 사퇴를 요구하는 집회가 필요하다.|||신해식 대표님, 힘내세요!|||나오더라도 부정선거로 100% 패할 겁니다. 사전투표 전자개표 금지가 우선이다.|||하태경의 쇼에 국력이 휘둘려서는 안 된다. 하태경은 공천 후보에 언급조차 되지 않는 만큼 제명되어야 한다.|||조정훈 의원ㅡ.마포정 청내|||전체 팀을 구성해야합니다. 김기현은 싸울 생각이 없다.|||자유통일당과 함께 끝까지 경주를 완주하겠습니다.|||정청래가 먼저 아들을 교육해야 한다. 그 사람은 나중에 어떻게 처리할 수 있을까요? 쯧쯧쯧.|||세상이 돌아가는 방식은 똥이 똥을 만나는 것입니다. 기본은 변하지 않습니다.|||최선을 다하자|||자유우파의 마지막 선택인 자유통일당을 지지하기만 하면 된다.|||부정선거 언급으로 이를 막아주세요.|||한동훈 장관님, 승리를 위해 싸우겠습니다!|||김무성의 동료들이 또 그를 배신했다. 그를 두 번 배신하지 않는 방법은 없을까?|||박찬종 혁신위원회 위원장입니다.|||김기현과 이재명을 만날 수는 없다.|||김무성이 이준석과 손을 잡는 것은 아니지만 김기현과 이준석은 김무성의 심복이므로 그가 맡는다. 김기현도 거부할 수 없을 것 같다.|||나는 짜증이 나고 방향 감각을 잃습니다. 왜 우익이 좌익만큼 잘 할 수 없는지 이해가 안 됩니다. 이재명 구속 언제? 사람들은 왜 좌파를 좋아하는가?|||김기현 의원님, 준석님 먼저 해결해 주세요. 범죄의 이름은 결코 충족되지 않습니다. 범죄자들은 ​​언제부터 국민의 생계를 책임졌는가? 자신을 변호하는 것인지 모르고 뜯기고 싶어서 나를 만나려고 하는 겁니까? 나는 한숨만 쉴 수 있다.|||기현이 사임한다. 표를 계산하면 총선에서 승리하게 됩니다."
iuBAhInoUaM,"독립뉴스 생방송 전광훈, 평택에서 10만명 집결! 2025.07.26","광화문으로 집합하자.|||애국동지 만세|||행동할 시간입니다. 이제 행동할 때다.. 평택시민 모두 나와라.|||여러분의 노고에 감사드립니다. 대한민국 만세.|||시작은 미약할지라도 끝은 창대할 것입니다. 대한민국 만세!!!!!|||사랑하는 애국자 여러분, 더운 날씨에 조국을 위해 애쓰시고 계십니다. 미군 철수는 금물이다.|||이 더위에 당신은 대단합니다. 감사합니다. 감사합니다. 누가 뭐래도 미국은 은혜의 나라입니다. 예상대로 강력한 합성력이 든든하다.|||너무 더워서|||나는 울고 있다. 함께 할 수 없어서 다행이에요.|||이 더위에 나라를 위해. 전광훈목사님 수고 많으셨습니다! 사랑합니다, 애국시민 여러분.|||인디펜던트 신혜식 대표님, 이선범 기자님, 관계자 여러분, 노고에 감사드립니다. 여러분의 노고에 감사드립니다.|||전광훈 목사님, 애국시민이 되어주셔서 감사합니다. 날씨가 더우니 건강 조심하시기 바랍니다. 윤어게인|||단결하자, 싸우자, 승리하자, 승리할 것이다. 진실이 당신을 자유롭게 할 것입니다. 광화문에 1000만명을 모으자.|||너무 감동받고 눈물이 납니다. 주한미군 여러분, 함께 가세요|||상상대학교 교수님, 사회를 돌보시느라 늘 힘드시죠. 기운을 내다. 하나님께서 당신을 도와주시기를 기도합니다. 기운을 내다.|||황정선 장군님, 항상 명확하고 정확하게 알려주셔서 너무 감사드립니다. 기운을 내다. 큰소리로 외치니 하나님이 기뻐하십니다. 자유를 지켜주시고, 자유민주주의 대한민국을 굳건히 지켜주시길 바랍니다.|||미군 철수. 미군 철수는 절대 아니다. 우리 대한민국을 지켜주세요. 우리를 보호해주세요.|||한미군 철수에 맞서 한미동맹을 강화하라!!|||종교단체에 감사의 말씀을 드립니다. 윤 총장님, 원상복구해야 합니다. 윤 총장님, 건강하시고, 이 무더위를 잘 이겨내시기를 빕니다. 나는 애국지사 여러분이 대한민국을 본연의 모습으로 회복시켜 주실 것이라고 믿습니다.|||전광훈 애국목사 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ|||전광훈목사님의 건강하신 모습을 보니 반갑습니다. 몸이 좋지 않으신지 걱정이 되었지만, 끝까지 건강하시고 자유우익을 이끌어 가며 대한민국을 지켜주시길 바랍니다.|||신혜식 대표, 이선범 기자, 우동균 기자, 이병준 기자, 홍철기 기자, 박완석 기자를 응원합니다.|||나는 미군 철수를 절대 반대한다.|||나는 미군 철수를 반대한다|||미군 철수를 반대하는 여러분의 노고에 감사드립니다."
