url,title,comment
OOgt6cfz6Mc,"윤한헌, 장동혁","사과할 필요가 없다|||부정부패에 휘말린 공직자는 3대가 공무직에 나가는 방법을 만들지 않으면 부정부패가 사라집니다 그레야 대동세계가 됩니다|||아니요, 아니요, 그렇지 않습니다...|||늦었다!|||진국민의 힘이 선거가 다가오기 때문에. 똥이 불타"
gLrpPtS5fOw,촛불 행동 구봉기기 고양이에게 물고기를 맡긴 폼지기용 모든 권한 박탈하고 내란전속재판부로 강제이관!,"정보제공 윤석렬 경찰 123 계엄전 촛불집회 후원금 명부경찰이 계좌 전원 쳤다 반국가 세력으로 운전해 죽이고|||초부진의 의견에 적극적으로 찬성|||내란범은 반드시 싹트고 척색해야 한다. 이제 사법부는 공중분해시켜 주십시오.|||내란범 내 난당 모조 정리 대상입니다 응원합니다|||하지 마십시오. 처벌해야합니다!|||올바른 말입니다 !!!!!! 민주당 의원에게 물어보십시오!|||매우 당연한 말|||그것은 민주당이 모이는지,|||조희대.|||지기영은 법해석을 바꾸어 시간계산으로 잘못된 판결을 내렸다. 아무도 책임을지지 않습니다. 지경영이 다시 법왜곡해 미친 판결을 할 수도 있다. 그것은 막아야 한다.|||아직 내란자 중 아무도 처벌받은 사람이 없다는 것 자체가 큰 문제인 지금, 어떻게 돌아가고 있는가|||그 말이 딱입니다.|||적극적으로 찬성합니다. 촛불 행동 아자 아자!|||지경 저자는 내란자를 옹호하는 또 다른 내란자입니다.|||그저 한가롭게 해서 시원하게 하는 일은 없다.|||구 소장|||맞습니다.|||지경영에게 권한을 주면? 이것들이 미친가! 법사위 안녕하세요?????|||맞다|||맞다|||그 모질리들이 1년이 지나도록 질을 끌어당기고, 내란 종식을 말하고 있는 민주당은 제대로 일하지 않으면 내년 선거에 철수를 맞을 것이다. 이해하십니까?|||맞다"
CnWH8DOKhQ4,독일 모터스가 15년인 경우 내란은 무기징역,"사형의 대답이다!|||재산 압류해야 한다|||ㅎㅎㅎㅎㅎㅎㅎ|||사형|||150년|||잘 작동합니다.|||당연하지 않다.|||미차!|||오, 잘 만들었다! ㅎㅎㅎ|||큰 돌|||김건희의 말이라면 더 재미있을 것이다.|||18년만에 좋았던"
EnRyRb_5dkQ,윤석열 체포영장,"하나하나 찾아 전력벌|||파다!|||자, 빨리 모두 찾아서, 한 사람도 빠지지 않고 내란 죄인들에게 죄치를 확실히 받도록 해야 합니다.|||내란전당 재판부 서둘러|||엄벌하십시오|||새싹을 넣어야합니다.|||지가지욕을 한 사람|||조종동은 무감각할 수 있다.|||윤석열 당선 무효!|||도박 보드에서 승부를 걸었기 때문에 게임 가격을 물어야합니다.|||사법부와 검찰청은 아직 내란중! 기레기 미디어도 아직 내란중."
b5c66AkO85c,"생중계 정기 국회 마지막 날, 필리버스터의 운명은? 국회 본회의 12월 09일",난
tXqFbfRB3H8,국회 텐트 농성 장동혁 응모에 나선 초보자,"위대한 초보자 선생님을지지합니다.|||시원한|||정말 잘 작동했습니다.|||고생하세요.|||초보자의 존경|||백은정 선생님의 날씨도 추운데 나라와 국민을 위해 수고. 많이 있습니다. 건강을 위해 노력하십시오.|||초보자 덕분에 이번 겨울은 따뜻합니다.|||서울의 사운드 초보자 옥체 신중하게 보호하십시오.|||멋지다.|||ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ|||죄송합니다|||성인 감기에 조심하고 최선을 다합시다. 싸움|||서울의 사운드백은 전 선생님의 추위 속에서 언제나 매우 고생하고 있습니다.|||민주주의 독립투사 초보자는 언제나 응원|||초보자 파이팅|||오늘도. 사이다 고사리 건강하게 해주세요.|||시원한 초보자|||서울의 소리를 응원하는 파이팅,|||역사에 남는 서울에 사운드 파이팅|||고생하고 있습니다.|||참은 초보자|||서울의 소리! 파이팅! 서울의 소리를 위해 하나님께 기도합니다! 가라사데! 아멘!|||시원한 초시님 ㅎㅎ|||정말 어른입니다,,,, 초보자를 응원합니다 건강|||초보자 항상 감사합니다!"
v3Gdj4bN93U,지경 판사의 별명,풀어준 놈을 믿나요?|||조심해서 맞다|||조희대길과 치요여비를 붙이면…|||윤석열을 초유의 시간계산으로 석방한 죄치는 없어지지 않는다|||엄격히 판결..하루..그래서 시간 계산으로 석방한 것일까?|||총살도 아쉽게 남겨두고 사망시켜야 하는 수많은 국민들이 괴롭힘을 당했으니까!|||꼭 꼭 대한민국을 제대로 세우는 판결을 기대합니다.|||밟을 수 없는 말로 내란 재판부 흐리게 하는 험담이니까 믿지 않으면 안심은 무엇. 동결합니다.|||무언. 해방한 사건을 잊었나요?|||빙글레 Cbal
ygKCuYr-H1E,준진진윤까지 윤석열과 결별 기류,선거에 가면 머리가 복잡해질 것입니다.|||선거철 보기|||나경원을 보자|||선거철|||선거철이 다가오면서|||조심해야합니다.|||그물이 그물이야 ㅡ. 결별하면 보실 수 있다|||또 인출 타임인가?..|||그들은 땅의 좋은 쪽으로 가거나 오기 때문에 즉시 해체하십시오.|||지금 올거야?
xCDaqB1v9Jw,류효상의 신고,서울의 소리는 최고의 미디어입니다.|||안녕하세요|||안녕하세요 오늘의 미백|||안녕하세요 안녕하세요
AW2FbEGiDy4,"나경원 의원, 인사하지 않겠습니까? 국회에서 폭발한 원화식 의장의 역대급 일침! feat. 국민에 대한 예의",네가 없는 x 진짜 있어요 ㅠ|||깨달은 국민이 준 힘을 그렇게 사용하십시오.|||나경원! 미친 미친|||국민력은. 인간이. 가지. 간다. 왜. 그런 인간들. 모였다? ? ? ? ? ? ?|||그래서 굿 팀 단나팔이라고!|||들어주세요.들을 필요가 없습니다.|||정치하면...|||국민이 보는|||들어가주세요…|||나경원 수준에서 나올 때마다 국민이 스트레스를 받는다.|||나경원 예의행방불명의장에 대한 국회의원의 예의|||에휴.. 성격 매력|||글쎄!|||나팔을 멈추지 마세요.
n5JMVuHFUc8,초심백운정의 희망이 있는 모닝콜 제114회 김강희 디올백…최재영 목사 앞에 특검이 나온 것은? 최재영 목사 출연,최재영 목사를 응원합니다.|||서민에게 반드시 필요한 언론 서울의 목소리 응원합니다|||최재영 목사님은 최선을 다하십시오.|||서울 사운드 광고를 다시 시작하세요.|||지규영을 탄핵하고 수갑을 채워야 하는데 왜 지금도 파야 하고 세금을 갉아먹는거야?|||최재영 목사|||항상 괜찮아요 목사님은 최선을 다해|||진짜 한국! 애국 투사 초보자!|||목사는 열심히 서울의 목소리는 항상 응원하고 있습니다.
5ykYZEB5jnM,"긴급 정회 선언! 원화식 국회의장, 격노하고 필리버스트 멈춘 역대급 이유는?","미친|||정말 멈췄다.|||죄송합니다. 나. 발악하는 여성이군요. 굉장히 지금까지 ㅠㅠㅠ|||정상이 아닙니다.|||평범하지 않게 그렇게 발작하는 이유가 분명히 있을 것이다|||퇴장시켜 미쳤는지 여러가지|||ㅋㅋ 냄비 진짜|||가장 싫어 머리에 무엇이 들렸는지|||잘. 그래서 곧 망쳐!|||팔경원이 또 나왔다. 급유비 5000만원. 나도 가솔린 비용을 나눠주세요.|||아니요, 왜 국민은 그 여성을 위해 하루 2일도 아니고 스트레스를 받아야 합니까? 그 여자 여러가지 의심이 있으면 수사하고 강력한 처벌해야 왜 왜 가만히 두어 두겠습니까?|||많이 보겠습니다 www 내용으로 얼마나 알았다고 생각하는 것뿐입니다. 빨리 주경호로 갑니다.|||나경원 미친?|||이전 한 방송에서 젊은 청년의 꿈이 무엇이라고 물어보니 국회의원이라고 말했기 때문에 이유가 무엇인지 물어보면 개 꿀을 피우고 있다고 했다."
kHuDQWZctT4,"주호영 12.3 긴급계명은 분명한 실수, 탄핵을 받아들인다","선거 때만 변신하지 않는 지금은 속지 않는 사람|||국힘 모조리 새싹.|||그러나 조호영이는 1년 동안 어디에 있었는가?|||윤상현, 원희현을 깎는다.|||두 대통령을 지키지 않은 24년째 국력군 같은 자가 먼저 탄핵되어야 한다고 생각한다|||티밥 그릇 다시 되찾으려고 합니다."
vijKxXorpGs,이재명 대통령의 귀여운 포즈?,모직 대통령의 그릇을 사랑 해요.|||우리 점프 귀여운|||민주당....만 정치하자.
oFhsdrRY-SI,"한학자 옹호 미국 목사, 세계에 교회에서 설교",통일교의 신천지는 사이비 종교입니다.|||세상으로 교회 이단 그렇지 않으면 내가 언제나 이단이라고 말했잖아|||그 녀석은 나야.|||세계에 거기에 사이비 군|||서울의 목소리는 항상 응원해 주셔서 감사합니다.|||돈으로 다스리라|||종교나 벌지 않는 뭔가 다른 나라까지 참관이다|||맞습니다.|||100다|||모두가 미친 것 같아요.
7BhiDrSe0Iw,류효상의 신고,언제나 응원합니다 정직한 방송|||고마워요
rovs977BKPE,"여러분, 또 속아서는 안됩니다!","맞습니다.|||국민은 바보가 아니다|||그들은 양심이 없습니다.|||큰 절이기 때문에 내란 대 배당으로 바꿀 수 있습니다.|||선거철만 변신하는 내란로봇|||하루 빨리 12,3 쿠테타 적의 사형 판결|||맞습니다.|||올바른 말입니다. 좋은 것은 좋은 일이 아닙니다. 그렇지 않습니다. 동정을 줄 정도의 가족이 아닙니다.|||맞습니다.|||반백세 살아보면…|||안이 보이는 내란당의 수법이다 우리의 국민은 속지 말아야 하고, 이번 선거에서 심판해 의석수 0으로 해 주어야 합니다"
i1HDlKgUZWw,초심백운정의 희망찬 모닝콜 제112회 권이위의 김건희 디올백 무혐의 생명 던지기 항거했다고 김상연국장 명예회복은 언제? 코상만 전군사망진상규명위 사무국장 출연,난
u-bsyXaFIgc,초심백운정의 희망이 있는 모닝콜 제115회 오세훈 서울시에 이어 김포시를 망치자,희망이 있는 모닝콜은 다시 연례 지원을 기원합니다|||초보자 안녕
79pK9rDSEZY,서울시 종묘전 재개발수 계약 의혹반론,"ㅡ 큰 도둑은 살인자 ㅡㅡㅡㅡㅡㅡㅡ|||오세훈 특검하라!!!!|||디자인상 1등의 메이커는 44억인데 그 1등의 메이커와 계약 해제해 520억에 수의 계약? 이것은 단지 특검 가야 한다.|||5세 후니, 재미있게 수사하라!|||조사하고 벌하라 세무조사도…|||악취가 있습니다.|||해명했다고 말하면 해명이 되었습니까?|||공모 1등 네덜란드 40억 설계비를 굳이 바꾸고 기쁨 500억으로 경비 낭비하는 클라츠 오늘 MBC 뉴스나옴|||모두 흔들어야합니다.|||즉시 비활성화|||고발이 들어왔다고 생각합니다만, 수사의 뉴스는 없습니까?|||해명이 중요하지 않다. 수사를 받아야 한다.|||걸리지 않는다고 생각했습니다.|||한국에 기쁨보다. 잘 작동하는 설계 사무소가 없다고?|||조사가 필요합니다.|||기림 건축 사무소 건희의 숲! 희미해. 확실히|||무한히 따르는 암흑 거래입니다.|||반론을 발표한 자는 나중에 그것이 사실임이 밝혀지면 그 책임을 반드시 물어야 한다. 그래야 부화뇌 움직이는 공직자가 나타나지 않을 것이다.|||가니에게 물린 놈들은 과연 무엇이 될까?|||대한민국의 기훈을 눌러 종묘의 기훈을 짖으려고 종묘 앞에 종묘를 덮는 건물을 올리려고 합니다.|||세이돈은 일체지방"
3BLbjami7is,"라이브방송이름 마마 스트리트 토크쇼, 관심있는 물건 나경원",난
kBuDLJyTYt8,똥을 굳이 반드시 찍어 먹어봐야 하지?,올바른 말입니다.|||맞습니다.|||윤원인.|||맞습니다.|||옳은 일을 몰라요.|||윤상현을 잡아라!|||윤의 외인인가?
8gbx6JzNnEI,"나경원, 무선마이크는 녹음용","국력은 해체가 대답|||즐겁고 안속음!|||내 기세는 거짓말이 굉장합니다.|||내란당 의원들을 보면 국민이 꽃병이 될 것이다.|||나팔. 빨리 정리합시다!|||맞습니다.|||빨리 해체하다|||나경원을 멈추자!!!!!!|||법안에 상관없이 발언하면 필 바를 자동 정지시킵니다.|||중계가 맞고 있다고 말했는데 어떤 개소리다!|||녹음?? 처벌하십시오.|||극우간 집단만 믿고 폭주하는 국정당은 일반인들이 투표로 단죄해야 한다|||녹음을 할 수 있습니까? 나를 본 적이 없다면|||반바지 모서리를 잡을거야.|||아, 이런 인간도 정치방송을 하고 있습니다.|||국력은 점점 미쳐갑니다."
QQiHdPD7-oo,류효상의 신통알 제654회 12월10일 수요일,난
lKKjl1daSEY,생방송 위헌정당 국민의 역해체,난
ikHXhDQOBpM,징역 15년 끝이 아니다! 김강희 앞에 산처럼 남은 추가 의심! 뇌물수수? 직권 남용?,무기 징역을 때려야 합니다.|||국정농단이 떨어진다|||무기 징역이어야 합니다.|||약|||마약 사범까지 추가하면 사형|||15년은 무엇입니까?|||김건희 숨겨진 돈을 몰수|||뜨거워야 한다|||국고 횡령도 있습니까?|||150년 구 선고는 100년|||50년 김강희|||판사의 최고급으로 맞이하십시오.|||응원합니다|||약물은 포함되어 사형입니다.|||유령의 죄도 있으면 좋다.|||함께 150년이 되어야
9C7a5Z9Vseg,단재 탄신제에 등장한 매국 극우 장동혁의 화환 초심 분노 폭발!,난
6H0z4PbxlmU,류효상의 신고,난
LoyR7gkbd1E,내 연기는 정말 잘 작동하지 않습니다! 아카데미상은 왜 하지 않는가?,난
thVlMHniZ24,지나가는 똥도 웃는다!,"서울의 목소리 초보자는 항상 응원하고 지지|||응원해 주셔서 감사합니다.|||화이트 선생님을 건강하게 해주세요.|||화이트 선생님, 건강합니다, 정말 애국자입니다.|||서울의 소리 호팅 계엄 내 난당 해체가 대답이네요 끝까지 응원합니다|||텐트 농성에 옆에서 숯불 구이를 하러 가야 해 www|||서울의 목소리 선생님을 존경합니다|||서울의 목소리 엔제나 응원합니다 계엄내 난당 해체가 대답하고 응원합니다|||초보자 선생님은 언제나 괜찮습니다...|||ㅋㅋㅋ.....|||고마워, 선생님"
1v7JY4hZLto,내란소 굴당 앞의 분노의 일행! 당신은 사람입니까?,난
c4ki0oq5mnU,분신이었던 초심을 살린 노후은인…웃음으로 돌아온 이야기,난
RejBMhDFAQw,조희대를 탄핵하라! 특별 재판부 설치하라!,"서울 사운드를 응원합니다|||응원합니다. 내란 전속 재판부의 설치 찬성입니다.|||승리하다|||열심히 함께|||응원합니다|||서울의 소리를 최선을 다하십시오.|||응원 맞아.|||촛불 집회를 환영합니다. 최선을 다하십시오.|||국헌 반란군 수괴총도로. 법원 회의. 시간 공간 노치고. 진실, 동조, 범죄자, 조희대, 사법부사,..|||나이스|||지친 조희대 탄핵|||무엇을 하는가|||최선을 다하십시오.|||서울의 목소리를 응원합니다"
TC5S3Znmybc,분신 때 초심을 살린 노후의 은인… 웃음으로 돌아온 이야기,"존경하는 초보자|||서울의 사운드 파이팅!|||고마워, 그런 일이 있었다.|||축복|||건강|||역시 노인은 이 시대의 의인입니다! 뭔가 다르다고 생각했지만 존경|||아니, 두 사람을 다시 보았습니다. 형은 언제 다시 화가가 되었습니까? 둘 다 건강에 주의|||감사합니다 민주화에 던진 사람들을 존경|||서울의 소리촛불 행동 지지자들의 뇌진단 결과라고 생각하는 깊이가 1센티세 안의 지혜와 분석력"
IQ2WQGsOhnc,"주경호를 위해 밤 침실 설치실 여러분, 걱정하지 마세요!",난
7RIzF8iutsQ,생중계와 함께 민주당 광주현장 최고위원회 12월 10일,정레. 또한 광주 오는 세력을 키우려고하지 마십시오. 내란 종식 대법관 탄핵을 하십시오
wlYDYMO4PJw,김강희라인 KT이사회의 신 CEO 선임을 저지! 과방위 김우영 의원 긴급 인터뷰,난
qeZrdVH_8U4,"최재영 목사, 3년 집으로 돌아가지 않고… 특검 참고인 조사 출석!",초보자를 응원합니다.|||최재영 목사 같은 분이 진짜 목사|||최재영 목사님은 최선을 다하십시오.|||최선을 다하고 뜨겁게|||신경쓰지 않는다
V4zIeQaaBKE,"국민이 먼저! 이재명 김혜경 부인, 국무회의에서 김장 외교까지 배려",난
iNjtDcAysd8,생방송 박주민 의원 서울시장 출마 기자회견,난
-zsoLSSno48,"태국, 캄보디아 폭격! 한국산 폭탄에 캄보디아를 죽인다!","한·미·일 공조 협력으로 중북으로 제압해야 합니다|||중국이 태국을 공격하는 것이다. 캄보디아를 앞에 세웠다.|||감사합니다|||악의 축복은 무조건 멸망하는 대답이다 자유 대한민국에서 영원히|||캄보디아의 피해자는 언제 구출됩니까? 국내 조폭과의 제휴를 수사하라. 애지중지 현지? 싱가포르 수족관의 저수지를 압류하십시오.|||우리 나라는 캄보디아를 복수하지 않고 태국을 대신합니다.|||중공이 캄보디아를 조종하는군요. 한·미·일 동맹에서 중공을 나누어야 합니다.|||캄보디아의 스컴 국가로 촬영되었으므로,|||전쟁이 보통 일어나므로 대한민국도 예외는 아니다.|||캄보디아는 중국의 후배를 믿고 갇혀 있습니다.|||멸공! 단결!|||우선 도발하면 영혼을 내야 하는 것. 태국군 장병이. 한국에도 주둔. 자유를 지키고 있다. 더 나은 무기를 많이 보내십시오. 자유를 지키면|||후배 중국이 있다!!,|||두바이에는 캄보디아보다 3배나 큰 범죄단지가 6개로 소규모 범죄단지는 셀 수 없을 정도로 많이 타고 있습니다. 두바이 여행에 가는 것에 유의하십시오|||전세계는 준국을 동시에 조조해야 할 때가 온 것 같다! 나라처럼 아닌 범죄 단체급|||많이 있습니다! 무서운 나라 강력한 지도자가 사라진 시대입니다!|||캄보디아가 국내 세습독재가 한계에 달해 외부로 문제를 돌릴 것으로 보고 있다. 태국은 이번에 자신들이 바라는 사원유적지역을 점령할 것 같다.|||신인균 대표의 낮과 밤의 온도차가 급격하게 변화하는 초겨울 날씨에 항상 건강을 조심해 주세요.|||태국은 한국전에서 대한민국을 도운 동맹입니다. 중국 공산당의 수하물 독재 캄보디아를 물리 치는 데 도움이됩니다.|||중공은 전 세계의 주적이 되고 있네요.|||신인균 대표를 차기 양산 국회의원으로 적극 추천합니다.|||기쁜 소식입니다.|||유럽은 일부 국가이지만 러시아를 삭제할 수는 없지만 미국만 보지 마십시오.|||나는 중국이 캄보디아 뒤에서 공작 중이다.|||감사합니다"
6WWBKfLs_uk,전라도의 수상한 중국 공장! 두고 이런 일을 했니?,"중국 기업은 모두 퇴출시켜야 합니다. 광양알루미늄 주식회사.|||중공에 알루미늄 공장의 허가를 준 시장을 처벌|||중국과의 관계를 완전히 끊어야 하는 그 길만이 한국의 삶이다|||매우 흉포한 전략의 광양에 ㅡ중국공장을 허락해준 ㅡ 관계자를 ㅡ 모조리ㅡ 징벌시켜야 ㅡ 실속이 없는 공장, 곧바로 내쫓아야 합니다 ㅡ|||리자이밍 탄핵은 대답입니다.|||친일파는 100년 전이 지난 역사이지만 친중파는 현재 진행형 매국 놈들이다.|||이 회사는 미국 대사관에 보고해야 합니다.|||저지해야 할 정부가 .....|||이 지역은 이미 중국 식민지와 다르지 않다.|||이 공장은 즉시 폐쇄|||민주당을 좋아하는 특검을 해야 합니다.|||와이거. 수사하십시오. 그냥 쓰러뜨리면 안된다. 스파이 집단 행동.|||문가를 비롯한 관계자를 모방하고 구속하라!|||중국 회사에 말할 수 없는 특혜를 준 놈을 모두 강력한 처벌해야 한다.|||불법이면 관련자 공개하고 죄과에 따라 파면 등 처벌해야 한다.|||심각한|||리공장은 압류해야 한다. 지금까지 내놓지 않았던 법인세도 세배로 징벌적으로 강제납부하도록 해야 한다.|||도대체 자국민을 보호하지 않는 대통령이 어디에 있는지|||폐업시켜 용서해 준 놈들을 싹트는 전수 조사하라 뒤 거래가 있었는지|||현재의 중공 침략 행위로서 인식할 수 없는 국민 구퀘 의원 전원, 매국 행위!|||전국의 중공 공장에서 미국에 보고합시다.|||중공 위법 공장 폐쇄 조치 및 고발 추방 허가 허가 내국인 고발 구속|||한국에 들어있는 중국 공장이 그렇다고 생각한다.|||이나라는 매우 큰 일입니다. 국민은 정의의 나라를 원합니다.|||대한민국에 반역자가 너무 많다 미래세대에 이대로 양보해줄까?"
4K-KjsB2Ilc,"커지는 테컴 전쟁! 태국군, 캄보디아 영토에 진격!","태국의 Git! 태국이 이기기 위해!|||태국도 혈맹이다. 6.25 참전. 국가다. 태국 호팅.|||태국 승리, 파이팅|||흥센 어디에 조금 막혀서 짜증나게 될거야. 이번 확실히 끝나지 않으면 양국민이 평화롭게 살 수 있다.|||태국군 캄보디아 공격 통일 응원합니다|||태국 우리 동맹 태국의 압도적인 승리를 강력하게 응원|||태국은 이번 캠디를 초전 박사 호흡할 수 없다.|||동남아시아의 장님 태국의 힘을 보여!|||캄보디아 국고 지원을 중단해야 함|||캄보디아에게 우리 청년들을 유혹하고 데리고 보이스피싱하게 하고 마지막에는 장기적출해 생명을 빼앗는 그런 나라에 왜 세금을 들여 도와야 하는가?|||그래도 내 국민이 편안해질 것입니다.|||캄보디아 국고 지원을 중단해야 함|||태국을 응원하자! 중공과 손잡이는 나라 하나씩 망쳐야 합니다!|||우크라이나. 태국. 응원 또 응원|||좋은 소식 감사합니다|||잘 작동하는 타이 파이팅|||초토화하여 병합시켜야 합니다.|||전혀 무례하지 않은 당연한 말입니다.|||미국은 아주 잘하고 있습니다.|||캄보디아는 격퇴해야 합니다. 킬링 필드의 온상입니다.|||태국 콤보디아를 완전히 죽일까요?|||토톤이 베네수엘라를 정리하고 한국에 집중해야하지만 ...|||태국을 응원하는 캄보디아를 죽이고|||정동영의 정신을 입어라.|||정도 이름 퇴출시켜주는 데 도움이 되지 않는다"
sXmTZ85oBbU,"트럼프, 부정 선거 게시! 법무부, 후속 조치에 착수!","곧 재판 재개|||부정선거 척도|||사전선거 철폐가 없는 선거는 선거재 자체가 부정선거다|||멸공반 국가세력의 척도 부정선거의 척도|||멸공만이 부정선거를 깨는 길이다!|||진짜 괴로운 나라는 더 이상 폭망하기 전에 드러내서 꺼내야 한다|||기쁜 소식입니다.|||사전선거 폐지하고 부재자 투표도 투명하게 하는 시스템을 만들어야 한다.|||갈수록 태산에 갔던 도둑은 무엇을 하는가?|||이번에는 뿌리를 뽑아야 한다|||드럼 만세 리자이밍 out|||부정선거를 덮기 위한 내란탄핵몰 이 시선을 돌려 여론전에 광분합합시다! 권력 방어용!|||파괴|||조심하고 강력한 녀석들을 감독합시다. 땀을 흘려 건설된 한국|||FBI뿐만 아니라 미국에 있는 모든 정보 당국과 사이버 사령부 US Cyber ​​Command를 총동원하여 한국 A WEB의 부정선거 개입과 모든 종류의 부정을 경감해야 합니다! !!|||중공 부정선거 국제 카르텔을 제거해야 합니다. 중공과 이재명, 민주당의 부정선거 쿠테타를 진압.|||한때는 서둘러요! 나라가 더 부서지기 전에 내려야 한다!|||부정 선거 적극적으로 수사하고 명백하게 밝혀주세요!|||사전 투표제를 없애지 않으면 국가가 공산주의로 옮겨진다! 반드시 국민저항권을 발동하여 나라를 구해야 한다.|||부정적으로 한놈을 깜박임|||부정선거에서 권력을 찬탈한 반국세력의 놈들이 공산독재국가에 가는 아웃번으로 무지한 속도로 달리고 있다. 나라가 멸망하는 것은 시간 문제다.|||열쇠는 부정선거|||제발, 부정 선거의 싹을 당기는?|||시작하다|||부정선거에서 권력을 찬탈한 자들은 지위고하를 불문하고 모방사형과 무기징역에 처해야 한다."
yBio5T9iCkk,쿠팡 사태의 내막! 미국의 개입 트리거가 될까!,"중국은 공산 국가입니다. 전국민이 국가명령으로 스파이로 바뀌는 것입니다.|||지금 국민이 조금 불편하더라도 중국 기업은 배척해야 합니다. 알리나 템은 절대 사용하지 마십시오. 제발 국가만 생각해 봅시다.|||고마워, 고마워.|||국민이 깨어나지 않으면 나라를 지킨다. 중국산 불매운동을 해야 한다.|||나는 국가 수장? 인정되지 않지만 끌리는 국민은 비통합니다.|||국력은 나오고 올바른 말입니다.|||애국은 다른 것이 아닙니다! 중공의 하이브리드전에 잡히지 않는 것이다!|||스파이법을 통과하자! 스파이법을 통과하자! 스파이법에 합격!|||스파이법 무언가를 통과시키자 무슨 일이 대통령자가 자국민만 죽이기 위해 하나 정말로 불쌍하다|||아리템 CCP OUT. 쿠팡은 지지 않는다. 중공 스파이 직원 제거|||알고 주셔서 감사합니다.|||국력 내 반역 수박을 속이고 닦아야합니다.|||한마디로 민주당이나 중국 기업과 짜서 한 일입니다. 확실히 기가찰 대한민국입니다. 어리석은 국민은 하루 빨리 깨어나야 한다|||국력과 사법성은 반드시 국민과 국가를 위해 나가야 합니다.|||Alli.|||트럼프 대통령이 반드시 나와서 리자이밍 골탕을 먹고|||멸공 신인균의 방어, 군사 TV 퍼팅! 좋아 필청으로 응원해 노력해 주세요. 대한민국의 올바른 정치만이 이런 일을 막을 수 있다. 힘들군요. 파괴하다|||중국의 범죄자를 잡아야 할 것이다.|||말씀에 공감합니다. 현 정부는 중국을 위한 정부인 것 같습니다.|||회원등록한 국민의 정보가 털어놨지만. 왜 국가에서 손해배상 1조원을 때리는가?|||국민이 정말 일어나야 하는데…|||신인균 대표의 낮과 밤의 온도차가 급격하게 변화하는 초겨울 날씨에 항상 건강에서 먼저 조심하세요. 위안이 되고, 힘이 되고, 든든함을 느끼고 자랑스럽게 생각하는 진정한 애국자입니다.|||유통은 유사할 때, 우리군의 보급망이므로, 중공군의 진입을 막아야 합니다.|||정부와 배추 총리 차이나를 둔화시키고 무비자 입국을 허가하며 기업은 전국 국민의 정보가 유출되어 이것이 말하는 것|||중공은 자유 대한민국의 영원한 주적이 모두 한 사람 멸공만이 자유 대한민국을 지킬 수 있게 된다"
6lbg575tZ80,"아, 제렌스키 암살하자! 천우 신조에서 살아남는다!","선관위 타도 사법부가 살아야 나라가 사는|||반공을 국시의 제1로 하고, 미국을 피로한 자유우호와의 유대를 더욱 견고하게 한다. 국민소득 70불대에서 3만불대한강의 기적을 이룬 민족의 영웅이며 세계의 지도자인 박정희 대통령의 각하를 그리워합니다|||북, 중, 로이란 같은 나라와는 평화협상 불가능한 오로지 힘으로 제압해야 한다.|||미친 것도 다양합니다.|||자유 대한민국 윤 대통령 4800만 애국 국민애국자 윤 대통령 신 대표님 만만세.|||신인균 대표의 낮과 밤의 온도차가 급격하게 변화하는 초겨울 날씨에 항상 건강을 조심해 주세요. 압력을 가해야합니다.|||푸틴이 멸망하지 않으면 중국과 북한이 빛납니다.|||적극적으로지지 동정합니다 열심히 싸움 ? 러시아 푸틴 정권의 폭망을 바란다|||중국 중국 민주당 타도 선관위|||멸공이 오는 그날까지 멸공|||고이치 총리님 응원합니다|||러시아 푸틴이 미친|||푸틴도 암살하려고 해도 해야 한다. 전용 기타로 이륙하는 순간 드론을 충돌시킵니다.|||고이치 수상님. 그리고 일본의 국민에게 분력해 주세요........|||주변국의 긴장이 높아지지만 공동군사작전을 더욱 강화해야 하는 이유|||푸틴이 막다른 골목에 있다.|||멸종! 신대표 애국방송 감사합니다.|||독재 푸틴의 길이. 앉아있다.|||신인균 대표의 끝까지 응원합니다|||애국 채널 오늘도 수고하셨습니다!|||대표자의 계절의 건강을 유의해 주셔서 감사합니다.|||우크라이나 대통령은 항상 건강에 주의|||드론 요격 드론을 애도시켜야 한다|||김현지 국정농단 조속구속 수사하라!|||고마워요."
